,league,url
293,germany,https://transfermarkt.com/vfb-stuttgart/transfers/verein/79/saison_id/2015
294,germany,https://transfermarkt.com/hertha-bsc/transfers/verein/44/saison_id/2015
295,germany,https://transfermarkt.com/hamburger-sv/transfers/verein/41/saison_id/2015
296,germany,https://transfermarkt.com/fc-ingolstadt-04/transfers/verein/4795/saison_id/2015
297,germany,https://transfermarkt.com/sv-darmstadt-98/transfers/verein/105/saison_id/2015
298,germany,https://transfermarkt.com/fc-bayern-munchen/transfers/verein/27/saison_id/2016
299,germany,https://transfermarkt.com/borussia-dortmund/transfers/verein/16/saison_id/2016
300,germany,https://transfermarkt.com/bayer-04-leverkusen/transfers/verein/15/saison_id/2016
301,germany,https://transfermarkt.com/borussia-monchengladbach/transfers/verein/18/saison_id/2016
302,germany,https://transfermarkt.com/fc-schalke-04/transfers/verein/33/saison_id/2016
303,germany,https://transfermarkt.com/1-fsv-mainz-05/transfers/verein/39/saison_id/2016
304,germany,https://transfermarkt.com/hertha-bsc/transfers/verein/44/saison_id/2016
305,germany,https://transfermarkt.com/vfl-wolfsburg/transfers/verein/82/saison_id/2016
306,germany,https://transfermarkt.com/1-fc-koln/transfers/verein/3/saison_id/2016
307,germany,https://transfermarkt.com/hamburger-sv/transfers/verein/41/saison_id/2016
308,germany,https://transfermarkt.com/fc-ingolstadt-04/transfers/verein/4795/saison_id/2016
309,germany,https://transfermarkt.com/fc-augsburg/transfers/verein/167/saison_id/2016
310,germany,https://transfermarkt.com/sv-werder-bremen/transfers/verein/86/saison_id/2016
311,germany,https://transfermarkt.com/sv-darmstadt-98/transfers/verein/105/saison_id/2016
312,germany,https://transfermarkt.com/tsg-1899-hoffenheim/transfers/verein/533/saison_id/2016
313,germany,https://transfermarkt.com/eintracht-frankfurt/transfers/verein/24/saison_id/2016
314,germany,https://transfermarkt.com/sc-freiburg/transfers/verein/60/saison_id/2016
315,germany,https://transfermarkt.com/rasenballsport-leipzig/transfers/verein/23826/saison_id/2016
316,germany,https://transfermarkt.com/fc-bayern-munchen/transfers/verein/27/saison_id/2017
317,germany,https://transfermarkt.com/rasenballsport-leipzig/transfers/verein/23826/saison_id/2017
318,germany,https://transfermarkt.com/borussia-dortmund/transfers/verein/16/saison_id/2017
319,germany,https://transfermarkt.com/tsg-1899-hoffenheim/transfers/verein/533/saison_id/2017
320,germany,https://transfermarkt.com/1-fc-koln/transfers/verein/3/saison_id/2017
321,germany,https://transfermarkt.com/hertha-bsc/transfers/verein/44/saison_id/2017
322,germany,https://transfermarkt.com/sc-freiburg/transfers/verein/60/saison_id/2017
323,germany,https://transfermarkt.com/sv-werder-bremen/transfers/verein/86/saison_id/2017
324,germany,https://transfermarkt.com/borussia-monchengladbach/transfers/verein/18/saison_id/2017
325,germany,https://transfermarkt.com/fc-schalke-04/transfers/verein/33/saison_id/2017
326,germany,https://transfermarkt.com/eintracht-frankfurt/transfers/verein/24/saison_id/2017
327,germany,https://transfermarkt.com/bayer-04-leverkusen/transfers/verein/15/saison_id/2017
328,germany,https://transfermarkt.com/fc-augsburg/transfers/verein/167/saison_id/2017
329,germany,https://transfermarkt.com/hamburger-sv/transfers/verein/41/saison_id/2017
330,germany,https://transfermarkt.com/1-fsv-mainz-05/transfers/verein/39/saison_id/2017
331,germany,https://transfermarkt.com/vfl-wolfsburg/transfers/verein/82/saison_id/2017
332,germany,https://transfermarkt.com/vfb-stuttgart/transfers/verein/79/saison_id/2017
333,germany,https://transfermarkt.com/hannover-96/transfers/verein/42/saison_id/2017
334,germany,https://transfermarkt.com/fc-bayern-munchen/transfers/verein/27/saison_id/2018
335,germany,https://transfermarkt.com/fc-schalke-04/transfers/verein/33/saison_id/2018
336,germany,https://transfermarkt.com/tsg-1899-hoffenheim/transfers/verein/533/saison_id/2018
337,germany,https://transfermarkt.com/borussia-dortmund/transfers/verein/16/saison_id/2018
338,germany,https://transfermarkt.com/bayer-04-leverkusen/transfers/verein/15/saison_id/2018
339,germany,https://transfermarkt.com/rasenballsport-leipzig/transfers/verein/23826/saison_id/2018
