url,league_name
https://www.transfermarkt.de/uefa-champions-league/startseite/pokalwettbewerb/CL,UEFA Champions League
https://www.transfermarkt.de/premier-league/startseite/wettbewerb/GB1,Premier League
https://www.transfermarkt.de/laliga/startseite/wettbewerb/ES1,LaLiga
https://www.transfermarkt.de/bundesliga/startseite/wettbewerb/L1,Bundesliga
https://www.transfermarkt.de/serie-a/startseite/wettbewerb/IT1,Serie A
https://www.transfermarkt.de/ligue-1/startseite/wettbewerb/FR1,Ligue 1
