,team_id,season_id,league_id,team_income_fee,team_expenditure_fee,overall_balance_fee
639,398,2021,5,8900000,13800000,-4900000
640,12,2021,5,17240000,127650000,-110410000
641,6574,2021,5,22800000,37120000,-14320000
642,1038,2021,5,9700000,14510000,-4810000
643,276,2021,5,37520000,42270000,-4750000
644,252,2021,5,18620000,39100000,-20480000
645,1025,2021,5,25000000,32310000,-7310000
646,410,2021,5,79630000,9400000,70230000
647,430,2021,5,112200000,64400000,47800000
648,3522,2021,5,2200000,27790000,-25590000
649,1390,2021,5,7370000,15200000,-7830000
650,416,2021,5,16500000,13400000,3100000
651,749,2021,5,28200000,10500000,17700000
652,380,2021,5,0,14350000,-14350000
653,607,2021,5,200000,22090000,-21890000
654,1082,2021,6,76850000,25600000,51250000
655,583,2021,6,11000000,91000000,-80000000
656,162,2021,6,34640000,45500000,-10860000
657,1041,2021,6,95600000,22920000,72680000
658,244,2021,6,8000000,54120000,-46120000
659,273,2021,6,45400000,81500000,-36100000
660,826,2021,6,18000000,20600000,-2600000
661,969,2021,6,25000000,200000,24800000
662,417,2021,6,26050000,55000000,-28950000
663,347,2021,6,23500000,2500000,21000000
664,618,2021,6,0,600000,-600000
665,40,2021,6,18600000,9800000,8800000
666,1420,2021,6,18100000,1870000,16230000
667,1421,2021,6,15050000,16000000,-950000
668,667,2021,6,16000000,4500000,11500000
669,1158,2021,6,10000000,10500000,-500000
670,3911,2021,6,28200000,9250000,18950000
671,995,2021,6,15800000,7500000,8300000
672,1095,2021,6,0,21800000,-21800000
673,3524,2021,6,0,0,0
