player_id,season_id,left_team,joined_team,fee_of_transfer
57285,2015,US Palermo,Cagliari Calcio,-1.0
163222,2015,AC Cesena,US Sassuolo,7000000.0
216179,2015,AC Cesena,US Sassuolo,5250000.0
129505,2015,US Avellino 1912,US Sassuolo,2800000.0
286297,2015,AS Rom U19,US Sassuolo,1250000.0
284636,2015,Vicenza Calcio,US Sassuolo,800000.0
240244,2015,Parma Calcio 1913,US Sassuolo,0.0
119115,2015,AC Perugia Calcio,US Sassuolo,-1.0
208693,2015,AC Prato,US Sassuolo,-1.0
209936,2015,Forlì FC,US Sassuolo,-1.0
208693,2015,Real Vicenza VS,US Sassuolo,-1.0
5889,2015,Vicenza Calcio,US Sassuolo,-1.0
124911,2015,FC Bologna,US Sassuolo,-1.0
183969,2015,SS Juve Stabia,US Sassuolo,-1.0
85825,2015,US Sassuolo,Atalanta Bergamo,3200000.0
30638,2015,US Sassuolo,FC Bologna,500000.0
5889,2015,US Sassuolo,Vicenza Calcio,300000.0
5868,2015,US Sassuolo,FC Bologna,0.0
199633,2015,US Sassuolo,Frosinone Calcio,1.0
54916,2015,US Sassuolo,Savona FBC,1.0
209936,2015,US Sassuolo,FC Südtirol-Alto Adige,1.0
226025,2015,US Sassuolo,Brescia Calcio,1.0
208693,2015,US Sassuolo,AC Prato,1.0
240244,2015,US Sassuolo,Novara Calcio,1.0
216179,2015,US Sassuolo,AC Cesena,1.0
287638,2015,US Sassuolo,AC Cesena,1.0
208693,2015,US Sassuolo,SSD Ischia Calcio,1.0
84921,2015,US Sassuolo,Empoli FC,1.0
16893,2015,US Sassuolo,Chievo Verona,1.0
284636,2015,US Sassuolo,Vicenza Calcio,1.0
77603,2015,US Sassuolo,Chievo Verona,-1.0
198067,2015,Malmö FF,Hellas Verona,1000000.0
60599,2015,Dijon FCO,Hellas Verona,0.0
86079,2015,AS Livorno,Hellas Verona,0.0
167741,2015,UC AlbinoLeffe,Hellas Verona,0.0
181783,2015,SC Internacional Porto Alegre,Hellas Verona,1.0
255744,2015,Udinese Calcio,Hellas Verona,1.0
86083,2015,Trapani Calcio,Hellas Verona,1.0
74687,2015,FC Toulouse,Hellas Verona,1.0
159883,2015,FC Crotone,Hellas Verona,-1.0
283735,2015,Venezia FC,Hellas Verona,-1.0
189690,2015,Barletta 1922,Hellas Verona,-1.0
136091,2015,US Pistoiese 1921,Hellas Verona,-1.0
120691,2015,AS Melfi,Hellas Verona,-1.0
240294,2015,Pro Piacenza 1919,Hellas Verona,-1.0
22823,2015,Venezia FC,Hellas Verona,-1.0
199263,2015,Pro Piacenza 1919,Hellas Verona,-1.0
41913,2015,Virtus Entella,Hellas Verona,-1.0
99523,2015,SS Virtus Lanciano,Hellas Verona,-1.0
126597,2015,SS Virtus Lanciano,Hellas Verona,-1.0
44336,2015,Carpi FC 1909,Hellas Verona,-1.0
216872,2015,Delfino Pescara 1936,Hellas Verona,-1.0
101425,2015,Floriana FC,Hellas Verona,-1.0
337980,2015,AS Martina Franca,Hellas Verona,-1.0
100497,2015,Cagliari Calcio,Hellas Verona,-1.0
166608,2015,SSD Monza 1912,Hellas Verona,-1.0
199713,2015,Pordenone Calcio,Hellas Verona,-1.0
45717,2015,Spezia Calcio,Hellas Verona,-1.0
160986,2015,Spezia Calcio,Hellas Verona,-1.0
226010,2015,Pordenone Calcio,Hellas Verona,-1.0
63965,2015,FC Crotone,Hellas Verona,-1.0
199263,2015,US Pistoiese 1921,Hellas Verona,-1.0
167741,2015,Delfino Pescara 1936,Hellas Verona,-1.0
136091,2015,SS Teramo Calcio,Hellas Verona,-1.0
22673,2015,Hellas Verona,Udinese Calcio,1000000.0
216872,2015,Hellas Verona,Delfino Pescara 1936,850000.0
2904,2015,Hellas Verona,Atlas Guadalajara,200000.0
200133,2015,Hellas Verona,USD Virtusvecomp Verona,0.0
7611,2015,Hellas Verona,CA River Plate,0.0
22823,2015,Hellas Verona,ASD Comprensorio Casalnuovese,0.0
21829,2015,Hellas Verona,Carpi FC 1909,0.0
55472,2015,Hellas Verona,Coritiba FC,0.0
45717,2015,Hellas Verona,Spezia Calcio,0.0
73048,2015,Hellas Verona,Spezia Calcio,0.0
166608,2015,Hellas Verona,Trapani Calcio,0.0
126597,2015,Hellas Verona,Ternana Calcio,0.0
120691,2015,Hellas Verona,SSD Ischia Calcio,0.0
5974,2015,Hellas Verona,Miami FC,0.0
287631,2015,Hellas Verona,Delfino Pescara 1936,1.0
297731,2015,Hellas Verona,Calcio Padova,1.0
99523,2015,Hellas Verona,Trapani Calcio,1.0
199263,2015,Hellas Verona,US Pistoiese 1921,1.0
63965,2015,Hellas Verona,FC Slovan Liberec,1.0
199713,2015,Hellas Verona,SS Juve Stabia,1.0
159883,2015,Hellas Verona,Trapani Calcio,1.0
167741,2015,Hellas Verona,Delfino Pescara 1936,1.0
136091,2015,Hellas Verona,SS Teramo Calcio,1.0
337980,2015,Hellas Verona,FC Koper,1.0
100497,2015,Hellas Verona,Ternana Calcio,1.0
44336,2015,Hellas Verona,FC Chiasso,1.0
189690,2015,Hellas Verona,FK Partizani,1.0
136091,2015,Hellas Verona,AC Tuttocuoio,1.0
283735,2015,Hellas Verona,AS Cittadella,1.0
84467,2015,Hellas Verona,Cagliari Calcio,1.0
199263,2015,Hellas Verona,Pro Piacenza 1919,1.0
167741,2015,Hellas Verona,AS Livorno,1.0
101425,2015,Hellas Verona,KF Teuta,1.0
226010,2015,Hellas Verona,Aurora Pro Patria,1.0
167741,2015,Hellas Verona,UC AlbinoLeffe,-1.0
29311,2015,Hellas Verona,AS Monaco,-1.0
103674,2015,Hellas Verona,Clube Atlético Bragantino (SP),-1.0
185593,2015,Hellas Verona,Udinese Calcio,-1.0
38824,2015,Hellas Verona,Atalanta Bergamo,-1.0
76902,2015,Hellas Verona,Grêmio Porto Alegre,-1.0
181783,2015,Hellas Verona,SC Internacional Porto Alegre,-1.0
105892,2015,Catania Calcio,Chievo Verona,3500000.0
44059,2015,KAA Gent,Chievo Verona,1000000.0
73846,2015,Standard Lüttich,Chievo Verona,750000.0
168944,2015,FK Partizan Belgrad,Chievo Verona,550000.0
75327,2015,FC Bari 1908,Chievo Verona,80000.0
28020,2015,Parma Calcio 1913,Chievo Verona,0.0
340450,2015,Catania Calcio U19,Chievo Verona,0.0
38582,2015,AC Cesena,Chievo Verona,0.0
242492,2015,Brescia Calcio,Chievo Verona,0.0
5893,2015,Udinese Calcio,Chievo Verona,0.0
51186,2015,Carpi FC 1909,Chievo Verona,0.0
159337,2015,Carpi FC 1909,Chievo Verona,-1.0
61757,2015,AS Cittadella,Chievo Verona,-1.0
200481,2015,SPAL 2013,Chievo Verona,-1.0
197743,2015,AC Pisa 1909,Chievo Verona,-1.0
197929,2015,AC Perugia Calcio,Chievo Verona,-1.0
140109,2015,US Cremonese,Chievo Verona,-1.0
242082,2015,AC Pisa 1909,Chievo Verona,-1.0
162942,2015,AC Lumezzane,Chievo Verona,-1.0
199953,2015,AC Lumezzane,Chievo Verona,-1.0
112457,2015,US Cremonese,Chievo Verona,-1.0
139307,2015,Delfino Pescara 1936,Chievo Verona,-1.0
197246,2015,AS Gubbio 1910,Chievo Verona,-1.0
290739,2015,Pro Piacenza 1919,Chievo Verona,-1.0
240312,2015,Carpi FC 1909,Chievo Verona,-1.0
163999,2015,Spezia Calcio,Chievo Verona,-1.0
83877,2015,Cagliari Calcio,Chievo Verona,-1.0
204659,2015,AC Lumezzane,Chievo Verona,-1.0
92870,2015,AC Lumezzane,Chievo Verona,-1.0
136135,2015,Real Vicenza VS,Chievo Verona,-1.0
290754,2015,Carpi FC 1909,Chievo Verona,-1.0
193994,2015,SEF Torres 1903,Chievo Verona,-1.0
242469,2015,Brescia Calcio,Chievo Verona,-1.0
23367,2015,Brescia Calcio,Chievo Verona,-1.0
34909,2015,Brescia Calcio,Chievo Verona,-1.0
160855,2015,AC Lumezzane,Chievo Verona,-1.0
245134,2015,Benevento Calcio,Chievo Verona,-1.0
45185,2015,AS Cittadella,Chievo Verona,-1.0
96347,2015,US Pistoiese 1921,Chievo Verona,-1.0
74314,2015,FC Córdoba,Chievo Verona,-1.0
43112,2015,FC Pro Vercelli 1892,Chievo Verona,-1.0
248405,2015,AC Reggiana 1919,Chievo Verona,-1.0
96853,2015,FC Crotone,Chievo Verona,-1.0
107958,2015,FC Bari 1908,Chievo Verona,-1.0
18934,2015,Angers SCO,Chievo Verona,-1.0
190206,2015,Brescia Calcio,Chievo Verona,-1.0
7103,2015,ACR Messina,Chievo Verona,-1.0
229817,2015,US Latina Calcio,Chievo Verona,-1.0
119691,2015,US Avellino 1912,Chievo Verona,-1.0
148585,2015,US Reggio Calabria,Chievo Verona,-1.0
167811,2015,Paganese Calcio 1926,Chievo Verona,-1.0
197743,2015,AFC Bournemouth U21,Chievo Verona,-1.0
190206,2015,SS Teramo Calcio,Chievo Verona,-1.0
245134,2015,US Cremonese,Chievo Verona,-1.0
242492,2015,Calcio Como,Chievo Verona,-1.0
139307,2015,SS Virtus Lanciano,Chievo Verona,-1.0
229817,2015,Modena FC,Chievo Verona,-1.0
119691,2015,Calcio Como,Chievo Verona,-1.0
337313,2015,ASD Villafranca Veronese,Chievo Verona,-1.0
107958,2015,Ascoli Picchio,Chievo Verona,-1.0
198923,2015,Lentigione Calcio,Chievo Verona,-1.0
83877,2015,Chievo Verona,Cagliari Calcio,1200000.0
204659,2015,Chievo Verona,Atalanta Bergamo,1200000.0
77259,2015,Chievo Verona,Malmö FF,732000.0
74314,2015,Chievo Verona,Rio Ave FC,110000.0
23367,2015,Chievo Verona,Virtus Entella,75000.0
136135,2015,Chievo Verona,AC Renate,10000.0
18934,2015,Chievo Verona,Angers SCO,0.0
7103,2015,Chievo Verona,Atalanta Bergamo,0.0
96347,2015,Chievo Verona,AC Mantova,0.0
160855,2015,Chievo Verona,Cavese 1919,0.0
96853,2015,Chievo Verona,FC Crotone,0.0
34909,2015,Chievo Verona,Modena FC,0.0
193994,2015,Chievo Verona,Parma Calcio 1913,0.0
198923,2015,Chievo Verona,Luzzara,0.0
248405,2015,Chievo Verona,USCD Bardolino Calcio 1946,0.0
160188,2015,Chievo Verona,Rio Claro FC (SP),0.0
242082,2015,Chievo Verona,AC Renate,1.0
167816,2015,Chievo Verona,US Alessandria Calcio 1912,1.0
75327,2015,Chievo Verona,US Latina Calcio,1.0
77603,2015,Chievo Verona,Antalyaspor,1.0
197246,2015,Chievo Verona,Modena FC,1.0
92870,2015,Chievo Verona,AC Cuneo 1905,1.0
290754,2015,Chievo Verona,US Latina Calcio,1.0
119691,2015,Chievo Verona,Calcio Como,1.0
112457,2015,Chievo Verona,FC Südtirol-Alto Adige,1.0
45185,2015,Chievo Verona,Brescia Calcio,1.0
197743,2015,Chievo Verona,AFC Bournemouth U21,1.0
140109,2015,Chievo Verona,FC Südtirol-Alto Adige,1.0
199244,2015,Chievo Verona,AC Pisa 1909,1.0
242469,2015,Chievo Verona,Bassano Virtus 55 ST,1.0
148585,2015,Chievo Verona,AS Cittadella,1.0
197929,2015,Chievo Verona,Modena FC,1.0
290739,2015,Chievo Verona,US Città di Pontedera,1.0
190206,2015,Chievo Verona,SS Teramo Calcio,1.0
240312,2015,Chievo Verona,FC Pro Vercelli 1892,1.0
199953,2015,Chievo Verona,AC Renate,1.0
287726,2015,Chievo Verona,SSD Ischia Calcio,1.0
245134,2015,Chievo Verona,US Cremonese,1.0
136142,2015,Chievo Verona,AS Livorno,1.0
242492,2015,Chievo Verona,Calcio Como,1.0
288000,2015,Chievo Verona,Benevento Calcio,1.0
139307,2015,Chievo Verona,SS Virtus Lanciano,1.0
229817,2015,Chievo Verona,Modena FC,1.0
340450,2015,Chievo Verona,Venezia FC,1.0
107958,2015,Chievo Verona,Ascoli Picchio,1.0
139307,2015,Chievo Verona,US Avellino 1912,1.0
242492,2015,Chievo Verona,AC Renate,1.0
337313,2015,Chievo Verona,ASD Union ArzignanoChiampo,1.0
107958,2015,Chievo Verona,Vicenza Calcio,1.0
229817,2015,Chievo Verona,US Lecce,1.0
245134,2015,Chievo Verona,ASD Lupa Castelli Romani,1.0
187601,2015,Chievo Verona,ASD Lupa Castelli Romani,1.0
190206,2015,Chievo Verona,NK Istra 1961,1.0
44059,2015,Chievo Verona,KAA Gent,-1.0
16117,2015,Chievo Verona,Parma Calcio 1913,-1.0
88909,2015,AC Mailand,Empoli FC ,4000000.0
163062,2015,AC Florenz,Empoli FC ,800000.0
140559,2015,SSC Neapel,Empoli FC ,750000.0
62716,2015,AC Florenz,Empoli FC ,500000.0
95438,2015,Rubin Kazan,Empoli FC ,300000.0
34336,2015,Parma Calcio 1913,Empoli FC ,0.0
28031,2015,Brescia Calcio,Empoli FC ,0.0
259953,2015,FK Borac Cacak,Empoli FC ,0.0
163647,2015,AS Melfi,Empoli FC ,0.0
80894,2015,AS Rom,Empoli FC ,1.0
166237,2015,AS Rom,Empoli FC ,1.0
84921,2015,US Sassuolo,Empoli FC ,1.0
74956,2015,Juventus Turin,Empoli FC ,1.0
261041,2015,AC Tuttocuoio,Empoli FC ,-1.0
197752,2015,AC Tuttocuoio,Empoli FC ,-1.0
240959,2015,FC Ponsacco 1920,Empoli FC ,-1.0
146660,2015,FC Pro Vercelli 1892,Empoli FC ,-1.0
56921,2015,AC Pisa 1909,Empoli FC ,-1.0
163638,2015,Forlì FC,Empoli FC ,-1.0
240114,2015,US Gavorrano,Empoli FC ,-1.0
84751,2015,Novara Calcio,Empoli FC ,-1.0
240094,2015,AC Tuttocuoio,Empoli FC ,-1.0
110926,2015,AS Lucchese Libertas,Empoli FC ,-1.0
290087,2015,Viareggio 2014,Empoli FC ,-1.0
162956,2015,US Pistoiese 1921,Empoli FC ,-1.0
337137,2015,US Poggibonsi,Empoli FC ,-1.0
44294,2015,Trapani Calcio,Empoli FC ,-1.0
197749,2015,SPAL 2013,Empoli FC ,-1.0
344896,2015,Sliema Wanderers,Empoli FC ,-1.0
197752,2015,US Cremonese,Empoli FC ,-1.0
84903,2015,Empoli FC ,SSC Neapel,5500000.0
200056,2015,Empoli FC ,SSC Neapel,5000000.0
165873,2015,Empoli FC ,VfB Stuttgart,1000000.0
6020,2015,Empoli FC ,US Avellino 1912,0.0
240959,2015,Empoli FC ,FC Ponsacco 1920,0.0
41914,2015,Empoli FC ,Atalanta Bergamo,0.0
110926,2015,Empoli FC ,FC Rieti,0.0
344896,2015,Empoli FC ,Chieti Calcio,0.0
146660,2015,Empoli FC ,Lazio Rom,0.0
162956,2015,Empoli FC ,AS Livorno,1.0
197752,2015,Empoli FC ,US Cremonese,1.0
163638,2015,Empoli FC ,AC Delta Rovigo,1.0
197752,2015,Empoli FC ,US Pistoiese 1921,1.0
290087,2015,Empoli FC ,FC Legnago Salus,1.0
261041,2015,Empoli FC ,Parma Calcio 1913,1.0
163690,2015,Empoli FC ,Ternana Calcio,1.0
163647,2015,Empoli FC ,FC Pavia,1.0
337137,2015,Empoli FC ,ASD Fortis Juventus 1909,1.0
240094,2015,Empoli FC ,US Ancona,1.0
99254,2015,Empoli FC ,SSC Neapel,-1.0
143812,2015,Empoli FC ,AC Florenz,-1.0
130360,2015,Empoli FC ,FC Turin,-1.0
88909,2015,Empoli FC ,AC Mailand,-1.0
171307,2015,Empoli FC ,AC Florenz,-1.0
162959,2015,Empoli FC ,Juventus Turin,-1.0
240365,2015,Empoli FC ,AS Rom,-1.0
255744,2015,Flamengo Rio de Janeiro,Udinese Calcio,4000000.0
125251,2015,CD Maldonado,Udinese Calcio,3500000.0
316111,2015,HNK Hajduk Split,Udinese Calcio,3000000.0
261611,2015,Caykur Rizespor,Udinese Calcio,2200000.0
308801,2015,Deportivo La Guaira,Udinese Calcio,770000.0
25441,2015,FC Basel 1893,Udinese Calcio,1.0
197919,2015,Ital-Lenti Belluno,Udinese Calcio,-1.0
73408,2015,Unión Española,Udinese Calcio,-1.0
47184,2015,Konyaspor,Udinese Calcio,-1.0
213952,2015,Carrarese Calcio 1908,Udinese Calcio,-1.0
250122,2015,Feralpisalò,Udinese Calcio,-1.0
162961,2015,AC Perugia Calcio,Udinese Calcio,-1.0
86926,2015,Grasshopper Club Zürich,Udinese Calcio,-1.0
163078,2015,Modena FC,Udinese Calcio,-1.0
101031,2015,Mineros de Guayana,Udinese Calcio,-1.0
123638,2015,FC Aarau,Udinese Calcio,-1.0
56917,2015,Ascoli Picchio,Udinese Calcio,-1.0
81998,2015,Real Saragossa,Udinese Calcio,-1.0
220793,2015,Clube Atlético Mineiro,Udinese Calcio,-1.0
240397,2015,Polisportiva Tamai,Udinese Calcio,-1.0
172338,2015,US Latina Calcio,Udinese Calcio,-1.0
37278,2015,Cagliari Calcio,Udinese Calcio,-1.0
209864,2015,San Marino,Udinese Calcio,-1.0
240400,2015,AS Cittadella,Udinese Calcio,-1.0
89450,2015,Royal Mouscron-Péruwelz,Udinese Calcio,-1.0
200790,2015,US Latina Calcio,Udinese Calcio,-1.0
138456,2015,Bytovia Bytow,Udinese Calcio,-1.0
73926,2015,AC Perugia Calcio,Udinese Calcio,-1.0
73408,2015,Arsenal FC,Udinese Calcio,-1.0
244749,2015,Fontanafredda,Udinese Calcio,-1.0
73786,2015,Flamengo Rio de Janeiro,Udinese Calcio,-1.0
204073,2015,Imolese Calcio 1919,Udinese Calcio,-1.0
44227,2015,Spartak Trnava,Udinese Calcio,-1.0
290759,2015,AS Martina Franca,Udinese Calcio,-1.0
203773,2015,Vålerenga Fotball,Udinese Calcio,-1.0
56917,2015,AS Lucchese Libertas,Udinese Calcio,-1.0
114340,2015,Carpi FC 1909,Udinese Calcio,-1.0
148666,2015,Udinese Calcio,Sporting Lissabon,3000000.0
220793,2015,Udinese Calcio,Clube Atlético Mineiro,3000000.0
270188,2015,Udinese Calcio,Panathinaikos Athen,120000.0
250122,2015,Udinese Calcio,Feralpisalò,0.0
204073,2015,Udinese Calcio,Imolese Calcio 1919,0.0
240397,2015,Udinese Calcio,ASD Sanvitese,0.0
15981,2015,Udinese Calcio,Brescia Calcio,0.0
83368,2015,Udinese Calcio,RCD Mallorca,0.0
250119,2015,Udinese Calcio,SS Matelica Calcio ASD,0.0
47184,2015,Udinese Calcio,Osmanlispor FK,1.0
89450,2015,Udinese Calcio,GFC Ajaccio,1.0
240400,2015,Udinese Calcio,Trapani Calcio,1.0
163078,2015,Udinese Calcio,Brescia Calcio,1.0
200790,2015,Udinese Calcio,FC Granada B,1.0
197749,2015,Udinese Calcio,US Pistoiese 1921,1.0
37278,2015,Udinese Calcio,Carpi FC 1909,1.0
220686,2015,Udinese Calcio,Cosenza Calcio,1.0
187090,2015,Udinese Calcio,Carpi FC 1909,1.0
319160,2015,Udinese Calcio,Ascoli Picchio,1.0
114340,2015,Udinese Calcio,Carpi FC 1909,1.0
162961,2015,Udinese Calcio,Delfino Pescara 1936,1.0
263027,2015,Udinese Calcio,AC Perugia Calcio,1.0
203773,2015,Udinese Calcio,Vålerenga Fotball,1.0
238993,2015,Udinese Calcio,Calcio Como,1.0
123638,2015,Udinese Calcio,NK Inter Zapresic,1.0
81998,2015,Udinese Calcio,Real Saragossa,1.0
56917,2015,Udinese Calcio,AS Lucchese Libertas,1.0
73926,2015,Udinese Calcio,Novara Calcio,1.0
203773,2015,Udinese Calcio,Hammarby IF,1.0
138456,2015,Udinese Calcio,Rozwój Katowice,1.0
226006,2015,Udinese Calcio,CA Newell's Old Boys,1.0
53288,2015,Udinese Calcio,Al-Ahli Saudi FC,1.0
185593,2015,Udinese Calcio,Club Nacional,1.0
189410,2015,Udinese Calcio,AC Perugia Calcio,1.0
56917,2015,Udinese Calcio,Santarcangelo Calcio,1.0
105468,2015,Udinese Calcio,Albacete Balompié,1.0
125251,2015,Udinese Calcio,CD Maldonado,-1.0
287663,2015,AC Cesena,Atalanta Bergamo,7700000.0
72441,2015,FC São Paulo,Atalanta Bergamo,3870000.0
148252,2015,FC Luzern,Atalanta Bergamo,3450000.0
294808,2015,Stella Club d'Adjamé,Atalanta Bergamo,1500000.0
133179,2015,SC Heerenveen,Atalanta Bergamo,1300000.0
258482,2015,FK Rad Belgrad,Atalanta Bergamo,960000.0
162952,2015,AS Monaco,Atalanta Bergamo,500000.0
41914,2015,Empoli FC,Atalanta Bergamo,0.0
165513,2015,FC Zürich,Atalanta Bergamo,0.0
5825,2015,Carpi FC 1909,Atalanta Bergamo,0.0
23197,2015,Guangzhou Evergrande Taobao,Atalanta Bergamo,1.0
30332,2015,AC Cesena,Atalanta Bergamo,-1.0
61786,2015,AC Cesena,Atalanta Bergamo,-1.0
29604,2015,AC Cesena,Atalanta Bergamo,-1.0
57389,2015,AC Cesena,Atalanta Bergamo,-1.0
202834,2015,Carrarese Calcio 1908,Atalanta Bergamo,-1.0
197470,2015,Trapani Calcio,Atalanta Bergamo,-1.0
171410,2015,Rio Ave FC,Atalanta Bergamo,-1.0
197476,2015,US Città di Pontedera,Atalanta Bergamo,-1.0
57295,2015,US Avellino 1912,Atalanta Bergamo,-1.0
197468,2015,SS Virtus Lanciano,Atalanta Bergamo,-1.0
111227,2015,SS Virtus Lanciano,Atalanta Bergamo,-1.0
221815,2015,AC Cesena,Atalanta Bergamo,-1.0
197474,2015,FC Pro Vercelli 1892,Atalanta Bergamo,-1.0
136114,2015,Venezia FC,Atalanta Bergamo,-1.0
197484,2015,Venezia FC,Atalanta Bergamo,-1.0
197480,2015,US Latina Calcio,Atalanta Bergamo,-1.0
25318,2015,FC Bari 1908,Atalanta Bergamo,-1.0
287726,2015,Feralpisalò,Atalanta Bergamo,-1.0
245133,2015,Paganese Calcio 1926,Atalanta Bergamo,-1.0
85208,2015,Trapani Calcio,Atalanta Bergamo,-1.0
287721,2015,Robur Siena,Atalanta Bergamo,-1.0
163565,2015,SS Virtus Lanciano,Atalanta Bergamo,-1.0
126634,2015,Lupa Roma FC,Atalanta Bergamo,-1.0
19438,2015,FC Tokyo,Atalanta Bergamo,-1.0
163600,2015,Carpi FC 1909,Atalanta Bergamo,-1.0
168346,2015,NK Krka,Atalanta Bergamo,-1.0
197471,2015,Spezia Calcio,Atalanta Bergamo,-1.0
291285,2015,Real Vicenza VS,Atalanta Bergamo,-1.0
257336,2015,US Pergolettese 1932,Atalanta Bergamo,-1.0
197753,2015,USD Ciserano,Atalanta Bergamo,-1.0
279909,2015,San Marino,Atalanta Bergamo,-1.0
200117,2015,SPAL 2013,Atalanta Bergamo,-1.0
287681,2015,Pro Piacenza 1919,Atalanta Bergamo,-1.0
163542,2015,US Avellino 1912,Atalanta Bergamo,-1.0
197482,2015,Feralpisalò,Atalanta Bergamo,-1.0
163582,2015,Carpi FC 1909,Atalanta Bergamo,-1.0
163581,2015,Foggia Calcio,Atalanta Bergamo,-1.0
202973,2015,Savona FBC,Atalanta Bergamo,-1.0
197333,2015,Defensor SC,Atalanta Bergamo,-1.0
163565,2015,Vicenza Calcio,Atalanta Bergamo,-1.0
202834,2015,AS Melfi,Atalanta Bergamo,-1.0
163581,2015,Calcio Como,Atalanta Bergamo,-1.0
197471,2015,Vicenza Calcio,Atalanta Bergamo,-1.0
281636,2015,Robur Siena,Atalanta Bergamo,-1.0
197482,2015,SS Juve Stabia,Atalanta Bergamo,-1.0
171410,2015,Bolton Wanderers,Atalanta Bergamo,-1.0
200117,2015,Ascoli Picchio,Atalanta Bergamo,-1.0
245133,2015,SS Maceratese,Atalanta Bergamo,-1.0
239575,2015,US Arezzo,Atalanta Bergamo,-1.0
119213,2015,Roda JC Kerkrade,Atalanta Bergamo,-1.0
287716,2015,USD Grumellese Calcio,Atalanta Bergamo,-1.0
197480,2015,Sanliurfaspor,Atalanta Bergamo,-1.0
163582,2015,AC Cesena,Atalanta Bergamo,-1.0
30687,2015,Atalanta Bergamo,Club León FC,5000000.0
57295,2015,Atalanta Bergamo,AC Cesena,3650000.0
197484,2015,Atalanta Bergamo,AC Cesena,2500000.0
287681,2015,Atalanta Bergamo,Delfino Pescara 1936,1500000.0
168346,2015,Atalanta Bergamo,NK Krka,0.0
30332,2015,Atalanta Bergamo,AC Cesena,0.0
30873,2015,Atalanta Bergamo,CA Independiente,0.0
197476,2015,Atalanta Bergamo,FC Pro Vercelli 1892,1.0
163565,2015,Atalanta Bergamo,Vicenza Calcio,1.0
197474,2015,Atalanta Bergamo,US Arezzo,1.0
221815,2015,Atalanta Bergamo,US Avellino 1912,1.0
136114,2015,Atalanta Bergamo,US Cremonese,1.0
197480,2015,Atalanta Bergamo,Sanliurfaspor,1.0
281636,2015,Atalanta Bergamo,AS Melfi,1.0
197482,2015,Atalanta Bergamo,SS Juve Stabia,1.0
200117,2015,Atalanta Bergamo,Ascoli Picchio,1.0
204155,2015,Atalanta Bergamo,Újpest FC,1.0
61786,2015,Atalanta Bergamo,SS Virtus Lanciano,1.0
119213,2015,Atalanta Bergamo,Roda JC Kerkrade,1.0
197482,2015,Atalanta Bergamo,SS Teramo Calcio,1.0
200117,2015,Atalanta Bergamo,AS Cittadella,1.0
119213,2015,Atalanta Bergamo,US Latina Calcio,1.0
197480,2015,Atalanta Bergamo,Ascoli Picchio,1.0
163565,2015,Atalanta Bergamo,US Salernitana 1919,1.0
287663,2015,Atalanta Bergamo,AC Cesena,1.0
163582,2015,Atalanta Bergamo,AC Cesena,1.0
197470,2015,Atalanta Bergamo,AC Cesena,1.0
25318,2015,Atalanta Bergamo,FC Bari 1908,1.0
197333,2015,Atalanta Bergamo,US Arezzo,1.0
291285,2015,Atalanta Bergamo,AC Mantova,1.0
202834,2015,Atalanta Bergamo,AS Melfi,1.0
163581,2015,Atalanta Bergamo,Calcio Como,1.0
197471,2015,Atalanta Bergamo,Vicenza Calcio,1.0
171410,2015,Atalanta Bergamo,Bolton Wanderers,1.0
163542,2015,Atalanta Bergamo,Ascoli Picchio,1.0
245133,2015,Atalanta Bergamo,SS Maceratese,1.0
239575,2015,Atalanta Bergamo,US Arezzo,1.0
294808,2015,Atalanta Bergamo,AC Cesena,1.0
34211,2015,Atalanta Bergamo,FC Bari 1908,1.0
197468,2015,Atalanta Bergamo,Catania Calcio,1.0
204659,2015,Atalanta Bergamo,SS Maceratese,1.0
279909,2015,Atalanta Bergamo,AC Tuttocuoio,1.0
29604,2015,Atalanta Bergamo,AS Livorno,1.0
126634,2015,Atalanta Bergamo,AC Prato,1.0
334723,2015,Atalanta Bergamo,US Avellino 1912,1.0
57389,2015,Atalanta Bergamo,Ascoli Picchio,1.0
19438,2015,Atalanta Bergamo,Ascoli Picchio,1.0
163600,2015,Atalanta Bergamo,Carpi FC 1909,1.0
163581,2015,Atalanta Bergamo,Robur Siena,1.0
199258,2015,Atalanta Bergamo,Ascoli Picchio,1.0
171410,2015,Atalanta Bergamo,Gaziantepspor,1.0
163582,2015,Atalanta Bergamo,AC Perugia Calcio,1.0
239575,2015,Atalanta Bergamo,Feralpisalò,1.0
7103,2015,Atalanta Bergamo,Resende FC (RJ),1.0
20726,2015,Atalanta Bergamo,FC Bologna,-1.0
76329,2015,Atalanta Bergamo,CD Maldonado,-1.0
60128,2015,Cagliari Calcio,FC Bologna,2500000.0
215616,2015,CD Universidad Católica,FC Bologna,2280000.0
57110,2015,HSC Montpellier,FC Bologna,2000000.0
291266,2015,Cagliari Calcio,FC Bologna,2000000.0
70689,2015,US Lecce,FC Bologna,1200000.0
149526,2015,US Latina Calcio,FC Bologna,1000000.0
355501,2015,San Marino,FC Bologna,600000.0
184528,2015,Helsingborgs IF,FC Bologna,500000.0
22141,2015,Parma Calcio 1913,FC Bologna,0.0
16137,2015,AC Cesena,FC Bologna,0.0
70689,2015,US Lecce,FC Bologna,1.0
245049,2015,FC Koper,FC Bologna,1.0
286939,2015,Virtus Francavilla Calcio,FC Bologna,-1.0
240961,2015,Paganese Calcio 1926,FC Bologna,-1.0
