match_id,team_id,scorrer_id,assist_id,goal_type
3588405,1899,237164,318204,Rechtsschuss
3588405,1899,237164,160241,Linksschuss
3588405,1899,318204,538977,Linksschuss
3058588,79,45599,486031,Rechtsschuss
3058588,79,57995,486031,Linksschuss
3588581,23826,344381,451276,Linksschuss
3588581,23826,70243,223967,Linksschuss
3588581,23826,451276,344381,Rechtsschuss
2871899,27,88103,4360,Linksschuss
2871899,27,38253,44017,Rechtsschuss
2872079,27,251302,39743,Rechtsschuss
2872079,27,39743,57051,Rechtsschuss
2872079,27,33947,60444,Rechtsschuss
2872079,27,166601,33947,Rechtsschuss
2604328,5,119235,,Abstauber
2604328,5,45565,15420,Linksschuss
2604328,5,16993,87893,Elfmeter
3412954,79,28947,,Rechtsschuss
2604033,416,111893,,Eigentor
2604033,416,201040,26263,Rechtsschuss
3588244,1899,237164,46580,Linksschuss
3588244,1899,237164,160241,Rechtsschuss
3588244,1899,324278,318204,Linksschuss
3588244,1899,251309,315604,Rechtsschuss
3588244,1899,223974,46580,Kopfball
3413168,1,193900,290587,Rechtsschuss
3413168,1,193900,,Rechtsschuss
3413168,1,280575,290587,Linksschuss
3058702,27,38253,161056,Kopfball
3058702,27,153084,243714,Rechtsschuss
3058702,27,22068,243714,Rechtsschuss
2604114,800,30873,133179,Rechtsschuss
2604114,800,56854,20005,Kopfball
2604114,800,133179,99232,Linksschuss
3203596,16,170986,401173,Rechtsschuss
3203596,16,35207,39728,Rechtsschuss
3203596,16,401173,35207,Rechtsschuss
3203596,16,418560,170986,Linksschuss
3203596,16,418560,191422,Linksschuss
2604018,506,96828,91970,Rechtsschuss
3203695,23826,242086,170527,Linksschuss
3203499,86,393325,190284,Rechtsschuss
3588569,167,520468,288429,Rechtsschuss
3588569,167,152963,314295,Rechtsschuss
3588569,167,288429,152963,Linksschuss
3058487,1899,207006,340325,Rechtsschuss
3058487,1899,333241,207006,Rechtsschuss
3058487,1899,111039,333241,Linksschuss
3058487,1899,111039,,Rechtsschuss
3203504,1,116088,159844,Rechtsschuss
3203504,1,269878,159088,Linksschuss
2871857,18,31041,102226,Linksschuss
2604117,430,40633,,1. Saisontor
2604117,430,80351,36371,Elfmeter
2604117,430,19998,23284,Kopfball
2872075,167,120205,90024,Rechtsschuss
2872075,167,90024,124410,Rechtsschuss
2726533,800,199258,,Linksschuss
3412995,1,421726,188888,Rechtsschuss
3412995,1,159088,36182,Linksschuss
3412995,1,188888,36182,Rechtsschuss
3412995,1,36182,92472,Elfmeter
3412995,1,207597,92472,Rechtsschuss
2604319,276,19447,197747,Elfmeter
2604319,276,86079,,Direkter Freistoß
3203500,1899,46580,237164,Rechtsschuss
3203500,1899,237164,52348,Rechtsschuss
3588400,27,38253,58358,Rechtsschuss
3588228,1,147573,160968,Linksschuss
3588228,1,290587,108537,Rechtsschuss
3588228,1,290587,147485,Rechtsschuss
3058591,167,90024,43984,Elfmeter
3058591,167,90024,291200,Elfmeter
3058591,167,90024,63022,Rechtsschuss
2604223,458,5878,47544,Linksschuss
3203600,24,216181,85789,Rechtsschuss
3203600,24,161011,181547,Rechtsschuss
3412996,1,43984,333647,Elfmeter
3412996,1,420002,420002,Elfmeter
2871650,4,58949,245537,Rechtsschuss
2604333,410,17127,240306,Kopfball
3058601,1,206542,126281,Linksschuss
3412951,1,108537,231586,Kopfball
3412951,1,108537,232418,Linksschuss
3203506,4,43512,193782,Eigentor
3203506,4,193782,61087,Rechtsschuss
3588403,4,242086,,Linksschuss
3588403,4,196357,61087,Kopfball
3058692,82,124732,89591,Linksschuss
3203519,1899,270393,,Direkter Freistoß
3203519,1899,143798,195736,Rechtsschuss
3203519,1899,166240,143798,Rechtsschuss
2872072,1,93844,108537,Rechtsschuss
2872072,1,51176,93844,Distanzschuss
2604226,6574,177843,5858,Linksschuss
2604226,6574,163222,82048,Rechtsschuss
2604226,6574,163222,177843,Linksschuss
3413178,167,152963,42783,Rechtsschuss
3413178,167,152963,42783,Rechtsschuss
3588224,79,160938,445939,Kopfball
3588224,79,415912,,Linksschuss
3588224,79,431561,618425,Rechtsschuss
3058496,27,159471,33947,Rechtsschuss
3412994,82,194638,143891,Kontertor
3412994,82,228645,194638,Rechtsschuss
2726537,5,57280,88682,Rechtsschuss
2726537,5,119235,157501,Elfmeter
2726537,5,265088,,Linksschuss
2726537,5,30767,157501,Kopfball
3203699,38,16311,106872,Kopfball
3203699,38,16311,156779,Elfmeter
3412947,16,35207,418560,Rechtsschuss
3412947,16,170986,187492,Linksschuss
3203515,23826,106987,170527,Rechtsschuss
3203515,23826,170527,344381,Rechtsschuss
3203515,23826,344381,170527,Rechtsschuss
3203515,23826,70243,157635,Linksschuss
3203515,23826,157635,106987,Rechtsschuss
3203515,23826,170527,344381,Linksschuss
3203515,23826,348026,170527,Kopfball
3203515,23826,170527,215599,Linksschuss
3588402,24,323831,161011,Rechtsschuss
3588402,24,323831,,Rechtsschuss
2604028,276,198067,,Abstauber
2872082,60,42936,30942,Kopfball
2872082,60,42936,,Linksschuss
2872082,60,248999,328784,Rechtsschuss
3058595,16,401173,25727,Rechtsschuss
3058595,16,74842,401173,Abstauber
3058595,16,170986,74842,Linksschuss
3203517,24,161011,,Linksschuss
3203517,24,212723,,Rechtsschuss
3203517,24,58178,85906,Rechtsschuss
3203517,24,85789,161011,Kopfball
3203517,24,181547,198008,Rechtsschuss
2604227,800,111227,6160,Rechtsschuss
2604227,800,6160,33218,Rechtsschuss
3058502,167,90024,70285,Rechtsschuss
3058502,167,70285,,Direkter Freistoß
3588585,44,187491,111039,Eigentor
3588226,44,327757,282660,Rechtsschuss
3203704,82,228645,194638,Rechtsschuss
3203704,82,228645,228645,Elfmeter
3203609,1,288253,43984,Kopfball
2871654,82,148368,85352,Rechtsschuss
3588407,80,232144,190289,Kopfball
3412948,1899,46580,,Rechtsschuss
3412948,1899,237164,143798,Rechtsschuss
3412948,1899,46580,143798,Rechtsschuss
3588221,23826,198008,451276,Kopfball
3588221,23826,344381,198008,Linksschuss
3588221,23826,344381,475959,Rechtsschuss
2726547,506,206050,,Direkter Freistoß
2726547,506,206050,79960,Elfmeter
2604332,458,76163,5878,7. Saisontor
2604332,458,56790,,Eigentor
3413175,44,185245,51100,Kopfball
2872081,44,21175,178459,Elfmeter
2872081,44,178459,21175,Rechtsschuss
2604124,862,26105,28936,Linksschuss
3058694,16,74842,401173,Kopfball
3058694,16,35047,293281,Rechtsschuss
3203520,38,16311,58500,Elfmeter
3203520,38,156779,119031,Rechtsschuss
3413011,1899,324278,,Rechtsschuss
3413011,1899,392775,46580,Linksschuss
3413011,1899,46580,195736,Elfmeter
2604330,398,10,61449,Rechtsschuss
2604330,398,25488,,Elfmeter
3588593,60,93604,55099,Rechtsschuss
3588593,60,332798,297583,Rechtsschuss
3588593,60,332798,297583,Kopfball
2604035,862,105892,28020,Kopfball
2871907,79,79501,249952,Linksschuss
2871907,79,353366,249952,Kopfball
2871907,79,36284,423436,Linksschuss
2604233,252,21748,73794,Elfmeter
2604233,252,230552,,Abstauber
3413017,10,48015,,Eigentor
3203710,1,185245,112935,Rechtsschuss
3588418,16,100986,187492,Kopfball
3588418,16,100986,187492,Kopfball
3588418,16,418560,581678,Linksschuss
3588418,16,418560,191422,Linksschuss
3588418,16,191422,85867,Rechtsschuss
2604036,749,3713,181136,Kopfball
3412936,167,353826,249157,Rechtsschuss
3412936,167,345886,249157,Rechtsschuss
3058500,18,102226,119031,Elfmeter
3058500,18,7161,278332,Rechtsschuss
3058500,18,102226,167329,Rechtsschuss
2726546,46,149729,42460,Rechtsschuss
2871954,23826,157635,170527,Rechtsschuss
2871954,23826,170527,111078,Rechtsschuss
2872086,1,75446,230541,Elfmeter
2872086,1,129513,230541,Linksschuss
2872086,1,327251,43984,Rechtsschuss
3413013,24,315332,371149,Rechtsschuss
3413163,16,91849,35207,Kopfball
3413163,16,401173,170986,Rechtsschuss
3413163,16,278343,418560,Eigentor
3588238,16,35207,,Linksschuss
3588238,16,418560,168989,Elfmeter
3588238,16,418560,581678,Linksschuss
3058695,23826,170527,157635,Rechtsschuss
3058695,23826,111078,413843,Elfmeter
3058594,27,88721,38253,Eigentor
3058594,27,38253,88103,Rechtsschuss
3058594,27,159471,38253,Kopfball
3203605,23826,242086,,Linksschuss
3203605,23826,344381,,Rechtsschuss
3203526,44,282660,303259,Rechtsschuss
3203526,44,178459,,Rechtsschuss
2604331,252,62415,230552,Linksschuss
2604331,252,64793,75942,Rechtsschuss
3058503,1,420002,43984,Rechtsschuss
3058503,1,182894,43984,Linksschuss
2726548,398,105521,225335,Elfmeter
2604042,1038,119228,314965,Abstauber
3203527,1,119234,291200,Linksschuss
3203527,1,43984,119234,Linksschuss
2871959,167,263236,120205,Kopfball
3588592,18,237662,7161,Linksschuss
3058510,96,335103,237164,Linksschuss
3058510,96,237164,53602,Elfmeter
3058693,1899,39106,85867,Rechtsschuss
2871676,1899,39106,159471,Rechtsschuss
2871676,1899,46580,,Rechtsschuss
2871676,1899,39106,251309,Rechtsschuss
2871676,1899,46580,,Direkter Freistoß
3588241,1,295313,79377,Linksschuss
3588241,1,188888,94771,Kopfball
2604241,749,44059,,Eigentor
2604335,46,68863,42460,Rechtsschuss
2604335,46,42460,46104,Abstauber
2872083,86,91849,190284,Kopfball
3203611,1,338629,84150,Rechtsschuss
3203611,1,185245,108537,Rechtsschuss
3203611,1,272812,36284,Linksschuss
3203611,1,375137,112935,Linksschuss
3058701,1,225984,260655,Linksschuss
2604128,398,40660,44420,Kopfball
2726552,6574,216179,,Rechtsschuss
2726552,6574,62735,286297,Rechtsschuss
2871957,18,99331,102226,Kopfball
3413145,4,125858,395516,Linksschuss
3413145,4,125858,387626,Linksschuss
3413145,4,387626,395516,Rechtsschuss
3413145,4,598577,395516,Kopfball
3413145,4,292417,,Rechtsschuss
3058509,86,31095,170646,Linksschuss
2726543,862,26105,,Direkter Freistoß
3413014,44,517894,303259,Rechtsschuss
3413014,44,517894,465830,Elfmeter
3203715,18,7161,237662,Rechtsschuss
3203715,18,7161,124502,Rechtsschuss
3203715,18,48298,47285,Rechtsschuss
3588423,1,288253,333647,1. Saisontor
2604334,12,41982,,Rechtsschuss
2604334,12,86202,44162,Kopfball
2604334,12,44162,5958,Rechtsschuss
3413147,60,297583,185077,Linksschuss
3413147,60,70285,,Rechtsschuss
2871678,24,187587,257462,Linksschuss
2871678,24,16520,193900,Kopfball
2871678,24,170927,,Linksschuss
2871678,24,193900,85906,Rechtsschuss
2604038,506,128223,,Kopfball
2604038,506,206050,,Elfmeter
2604038,506,29401,128223,Kopfball
3058598,86,291739,182932,Rechtsschuss
3058598,86,251303,,Rechtsschuss
3058598,86,291739,182932,Rechtsschuss
3058598,86,94137,,Rechtsschuss
3058707,86,94137,291739,Linksschuss
3058707,86,532,170646,Linksschuss
2726550,458,252767,23197,Kopfball
3412935,1,333647,,Rechtsschuss
3412935,1,206542,127573,Kopfball
2604039,398,238752,47065,Rechtsschuss
2604039,398,47065,,Rechtsschuss
3203534,4,395516,125858,Linksschuss
2872090,1,166601,44713,Eigentor
2604338,1909,130382,131951,Abstauber
2604234,1909,130360,124173,Elfmeter
2871953,16,99922,28947,Rechtsschuss
2604132,6574,131075,,Rechtsschuss
3413016,1,290587,232418,Kopfball
3058602,38,119557,303259,Kopfball
3058602,38,11268,118196,Rechtsschuss
3058602,38,112930,106872,Rechtsschuss
3058712,16,315779,91849,Kopfball
3058712,16,91849,,Linksschuss
3058712,16,74842,,Rechtsschuss
3588274,16,102226,581678,Kopfball
3588274,16,296879,187492,Kopfball
3203547,4,112930,361260,Linksschuss
3203547,4,261905,372711,Rechtsschuss
2871760,1,230541,190289,Linksschuss
2726564,430,87210,,Rechtsschuss
3413024,1,206542,182574,Linksschuss
2872031,167,120205,90024,Linksschuss
2872031,167,90024,111275,Rechtsschuss
2604153,410,29316,,Abstauber
2604153,410,245072,240306,Kopfball
2604054,1909,160560,,Rechtsschuss
3203727,4,404384,452084,Rechtsschuss
3058717,167,42783,63022,Rechtsschuss
3058717,167,120205,81698,Elfmeter
3058717,167,120205,279009,Linksschuss
3588283,27,153084,58358,Rechtsschuss
3588283,27,38253,192565,Rechtsschuss
3412898,1,206542,102226,Elfmeter
3203631,27,159471,190393,Linksschuss
3203631,27,38253,159471,Rechtsschuss
3203631,27,38253,159471,Rechtsschuss
3588562,16,326029,119296,Kopfball
2604222,862,26105,61757,Elfmeter
3203598,18,167329,19305,Rechtsschuss
3203598,18,167329,32711,Linksschuss
3203598,18,278332,,Rechtsschuss
3203496,16,35207,102226,Rechtsschuss
3203696,4,193782,34787,Rechtsschuss
3203696,4,598577,428791,Linksschuss
2726535,1390,52136,62415,Linksschuss
2726535,1390,56703,55801,Rechtsschuss
2871900,1899,125858,,Linksschuss
3413174,60,335457,,Rechtsschuss
3413174,60,297583,335457,Linksschuss
3588566,18,237662,278332,Rechtsschuss
3588214,1,117432,188888,Linksschuss
2604131,458,242940,158810,2. Saisontor
2604131,458,76163,252767,2. Saisontor
2604131,458,142920,252767,1. Saisontor
2604131,458,5878,,4. Saisontor
3203597,4,309400,61087,Kopfball
3203597,4,30059,125858,Linksschuss
3203597,4,193782,232454,Elfmeter
3588385,60,185077,484547,Elfmeter
3588385,60,473050,335457,Rechtsschuss
2726540,1038,240306,,Rechtsschuss
3588220,27,153084,38253,Rechtsschuss
3413177,1,291200,118847,Rechtsschuss
3413177,1,291200,82350,Rechtsschuss
3413177,1,357233,85906,Rechtsschuss
3203503,1,36284,,Rechtsschuss
3203503,1,147485,153678,Kopfball
3203503,1,338629,51176,Kopfball
2871901,44,162434,89592,Kopfball
2871901,44,182579,119211,Kopfball
3058706,44,21175,126214,Abstauber
3058706,44,232418,21175,Abstauber
3058706,44,7971,315125,Linksschuss
3058488,16,401173,74842,Rechtsschuss
3058488,16,401173,398073,Rechtsschuss
3203694,16,119296,187492,Rechtsschuss
3413009,27,243714,153084,Kopfball
2872089,23826,406040,264956,Rechtsschuss
2872089,23826,170527,264956,Rechtsschuss
2872089,23826,406040,170527,Linksschuss
2872089,23826,264956,82070,Rechtsschuss
3412967,4,387626,395516,Kopfball
3412967,4,395516,387626,Linksschuss
3412967,4,387626,125858,Linksschuss
2604023,430,29835,143812,Rechtsschuss
2604023,430,36371,112515,Rechtsschuss
2726551,1936,21782,5957,Kopfball
2604125,749,3713,181136,4. Saisontor
2604125,749,88909,3713,5. Saisontor
2604125,749,3713,74956,5. Saisontor
2604324,6195,39153,38593,Rechtsschuss
2604324,6195,39153,61253,Kopfball
3413012,60,42936,332798,Linksschuss
3058599,96,39426,330223,Kopfball
3058599,96,39426,58345,Rechtsschuss
3588406,44,179643,,Direkter Freistoß
2871958,24,187587,146258,Rechtsschuss
2871958,24,181375,60761,Rechtsschuss
3412946,27,45660,58358,Rechtsschuss
3412946,27,161056,,Rechtsschuss
3058710,82,89591,66058,Rechtsschuss
3058710,82,170463,66058,Kopfball
3588239,24,181547,181547,Elfmeter
2604232,46,55769,131102,Linksschuss
2604232,46,33357,35537,Kopfball
2604232,46,68863,156617,Linksschuss
2726560,1038,119228,22328,Rechtsschuss
2726560,1038,32113,,Eigentor
3203711,7,340394,,Rechtsschuss
3413179,10,377387,147038,Kopfball
2604127,506,91970,5285,Kopfball
2604127,506,34572,,Abstauber
2604127,506,206050,,Linksschuss
3058495,1,261155,214346,Kopfball
3588387,44,111039,179643,Rechtsschuss
3588387,44,279009,371142,Rechtsschuss
3588387,44,279009,,Linksschuss
3588243,60,297583,185077,Kopfball
3203511,60,55099,248999,Linksschuss
3203511,60,42936,185077,Rechtsschuss
2726541,416,59340,,Linksschuss
2726541,416,201040,59340,Rechtsschuss
2604017,46,35537,255755,Kopfball
3203604,16,401173,170986,Rechtsschuss
3203604,16,418560,187492,Linksschuss
3203604,16,35207,418560,Elfmeter
3203604,16,35047,401173,Linksschuss
3203604,16,418560,187492,Linksschuss
2871903,4,245537,228948,Elfmeter
3058705,18,124502,,Linksschuss
3058705,18,140579,167329,Rechtsschuss
3058485,82,228645,66058,Linksschuss
2726558,5,265088,111961,Rechtsschuss
2871565,16,81785,25727,Rechtsschuss
2871565,16,129674,69015,Rechtsschuss
2604317,430,36371,26456,Distanzschuss
3203514,16,102226,398073,Rechtsschuss
3203514,16,170986,102226,Linksschuss
3203514,16,74842,88721,Elfmeter
2604021,1038,37418,,Direkter Freistoß
2604021,1038,104752,,Eigentor
3588420,1,94771,53437,Kopfball
3588420,1,234029,36182,Kopfball
3412950,44,327757,227110,Rechtsschuss
3412950,44,51100,245078,Kopfball
3412950,44,245078,29401,Rechtsschuss
3588240,4,242086,598577,Rechtsschuss
3203516,4,82009,193782,Rechtsschuss
3203606,1899,46580,143798,Linksschuss
3203606,1899,270393,324278,Linksschuss
3413165,82,124732,,Linksschuss
3413165,82,228645,194638,Rechtsschuss
3413165,82,119277,327251,Rechtsschuss
2872088,16,143891,401173,Rechtsschuss
2604136,1909,5825,99327,Linksschuss
2604136,1909,39983,124769,Eigentor
3588245,167,314295,38410,Kopfball
3203718,60,185077,,Direkter Freistoß
3203718,60,42936,,Linksschuss
3412932,60,185077,335457,Elfmeter
2726562,410,29316,73794,Elfmeter
2726562,410,29316,,Rechtsschuss
2726562,410,73794,73794,Elfmeter
3058704,4,309400,89701,Linksschuss
3058704,4,187492,89701,Rechtsschuss
3058704,4,193782,30059,Kopfball
3058704,4,89701,,Linksschuss
3058704,4,193782,82009,Linksschuss
3058704,4,85789,187492,Eigentor
2604031,12,104752,,Rechtsschuss
2604031,12,44162,,Direkter Freistoß
2604031,12,33481,,Abstauber
2604031,12,148455,,Rechtsschuss
2604031,12,126664,18301,Kopfball
3203521,167,4018,279009,Rechtsschuss
3203521,167,90024,53437,Elfmeter
3412993,4,193782,395516,Kontertor
3412993,4,193782,598577,Kopfball
3412993,4,387626,395516,Kontertor
3412993,4,34787,232454,Linksschuss
3588425,10,307052,317740,Rechtsschuss
3588425,10,28947,,Distanzschuss
3058609,167,153084,111275,Eigentor
3058609,167,164265,120205,Linksschuss
2871997,79,247459,,Rechtsschuss
2871997,79,293169,249952,Linksschuss
2604236,1038,105456,33571,Linksschuss
2604236,1038,22328,,Rechtsschuss
3203607,38,119031,,Direkter Freistoß
2604134,800,20005,30873,Rechtsschuss
3588591,1,295313,124410,Linksschuss
3588591,1,234029,79377,Rechtsschuss
3588260,1,119234,168989,Rechtsschuss
3588260,1,82350,333647,Rechtsschuss
3588260,1,333647,119234,Kopfball
3588260,1,333647,119234,Linksschuss
3058497,4,245537,112935,Elfmeter
3058497,4,237662,49239,Rechtsschuss
3058497,4,112935,372711,Linksschuss
3058604,1899,333241,,Rechtsschuss
3058604,1899,111039,125858,7. Saisontor
3058604,1899,125858,85867,Linksschuss
2604041,458,5878,,Linksschuss
2604041,458,111893,206542,Kopfball
3203612,7,93841,48081,Linksschuss
3203612,7,333516,340394,Rechtsschuss
2872094,167,111275,4018,Linksschuss
3413040,44,51100,517894,Rechtsschuss
3413040,44,327757,315125,Linksschuss
3413040,44,327757,,Rechtsschuss
3203530,1,185245,147485,Rechtsschuss
3588441,1899,46580,237164,Rechtsschuss
3588441,1899,538977,145866,Rechtsschuss
2871989,27,37666,166601,Rechtsschuss
2871989,27,38253,37666,Rechtsschuss
2871989,27,38253,161056,Linksschuss
2604137,430,36371,197300,Rechtsschuss
2604137,430,80351,197300,Linksschuss
3203529,4,38410,112930,Rechtsschuss
3203529,4,361260,53437,Kopfball
3203529,4,261905,,Rechtsschuss
2726566,46,68863,,Rechtsschuss
2726566,46,68863,39099,Rechtsschuss
2604240,430,112515,40372,Kopfball
3203723,1899,237164,270393,Linksschuss
3203723,1899,46580,270393,Linksschuss
3203723,1899,145866,143798,Rechtsschuss
3203723,1899,324278,52348,Rechtsschuss
2604343,800,19435,5825,Elfmeter
3203428,82,117674,,Linksschuss
3203428,82,228645,223979,Rechtsschuss
2726569,6195,56416,61253,Linksschuss
2726569,6195,123261,38593,Rechtsschuss
3203449,1,53400,290587,Kopfball
2604351,5,119235,262523,Rechtsschuss
3203629,7,159239,289182,Linksschuss
3058413,82,124732,117674,Kopfball
3058413,82,79501,119277,Rechtsschuss
3203533,23826,170527,344381,Rechtsschuss
3203533,23826,111078,344381,Elfmeter
3203533,23826,223967,,Linksschuss
3203533,23826,111078,,Direkter Freistoß
3203731,4,82009,,Linksschuss
3413057,4,387626,232454,Linksschuss
3413057,4,387626,,Rechtsschuss
3413057,4,598577,242086,Rechtsschuss
3413057,4,193782,42234,Elfmeter
3203453,18,237662,243188,Kopfball
3588284,23826,344381,475959,Rechtsschuss
3588284,23826,157635,344381,Rechtsschuss
3588651,24,181547,356141,Rechtsschuss
3203454,82,293169,228645,Rechtsschuss
2604353,749,3713,88909,Rechtsschuss
2604353,749,181136,,Linksschuss
3058637,82,124732,117674,Kopfball
3588469,1899,52348,318204,Kopfball
3588469,1899,538977,145866,Linksschuss
2604263,252,21748,,Elfmeter
2604263,252,21748,,Elfmeter
2604263,252,22210,111961,3. Saisontor
3413049,1,36182,193900,Elfmeter
3413049,1,75921,370789,Rechtsschuss
3203546,1,119234,288253,Linksschuss
3203546,1,39106,119234,Rechtsschuss
3203460,16,126716,398073,Linksschuss
3203460,16,35207,401173,Rechtsschuss
3203460,16,170986,401173,Rechtsschuss
3203460,16,35207,293281,Linksschuss
3058429,24,181375,215864,Elfmeter
2604346,410,6031,168989,Elfmeter
3203554,24,85789,216181,Kopfball
3203554,24,44466,85789,Rechtsschuss
3588139,18,167329,48298,Linksschuss
3058644,96,58345,79377,Kopfball
3058644,96,119211,330223,Eigentor
3203465,167,279009,90024,Linksschuss
3203465,167,152963,111275,Rechtsschuss
3588671,18,48298,167329,Rechtsschuss
3588671,18,167329,237662,Elfmeter
3588671,18,7161,278332,Rechtsschuss
3588671,18,237662,7161,Rechtsschuss
3588671,18,7161,167329,Linksschuss
3203551,23826,170527,242086,Rechtsschuss
3203551,23826,170527,170527,Elfmeter
3203551,23826,106987,344381,Rechtsschuss
3588301,16,326029,170986,Rechtsschuss
3588301,16,35207,,Kontertor
3203553,18,284732,7161,Kopfball
3203553,18,284732,318528,Elfmeter
2871938,18,82097,124502,Rechtsschuss
3203646,167,260655,146163,Kopfball
3203646,167,90024,279009,Rechtsschuss
3588672,79,369567,272278,Kopfball
3588672,79,146310,353892,Kopfball
3588142,1,295313,36182,Rechtsschuss
3588302,4,532776,484547,Kopfball
2604168,800,131102,,Eigentor
2871937,1,282577,160285,Linksschuss
2871937,1,270541,270541,Elfmeter
2871937,1,190269,45668,Eigentor
3058653,18,167329,102226,Rechtsschuss
3203461,23826,111078,157635,Elfmeter
3588495,1899,324278,57051,Linksschuss
3588495,1899,324278,293281,Rechtsschuss
3588673,1,269878,,Rechtsschuss
3588673,1,269878,344069,Rechtsschuss
2604349,458,76163,158810,Linksschuss
2604349,458,16651,74448,Kopfball
2604349,458,5878,74448,Kopfball
3413086,1,295313,234029,Kopfball
3413086,1,196231,207597,Kopfball
2726583,862,5928,5928,Elfmeter
2871791,27,22068,,Rechtsschuss
2871791,27,38253,161056,Kopfball
2871791,27,38253,59016,Rechtsschuss
2871791,27,4360,,Linksschuss
2871791,27,22068,39728,Rechtsschuss
2871791,27,38253,161056,Elfmeter
2604069,6195,39153,,Distanzschuss
2604069,6195,56416,,Rechtsschuss
3413033,1,232418,581678,Elfmeter
3413033,1,375137,53400,Linksschuss
3588674,167,38410,42783,Elfmeter
3588674,167,120205,296397,Linksschuss
3588306,1899,315604,251309,Kopfball
3588306,1899,145866,,Rechtsschuss
2604265,416,167727,,Elfmeter
3203552,4,193782,387626,Kopfball
3203552,4,193782,89701,Rechtsschuss
2726585,252,189441,169052,Kopfball
2604166,416,105521,46552,Elfmeter
2604166,416,167727,105521,Abstauber
2604166,416,167727,124715,Rechtsschuss
2604166,416,201040,167727,Rechtsschuss
3058651,79,68033,31182,Rechtsschuss
3203469,27,38253,161056,Rechtsschuss
3203469,27,38253,161056,Kopfball
3203469,27,80444,80444,Elfmeter
3203469,27,42460,80444,Linksschuss
3203648,1,147573,75921,Kopfball
3203648,1,196231,75921,Kopfball
3588491,4,193782,428791,Rechtsschuss
3588491,4,395516,,Linksschuss
3588491,4,395516,,Rechtsschuss
3203470,4,82009,232454,Linksschuss
3203470,4,193782,228433,Linksschuss
3412905,44,85789,227110,Eigentor
2726588,458,54581,23197,Linksschuss
2604173,6195,61253,133964,Kopfball
2604173,6195,39153,38593,Abstauber
2604173,6195,39153,61253,Linksschuss
3588140,16,35207,418560,Linksschuss
3588140,16,102226,418560,Rechtsschuss
3588140,16,418560,35207,Linksschuss
3588140,16,504215,418560,Rechtsschuss
3588140,16,418560,35207,Rechtsschuss
3203561,1899,270393,57051,Linksschuss
3203561,1899,166240,270393,Kopfball
3203475,44,315125,89592,Linksschuss
3203475,44,193900,315125,Rechtsschuss
3412901,18,318528,7161,Kopfball
2604072,6574,82048,,Direkter Freistoß
2871914,41,58489,4687,Kopfball
2725480,12,54984,28396,Elfmeter
2725480,12,54984,148455,Elfmeter
2725480,12,28396,41982,Linksschuss
2725480,12,148455,54984,Linksschuss
3412902,4,125858,30059,Linksschuss
3058654,44,7971,282660,Rechtsschuss
3058654,44,7971,196792,Elfmeter
3588303,1,295313,72792,Rechtsschuss
3588303,1,75921,72792,Rechtsschuss
3058558,38,303259,106872,Linksschuss
3058558,38,118196,111881,Rechtsschuss
3588493,18,318528,167329,Kopfball
3588493,18,237662,167329,Kopfball
2604267,6574,165895,21763,Kopfball
3203471,18,318528,85791,Rechtsschuss
3203471,18,318528,124502,Linksschuss
2604073,416,26263,,Rechtsschuss
2604073,416,173859,,Distanzschuss
2604073,416,62415,,Eigentor
3588675,10,294534,284010,Brust
3203559,27,80444,159471,Rechtsschuss
3203559,27,38253,80444,Linksschuss
3203559,27,80444,59016,Rechtsschuss
3203559,27,38253,58358,Rechtsschuss
3203559,27,58358,80444,Rechtsschuss
3203559,27,80444,42460,Rechtsschuss
2726584,430,197300,80351,Linksschuss
2604164,862,68306,17249,9. Saisontor
3203650,4,309400,395516,Rechtsschuss
3203650,4,61087,428791,Linksschuss
3203650,4,428791,61087,Rechtsschuss
3203650,4,428791,309400,Rechtsschuss
3058551,4,315291,332697,Rechtsschuss
3588307,1,333647,119234,Rechtsschuss
3588494,60,185077,332798,Elfmeter
3588494,60,473050,335457,Linksschuss
3588494,60,248999,392163,Rechtsschuss
3058650,4,387626,,Direkter Freistoß
2603977,276,4,22673,Rechtsschuss
3412908,167,278343,38410,Kopfball
3412908,167,38410,152963,Rechtsschuss
3413031,44,338032,303259,Rechtsschuss
3413031,44,517894,303259,Rechtsschuss
3413031,44,185245,465830,Linksschuss
2725471,800,294808,111227,Rechtsschuss
2725471,800,294808,,Linksschuss
2725471,800,199258,111227,Rechtsschuss
3203472,82,66058,228645,Linksschuss
3058550,27,22068,258027,Rechtsschuss
3413085,60,185077,70285,Kopfball
3413085,60,335457,,Rechtsschuss
3413085,60,45683,185077,Kopfball
3413085,60,42936,248999,Elfmeter
2726590,12,148455,54984,Linksschuss
2726590,12,148455,68864,Linksschuss
2726590,12,148455,,Rechtsschuss
3203486,1,142281,188888,Rechtsschuss
3588323,79,353892,289592,Rechtsschuss
3588323,79,293194,289592,Linksschuss
3588144,1,291200,,Linksschuss
3058449,82,66058,228645,Rechtsschuss
2871908,27,38253,58358,Linksschuss
3203566,1,185245,108537,Rechtsschuss
3203566,1,338629,51176,Kopfball
2871795,86,202228,31007,Rechtsschuss
2871795,86,291739,106270,Rechtsschuss
2871795,86,190284,31007,Linksschuss
3058554,86,60632,170646,Kopfball
3058450,1,193004,284737,Eigentor
3058450,1,284737,153637,Rechtsschuss
3588324,44,279009,,Linksschuss
