match_id,player_in_id,player_in,player_out_id,player_out
3588418,35047,Axel Witsel,581678,Jude Bellingham
3588595,269878,Marcus Ingvartsen,119234,Karim Onisiwo
3588595,357233,Leandro Barreiro,118847,Dominik Kohr
2604036,140559,Raffaele Maiello,74956,Marcel Büchel
2604036,95438,Marko Livaja,287635,Assane Dioussé
2604036,28031,Marco Zambelli,94936,Vincent Laurini
3412936,63022,Jan Moravek,57845,Tobias Strobl
3412936,353826,Robert Gumny,146163,Raphael Framberger
3412936,249157,Fredrik Jensen,90024,Alfred Finnbogason
3412936,279009,Marco Richter,38410,Daniel Caligiuri
3058500,47587,Tony Jantschke,192635,Nico Elvedi
3058500,31041,Fabian Johnson,19819,Raffael
3058500,48298,Lars Stindl,7161,Jonas Hofmann
2726546,336704,Alassane Traoré,12249,Éver Banega
2726546,37418,Éder,25488,Antonio Candreva
2726546,46104,Stevan Jovetic,55854,Cristian Ansaldi
2871954,111078,Emil Forsberg,139396,Bruma
2871954,302215,Naby Keïta,223967,Konrad Laimer
2871954,53418,Kevin Kampl,170527,Timo Werner
2872086,190289,Gerrit Holtmann,168543,Levin Öztunali
2872086,119234,Karim Onisiwo,75446,Pablo de Blasis
2872086,129513,Alexandru Maxim,4672,Nigel de Jong
3413013,118847,Dominik Kohr,356141,Daichi Kamada
3413013,56331,Bas Dost,198008,André Silva
3413163,581678,Jude Bellingham,187492,Julian Brandt
3413163,25727,Lukasz Piszczek,388513,Mateu Morey Bauzà
3413163,85867,Nico Schulz,170986,Raphaël Guerreiro
3413163,191422,Mahmoud Dahoud,35207,Marco Reus
3588238,102226,Thorgan Hazard,326029,Donyell Malen
3588238,282144,Marin Pongracic,39728,Mats Hummels
3588238,193900,Marius Wolf,187492,Julian Brandt
3588238,35047,Axel Witsel,119296,Emre Can
3588238,627226,Reinier,35207,Marco Reus
3058695,111078,Emil Forsberg,402008,Amadou Haidara
3058695,215599,Lukas Klostermann,348026,Nordi Mukiele
3058695,40074,Stefan Ilsanker,170527,Timo Werner
3058594,22068,Franck Ribéry,243714,Kingsley Coman
3058594,44017,Javi Martínez,88103,James Rodríguez
3058594,424204,Alphonso Davies,159471,Serge Gnabry
3203605,157635,Yussuf Poulsen,111078,Emil Forsberg
3203605,242086,Patrik Schick,348026,Nordi Mukiele
3203605,293385,Dani Olmo,332705,Tyler Adams
3203526,21175,Vedad Ibisevic,193900,Marius Wolf
3203526,178459,Davie Selke,162434,Niklas Stark
3203526,126214,Mathew Leckie,303259,Dodi Lukébakio
2604331,21887,Giovanni Marchese,62415,Panagiotis Tachtsidis
2604331,27471,Diego Capel,197745,Riccardo Fiamozzi
2604331,12563,Goran Pandev,111961,Suso
3588419,503881,Aster Vranckx,194638,Renato Steffen
3588419,303259,Dodi Lukébakio,196095,Luca Waldschmidt
3588419,406640,Felix Nmecha,119277,Yannick Gerhardt
3058503,142281,Anthony Ujah,420002,Jean-Philippe Mateta
3058503,119234,Karim Onisiwo,206542,Robin Quaison
3058503,129513,Alexandru Maxim,39025,Danny Latza
2726548,199733,Danilo Cataldi,111196,Stefan de Vrij
2726548,225335,Wallace,44420,Stefan Radu
2726548,128220,Luis Alberto,266302,Sergej Milinkovic-Savic
2604130,56416,Dries Mertens,61253,José Callejón
2604130,73097,Omar El Kaddouri,133964,Lorenzo Insigne
2604042,6793,Angelo Palombo,227081,Joaquín Correa
2604042,5962,Antonio Cassano,119228,Luis Muriel
2604042,168416,David Ivan,105456,Fernando
3203527,129513,Alexandru Maxim,168543,Levin Öztunali
3203527,119234,Karim Onisiwo,182574,Jean-Paul Boëtius
3203527,333647,Jonathan Burkardt,251878,Aarón Martín
2871959,156779,Erik Thommy,32207,Marcel Heller
2871959,164265,Dong-won Ji,91841,Ja-cheol Koo
3588592,504153,Joe Scally,124502,Matthias Ginter
3588592,524285,Luca Netz,85791,Stefan Lainer
3588592,82097,Christoph Kramer,278332,Florian Neuhaus
3588592,243188,László Bénes,624690,Manu Koné
3588592,48298,Lars Stindl,243188,László Bénes
3203708,119234,Karim Onisiwo,295313,Taiwo Awoniyi
3203708,327251,Ridle Baku,127573,Phillipp Mwene
3203708,182574,Jean-Paul Boëtius,357233,Leandro Barreiro
3203708,39106,Ádám Szalai,168543,Levin Öztunali
3203708,247555,Edimilson Fernandes,39025,Danny Latza
3058510,75852,Miiko Albornoz,283001,Noah Joel Sarenren Bazee
3058510,330223,Hendrik Weydandt,335103,Linton Maina
3058510,79377,Genki Haraguchi,72519,Bobby Wood
3058693,93844,Leonardo Bittencourt,232454,Nadiem Amiri
3058693,340325,Reiss Nelson,51676,Ermin Bicakcic
2871676,112935,Mark Uth,232454,Nadiem Amiri
2871676,143798,Pavel Kaderabek,85867,Nico Schulz
2871676,51676,Ermin Bicakcic,159471,Serge Gnabry
3588241,94771,Andreas Voglsammer,36182,Max Kruse
3588241,188888,Sheraldo Becker,79377,Genki Haraguchi
3588241,117432,Kevin Behrens,295313,Taiwo Awoniyi
3588241,53437,Bastian Oczipka,72792,Niko Gießelmann
2604241,74956,Marcel Büchel,259953,Rade Krunic
2604241,95438,Marko Livaja,22749,Daniele Croce
2604241,56912,Levan Mchedlidze,3713,Massimo Maccarone
2604335,37418,Éder,46104,Stevan Jovetic
2604335,45567,Jonathan Biabiany,68863,Mauro Icardi
2604335,60889,Gary Medel,42460,Ivan Perisic
2872083,251303,Johannes Eggestein,291739,Milot Rashica
2872083,156990,Marco Friedl,77108,Jérôme Gondorf
3203611,160968,Benno Schmitz,469949,Noah Katterbach
3203611,36284,Simon Terodde,185245,Jhon Córdoba
3203611,106270,Florian Kainz,53400,Dominick Drexler
3058701,310662,Timothy Tillman,153637,Mikael Ishak
3058701,51325,Georg Margreitter,260655,Eduard Löwen
3058701,30308,Ivo Ilicevic,179634,Robert Bauer
3412931,293169,Josip Brekalo,143891,Maximilian Philipp
3412931,535551,Bartosz Bialek,183321,Kevin Mbabu
3412931,66058,Admir Mehmedi,119277,Yannick Gerhardt
3413148,353032,Omar Alderete,227110,Jordan Torunarigha
3413148,465830,Mattéo Guendouzi,179643,Vladimir Darida
3413148,245078,Nemanja Radonjic,327757,Krzysztof Piatek
3413148,29401,Sami Khedira,423436,Santiago Ascacíbar
3413148,126214,Mathew Leckie,303259,Dodi Lukébakio
3588422,431561,Roberto Massimo,618425,Tanguy Coulibaly
3588422,540302,Mateo Klimowicz,750886,Alexis Tibidi
3588422,538971,Naouirou Ahamada,415912,Konstantinos Mavropanos
3588422,472243,Lilian Egloff,272278,Chris Führich
2604128,159372,Felipe Anderson,199733,Danilo Cataldi
2604128,40660,Alessandro Matri,10,Miroslav Klose
2604128,77825,Etrit Berisha,22318,Federico Marchetti
2726552,40660,Alessandro Matri,198086,Federico Ricci
2726552,216179,Stefano Sensi,22186,Davide Biondini
2726552,62735,Pietro Iemmello,163222,Grégoire Defrel
3588246,161204,Julian Green,147359,Jeremy Dudziak
3588246,596813,Dickson Abiama,243856,Cedric Itten
3588246,518505,Jamie Leweling,310662,Timothy Tillman
3588246,296378,Luca Itter,146258,Jetro Willems
2604339,144779,Saphir Taïder,7096,Daniele Gastaldello
2604339,57110,Anthony Mounier,37941,Camilo Zúñiga
2604339,197491,Alex Ferrari,60128,Luca Rossettini
2871957,82097,Christoph Kramer,47587,Tony Jantschke
2871957,344600,Michaël Cuisance,334526,Denis Zakaria
2871957,32711,Patrick Herrmann,19819,Raffael
3413145,59032,Aleksandar Dragovic,315131,Timothy Fosu-Mensah
3413145,292417,Demarai Gray,395516,Moussa Diaby
3413145,484547,Jeremie Frimpong,387626,Leon Bailey
3413145,29993,Sven Bender,89701,Charles Aránguiz
3058509,251303,Johannes Eggestein,42033,Philipp Bargfrede
3058509,532,Claudio Pizarro,31095,Nuri Sahin
3058509,291739,Milot Rashica,31159,Martin Harnik
2726543,28936,Riccardo Meggiorini,159337,Roberto Inglese
2726543,31067,Jonathan de Guzmán,30853,Mariano Izco
2726543,5928,Sergio Pellissier,16893,Antonio Floro Flores
2604235,206542,Robin Quaison,252767,Ivaylo Chochev
2604235,142920,Aleksandar Trajkovski,76163,Franco Vázquez
2604235,190804,Uros Djurdjevic,5878,Alberto Gilardino
3413014,126214,Mathew Leckie,303259,Dodi Lukébakio
3413014,260655,Eduard Löwen,179643,Vladimir Darida
3413014,448177,Jessic Ngankam,327757,Krzysztof Piatek
3413014,282660,Maximilian Mittelstädt,51100,Peter Pekarik
3413014,338032,Deyovaisio Zeefuik,89592,Marvin Plattenhardt
3203715,32711,Patrick Herrmann,47285,Ibrahima Traoré
3203715,243188,László Bénes,237662,Breel Embolo
3203715,321096,Keanan Bennetts,48298,Lars Stindl
3203715,340480,Mamadou Doucouré,278332,Florian Neuhaus
3588423,106872,Kevin Stöger,314398,Jae-sung Lee
3588423,503160,Paul Nebel,333647,Jonathan Burkardt
3588423,240274,Anderson Lucoqui,251878,Aarón Martín
3588423,182574,Jean-Paul Boëtius,119234,Karim Onisiwo
2604334,5958,Francesco Totti,148455,Mohamed Salah
2604334,68864,Kevin Strootman,5947,Daniele De Rossi
2604334,181778,Emerson,94529,Stephan El Shaarawy
3413147,42936,Nils Petersen,335457,Ermedin Demirovic
3413147,177779,Janik Haberer,297583,Woo-yeong Jeong
3413147,45683,Manuel Gulde,185077,Vincenzo Grifo
3413147,93604,Lukas Kübler,70285,Jonathan Schmid
3413147,342039,Yannik Keitel,248999,Lucas Höler
2871678,181375,Sébastien Haller,257462,Luka Jovic
2871678,20081,Gelson Fernandes,16922,Kevin-Prince Boateng
2871678,215864,Mijat Gacinovic,187587,Ante Rebic
2604038,170934,Mario Lemina,52897,Hernanes
2604038,96828,Simone Zaza,128223,Álvaro Morata
2604038,63531,Kwadwo Asamoah,29401,Sami Khedira
3413149,346332,Nassim Boujellab,112935,Mark Uth
3413149,112930,Benito Raman,118397,Alessandro Schöpf
3413149,521964,Malick Thiaw,142031,Omar Mascarell
3413149,261905,Suat Serdar,678194,Matthew Hoppe
3058598,94137,Kevin Möhwald,291739,Milot Rashica
3058598,532,Claudio Pizarro,251303,Johannes Eggestein
3058598,393325,Josh Sargent,36182,Max Kruse
3058707,532,Claudio Pizarro,108650,Yuya Osako
3058707,94137,Kevin Möhwald,31095,Nuri Sahin
2726550,158810,Oscar Hiljemark,244927,Accursio Bentivegna
2726550,206542,Robin Quaison,158810,Oscar Hiljemark
2726550,79510,Thiago Cionek,22217,Roberto Vitiello
3588426,472249,Jan Thielmann,147485,Louis Schaub
3588426,287188,Dejan Ljubicic,232418,Ondrej Duda
3588426,147573,Sebastian Andersson,50512,Anthony Modeste
3588426,153678,Kingsley Schindler,112935,Mark Uth
3588426,272812,Kingsley Ehizibue,160968,Benno Schmitz
3412935,168543,Levin Öztunali,333647,Jonathan Burkardt
3412935,182574,Jean-Paul Boëtius,206542,Robin Quaison
3412935,196139,Robert Glatzel,119234,Karim Onisiwo
3412935,43984,Daniel Brosinski,85906,Danny da Costa
3412935,118847,Dominik Kohr,357233,Leandro Barreiro
2604039,77825,Etrit Berisha,22318,Federico Marchetti
2604039,238752,Keita Baldé,159026,Ricardo Kishna
2604039,22139,Abdoulay Konko,19694,Dusan Basta
3203534,30059,Lars Bender,119211,Mitchell Weiser
3203534,193782,Lucas Alario,82009,Kevin Volland
3203534,428791,Paulinho,232454,Nadiem Amiri
2872090,185245,Jhon Córdoba,79967,Simon Zoller
2872090,532,Claudio Pizarro,36284,Simon Terodde
2872090,160285,Milos Jojic,44713,Christian Clemens
2604338,131951,Kevin Lasagna,99327,Isaac Cofie
2604338,149526,Marco Crimi,56693,Raffaele Bianco
2604338,130360,Simone Verdi,165724,Lorenzo Pasciuti
3203618,36207,Fin Bartels,178459,Davie Selke
3203618,393325,Josh Sargent,43512,Ömer Toprak
3203618,532,Claudio Pizarro,108650,Yuya Osako
2604234,165724,Lorenzo Pasciuti,149946,Raphael Martinho
2604234,130360,Simone Verdi,165722,Antonio Di Gaudio
2604234,230611,Matteo Mancosu,131951,Kevin Lasagna
2871953,129674,Jeremy Toljan,34322,Sokratis Papastathopoulos
2871953,74842,Mario Götze,81785,Shinji Kagawa
2871953,401173,Jadon Sancho,69015,Andriy Yarmolenko
2604132,119115,Diego Falcinelli,177843,Domenico Berardi
2604132,124911,Karim Laribi,22186,Davide Biondini
2604132,165895,Matteo Politano,163222,Grégoire Defrel
3413016,280575,Elvis Rexhbecaj,232418,Ondrej Duda
3413016,324344,Dimitrios Limnios,53400,Dominick Drexler
3413016,272812,Kingsley Ehizibue,193900,Marius Wolf
3413016,472249,Jan Thielmann,469949,Noah Katterbach
3413016,683571,Tolu Arokodare,244940,Salih Özcan
3588590,125858,Kerem Demirbay,196357,Jonathan Tah
3588590,428791,Paulinho,401578,Exequiel Palacios
3588590,193782,Lucas Alario,159088,Robert Andrich
3588590,180337,Sardar Azmoun,659813,Piero Hincapié
3058602,58500,Alfredo Morales,11268,Oliver Fink
3058602,112930,Benito Raman,118196,Jean Zimmer
3058602,16311,Rouwen Hennings,119557,Kenan Karaman
3203722,293385,Dani Olmo,106987,Marcel Sabitzer
3203722,332705,Tyler Adams,215599,Lukas Klostermann
3203722,344381,Christopher Nkunku,170527,Timo Werner
3203722,402008,Amadou Haidara,53418,Kevin Kampl
3203722,357119,Ibrahima Konaté,111078,Emil Forsberg
3058712,401173,Jadon Sancho,293281,Jacob Bruun Larsen
3058712,35208,Marcel Schmelzer,315779,Christian Pulisic
3058712,143891,Maximilian Philipp,74842,Mario Götze
3588274,326029,Donyell Malen,102226,Thorgan Hazard
3588274,296879,Steffen Tigges,282144,Marin Pongracic
3588274,274461,Felix Passlack,193900,Marius Wolf
3588274,429874,Ansgar Knauff,187492,Julian Brandt
3203547,452084,Ahmed Kutucu,112930,Benito Raman
3203547,282349,Timo Becker,372711,Amine Harit
2871760,230541,Yoshinori Muto,234375,Emil Berggreen
2871760,75446,Pablo de Blasis,261905,Suat Serdar
2871760,142281,Anthony Ujah,206542,Robin Quaison
2726564,36371,Nikola Kalinic,179757,Maximiliano Olivera
2726564,341092,Federico Chiesa,197300,Federico Bernardeschi
2726564,26456,Mauro Zárate,124902,Khouma Babacar
2604252,231614,Gilberto,287700,Mohamed Fares
2604252,38592,Juanito Gómez,86079,Luca Siligardi
2604252,121756,Rômulo,187587,Ante Rebic
3413024,333647,Jonathan Burkardt,168543,Levin Öztunali
3413024,119234,Karim Onisiwo,206542,Robin Quaison
3413024,339829,Pierre Kunde,247555,Edimilson Fernandes
3413024,251878,Aarón Martín,43984,Daniel Brosinski
3413024,106872,Kevin Stöger,182574,Jean-Paul Boëtius
2872031,91841,Ja-cheol Koo,124410,Rani Khedira
2872031,85789,Martin Hinteregger,263236,Kevin Danso
2872031,32207,Marcel Heller,156779,Erik Thommy
2604153,40428,Manuel Iturra,240306,Bruno Fernandes
2604153,261611,Ali Adnan,169052,Edenilson
2604153,73794,Duván Zapata,245072,Stipe Perica
2604054,240786,Riccardo Gagliolo,5825,Marco Borriello
2604054,56693,Raffaele Bianco,124769,Luca Marrone
2604054,131951,Kevin Lasagna,62713,Ryder Matos
3203727,282349,Timo Becker,258883,Jonjoe Kenny
3203727,112930,Benito Raman,388820,Levent Mercan
3203727,452084,Ahmed Kutucu,120205,Michael Gregoritsch
3203727,521964,Malick Thiaw,341227,Juan Miranda
3058717,120205,Michael Gregoritsch,91841,Ja-cheol Koo
3058717,148967,Konstantinos Stafylidis,111275,Philipp Max
3058717,14977,Christoph Janker,63022,Jan Moravek
3413112,245078,Nemanja Radonjic,303259,Dodi Lukébakio
3413112,524285,Luca Netz,126214,Mathew Leckie
3413112,465830,Mattéo Guendouzi,29401,Sami Khedira
3413112,448177,Jessic Ngankam,327757,Krzysztof Piatek
3058529,14533,Pirmin Schwegler,53602,Marvin Bakalorz
3058529,79377,Genki Haraguchi,337036,Florent Muslija
3058529,330223,Hendrik Weydandt,77809,Julian Korb
3588283,159471,Serge Gnabry,243714,Kingsley Coman
3588283,190393,Corentin Tolisso,153084,Leon Goretzka
3588283,580195,Jamal Musiala,58358,Thomas Müller
3588283,45660,Eric Maxim Choupo-Moting,192565,Leroy Sané
3588283,538996,Tanguy Nianzou,281963,Lucas Hernández
3412898,206542,Robin Quaison,196139,Robert Glatzel
3412898,247555,Edimilson Fernandes,85906,Danny da Costa
3412898,39106,Ádám Szalai,119234,Karim Onisiwo
3412898,106872,Kevin Stöger,182574,Jean-Paul Boëtius
3412898,118847,Dominik Kohr,39025,Danny Latza
3203631,58358,Thomas Müller,80444,Philippe Coutinho
3203631,243714,Kingsley Coman,280730,Álvaro Odriozola
3203631,435648,Joshua Zirkzee,190393,Corentin Tolisso
3588562,191422,Mahmoud Dahoud,35047,Axel Witsel
3588562,326029,Donyell Malen,193900,Marius Wolf
3588562,504215,Giovanni Reyna,102226,Thorgan Hazard
3588562,187492,Julian Brandt,35207,Marco Reus
2604222,73846,Paul-José Mpoku,16893,Antonio Floro Flores
2604222,21770,Gennaro Sardo,38591,Nicolas Frey
2604222,197743,Filippo Costa,26105,Valter Birsa
3203598,237662,Breel Embolo,318528,Marcus Thuram
3203598,278332,Florian Neuhaus,48298,Lars Stindl
3203598,7161,Jonas Hofmann,31041,Fabian Johnson
3203496,59238,Marwin Hitz,59027,Roman Bürki
3203496,344598,Dan-Axel Zagadou,187492,Julian Brandt
3203496,25727,Lukasz Piszczek,102226,Thorgan Hazard
3203696,125858,Kerem Demirbay,232454,Nadiem Amiri
3203696,228433,Wendell,387626,Leon Bailey
3203696,598577,Florian Wirtz,61087,Karim Bellarabi
3203696,428791,Paulinho,34787,Julian Baumgartlinger
3203696,82009,Kevin Volland,193782,Lucas Alario
2726535,22598,Gianni Munari,52136,Davide Di Gennaro
2726535,99235,Niccolò Giannetti,55801,Marco Sau
2726535,71019,Bartosz Salamon,43722,Mauricio Isla
2871900,46580,Andrej Kramaric,112935,Mark Uth
2871900,82863,Lukas Rupp,143798,Pavel Kaderabek
2871900,207592,Philipp Ochs,223974,Stefan Posch
3413174,248999,Lucas Höler,185077,Vincenzo Grifo
3413174,342039,Yannik Keitel,177779,Janik Haberer
3413174,93604,Lukas Kübler,70285,Jonathan Schmid
3413174,42936,Nils Petersen,335457,Ermedin Demirovic
3413174,372267,Guus Til,297583,Woo-yeong Jeong
3588566,520857,Conor Noß,48298,Lars Stindl
3588566,82097,Christoph Kramer,278332,Florian Neuhaus
3588566,243188,László Bénes,624690,Manu Koné
3588566,504153,Joe Scally,85791,Stefan Lainer
3588214,284248,Paul Jaeckel,187491,Timo Baumgartl
3588214,117432,Kevin Behrens,295313,Taiwo Awoniyi
3588214,188888,Sheraldo Becker,94771,Andreas Voglsammer
3588214,79377,Genki Haraguchi,234029,Grischa Prömel
3588214,370789,Julian Ryerson,75921,Christopher Trimmel
2604131,5878,Alberto Gilardino,190804,Uros Djurdjevic
2604131,131109,Gastón Brugman,142920,Aleksandar Trajkovski
2604131,84622,Sinisa Andjelkovic,158810,Oscar Hiljemark
3203597,387626,Leon Bailey,61087,Karim Bellarabi
3203597,193782,Lucas Alario,395516,Moussa Diaby
3203597,232454,Nadiem Amiri,82009,Kevin Volland
3093779,85352,Yunus Malli,66058,Admir Mehmedi
3093779,293169,Josip Brekalo,280575,Elvis Rexhbecaj
3093779,89591,Felix Klaus,341710,William
3588385,473050,Kevin Schade,332798,Roland Sallai
3588385,190284,Maximilian Eggestein,177779,Janik Haberer
3588385,335457,Ermedin Demirovic,185077,Vincenzo Grifo
3588385,413843,Keven Schlotterbeck,297583,Woo-yeong Jeong
2726540,242086,Patrik Schick,22328,Fabio Quagliarella
2726540,240306,Bruno Fernandes,225873,Karol Linetty
2726540,129588,Dennis Praet,76077,Ricardo Álvarez
3588220,580195,Jamal Musiala,159471,Serge Gnabry
3588220,106987,Marcel Sabitzer,166601,Niklas Süle
3588220,45660,Eric Maxim Choupo-Moting,192565,Leroy Sané
3413177,168543,Levin Öztunali,39025,Danny Latza
3413177,39106,Ádám Szalai,206542,Robin Quaison
3413177,106872,Kevin Stöger,127573,Phillipp Mwene
3413177,470815,Niklas Tauer,118847,Dominik Kohr
3413177,333647,Jonathan Burkardt,357233,Leandro Barreiro
3203503,51176,Marcel Risse,106270,Florian Kainz
3203503,185245,Jhon Córdoba,36284,Simon Terodde
3203503,55510,Marco Höger,147485,Louis Schaub
2871901,178459,Davie Selke,21175,Vedad Ibisevic
2871901,296397,Arne Maier,186368,Valentino Lazaro
2871901,227110,Jordan Torunarigha,7971,Salomon Kalou
3058706,222813,Marko Grujic,18918,Per Ciljan Skjelbred
3058706,315125,Javairô Dilrosun,126214,Mathew Leckie
3058706,178459,Davie Selke,21175,Vedad Ibisevic
2604214,76077,Ricardo Álvarez,5962,Antonio Cassano
2604214,119228,Luis Muriel,227081,Joaquín Correa
2604214,16120,Édgar Barreto,63186,Roberto Soriano
3058584,125103,Marvin Ducksch,112930,Benito Raman
3058584,16311,Rouwen Hennings,11268,Oliver Fink
3058584,315332,Aymen Barkok,303259,Dodi Lukébakio
3058488,315779,Christian Pulisic,401173,Jadon Sancho
3058488,293281,Jacob Bruun Larsen,170986,Raphaël Guerreiro
3058488,43512,Ömer Toprak,25727,Lukasz Piszczek
3203694,504215,Giovanni Reyna,187492,Julian Brandt
3203694,388513,Mateu Morey Bauzà,102226,Thorgan Hazard
3203694,575998,Leonardo Balerdi,35047,Axel Witsel
3203694,35208,Marcel Schmelzer,170986,Raphaël Guerreiro
3413009,153084,Leon Goretzka,281963,Lucas Hernández
3413009,45660,Eric Maxim Choupo-Moting,580195,Jamal Musiala
3413009,159471,Serge Gnabry,243714,Kingsley Coman
3413009,192565,Leroy Sané,75615,Douglas Costa
2872089,157635,Yussuf Poulsen,264956,Jean-Kévin Augustin
2872089,223967,Konrad Laimer,364258,Bernardo
2872089,160968,Benno Schmitz,52200,Dominik Kaiser
3588408,136181,Havard Nielsen,518505,Jamie Leweling
3588408,146258,Jetro Willems,296378,Luca Itter
3588408,596813,Dickson Abiama,147359,Jeremy Dudziak
3588408,161204,Julian Green,310662,Timothy Tillman
3588408,388363,Maximilian Bauer,171209,Branimir Hrgota
3412967,196357,Jonathan Tah,401578,Exequiel Palacios
3412967,484547,Jeremie Frimpong,206386,Tin Jedvaj
3412967,215099,Daley Sinkgraven,228433,Wendell
3412967,125858,Kerem Demirbay,395516,Moussa Diaby
3412967,193782,Lucas Alario,387626,Leon Bailey
3588587,190289,Gerrit Holtmann,232144,Milos Pantovic
3588587,260655,Eduard Löwen,280575,Elvis Rexhbecaj
3588587,41541,Danny Blum,245744,Takuma Asano
3588587,79967,Simon Zoller,60957,Sebastian Polter
2604023,36371,Nikola Kalinic,124902,Khouma Babacar
2604023,80351,Josip Ilicic,187587,Ante Rebic
2604023,37918,Matías Fernández,40372,Borja Valero
2726551,141654,Michele Fornasier,121402,Ahmad Benali
2726551,165381,Dario Zuparic,267101,Davide Vitturini
2726551,17249,Simone Pepe,164897,Jean-Christophe Bahebeck
2604125,95438,Marko Livaja,3713,Massimo Maccarone
2604125,22749,Daniele Croce,181136,Piotr Zielinski
2604125,287635,Assane Dioussé,74956,Marcel Büchel
3203608,296397,Arne Maier,222813,Marko Grujic
3203608,327757,Krzysztof Piatek,193900,Marius Wolf
2604324,56416,Dries Mertens,133964,Lorenzo Insigne
2604324,73097,Omar El Kaddouri,61253,José Callejón
2604324,112343,Manolo Gabbiadini,39153,Gonzalo Higuaín
3413012,55099,Nicolas Höfler,378883,Lino Tempelmann
3413012,335457,Ermedin Demirovic,248999,Lucas Höler
3413012,372267,Guus Til,285323,Baptiste Santamaria
2872091,77108,Jérôme Gondorf,106270,Florian Kainz
2872091,291739,Milot Rashica,42033,Philipp Bargfrede
2872091,251303,Johannes Eggestein,31007,Zlatko Junuzovic
3058599,122675,Kevin Wimmer,160241,Kevin Akpoguma
3058599,72519,Bobby Wood,330223,Hendrik Weydandt
3058599,226450,Iver Fossum,39426,Nicolai Müller
3588406,361068,Jurgen Ekkelenkamp,178459,Davie Selke
3588406,16922,Kevin-Prince Boateng,371142,Myziane Maolida
3588406,282577,Lukas Klünter,51100,Peter Pekarik
3588406,353948,Lucas Tousart,423436,Santiago Ascacíbar
2871958,215864,Mijat Gacinovic,160943,Marc Stendera
2871958,257462,Luka Jovic,187587,Ante Rebic
2871958,60761,Taleb Tawatha,146258,Jetro Willems
3412946,153084,Leon Goretzka,58358,Thomas Müller
3412946,192565,Leroy Sané,243714,Kingsley Coman
3412946,538996,Tanguy Nianzou,26485,Jérôme Boateng
3412946,190685,Bouna Sarr,353366,Benjamin Pavard
3412946,503162,Christopher Scott,580195,Jamal Musiala
3058710,85352,Yunus Malli,89591,Felix Klaus
3058710,278343,Felix Uduokhai,194638,Renato Steffen
3058710,79501,Daniel Ginczek,228645,Wout Weghorst
3588239,216181,Almamy Touré,49723,Timothy Chandler
3588239,356141,Daichi Kamada,513245,Jesper Lindström
3588239,323831,Rafael Borré,386914,Sam Lammers
3588239,181547,Gonçalo Paciência,374954,Kristijan Jakic
2604232,4,Adem Ljajić,37418,Éder
2604232,336704,Alassane Traoré,45567,Jonathan Biabiany
2604232,46104,Stevan Jovetic,156617,Marcelo Brozovic
2726560,76077,Ricardo Álvarez,240306,Bruno Fernandes
2726560,6793,Angelo Palombo,318077,Lucas Torreira
2726560,94307,Filip Djuricic,119228,Luis Muriel
3203711,93841,Ben Zolinski,159239,Dennis Srbeny
3203711,151636,Marlon Ritter,163724,Laurent Jans
3203711,223572,Kai Pröger,57598,Klaus Gjasula
3203711,340394,Abdelhamid Sabiri,374283,Antony Evans
3203711,190289,Gerrit Holtmann,289182,Christopher Antwi-Adjei
3413179,275423,Christian Gebauer,74856,Reinhold Yabo
3413179,279064,Nils Seufert,377387,Sergio Córdova
3413179,52530,Sven Schipplock,78147,Fabian Klos
3413179,296397,Arne Maier,189073,Marcel Hartel
2604127,167859,Stefano Sturaro,29401,Sami Khedira
2604127,79960,Alex Sandro,5285,Patrice Evra
2604127,128223,Álvaro Morata,34572,Mario Mandzukic
3058495,146096,Federico Palacios,124517,Sebastian Kerk
3058495,261155,Adam Zrelak,284737,Törles Knöll
3058495,193859,Patrick Erras,186260,Yuya Kubo
3058697,213670,Lucas Torró,20081,Gelson Fernandes
3058697,146258,Jetro Willems,44466,Sebastian Rode
3058697,181547,Gonçalo Paciência,31067,Jonathan de Guzmán
3588387,338032,Deyovaisio Zeefuik,51100,Peter Pekarik
3588387,353948,Lucas Tousart,179643,Vladimir Darida
3588387,692734,Linus Gechter,279009,Marco Richter
3588387,178459,Davie Selke,361068,Jurgen Ekkelenkamp
3588387,89592,Marvin Plattenhardt,111039,Ishak Belfodil
3588243,332798,Roland Sallai,45683,Manuel Gulde
3588243,42936,Nils Petersen,297583,Woo-yeong Jeong
3588243,473050,Kevin Schade,332798,Roland Sallai
3588243,342039,Yannik Keitel,190284,Maximilian Eggestein
3588243,335457,Ermedin Demirovic,185077,Vincenzo Grifo
3203511,42936,Nils Petersen,196095,Luca Waldschmidt
3203511,185077,Vincenzo Grifo,378883,Lino Tempelmann
3203511,388198,Nico Schlotterbeck,55099,Nicolas Höfler
2726541,4,Adem Ljajić,334222,Lucas Boyé
2726541,162569,Josef Martínez,59340,Iago Falque
2726541,134883,Daniele Baselli,201040,Marco Benassi
2604017,46104,Stevan Jovetic,4,Adem Ljajić
2604017,45567,Jonathan Biabiany,127189,Geoffrey Kondogbia
2604017,44327,Andrea Ranocchia,255755,Alex Telles
3203604,344598,Dan-Axel Zagadou,398073,Achraf Hakimi
3203604,102226,Thorgan Hazard,35207,Marco Reus
3203604,504215,Giovanni Reyna,418560,Erling Haaland
2871903,227102,Fabian Reese,59783,Franco Di Santo
2871903,332697,Weston McKennie,245537,Nabil Bentaleb
