url_id,match_id,home_team_id,away_team_id,home_team,away_team,result,matchday,match_date,home_goals,away_goals,home_substitutions,away_substitutions,home_cards,away_cards,statistics
12100,3394748,273,1041,Stade Rennais FC,Olympique Lyon,2:2,19,,"[{'match_id': '3394748', 'scorrer_id': '72479', 'scorrer': 'Clément Grenier', 'goal_type': 'Right-footed shot', 'assist_id': '442891', 'assist': 'Martin Terrier'}, {'match_id': '3394748', 'scorrer_id': '266359', 'scorrer': 'Benjamin Bourigeaud', 'goal_type': 'Right-footed shot', 'assist_id': None, 'assist': None}]","[{'match_id': '3394748', 'scorrer_id': '167850', 'scorrer': 'Memphis Depay', 'goal_type': 'Right-footed shot', 'assist_id': '234781', 'assist': 'Maxwel Cornet'}, {'match_id': '3394748', 'scorrer_id': '277114', 'scorrer': 'Jason Denayer', 'goal_type': 'Header', 'assist_id': '167850', 'assist': 'Memphis Depay'}]","[{'match_id': '3394748', 'player_in_id': '202278', 'player_in': 'Flavien Tait', 'player_out_id': '72479', 'player_out': 'Clément Grenier'}, {'match_id': '3394748', 'player_in_id': '538977', 'player_in': 'Georginio Rutter', 'player_out_id': '442891', 'player_out': 'Martin Terrier'}]","[{'match_id': '3394748', 'player_in_id': '395237', 'player_in': 'Maxence Caqueret', 'player_out_id': '444523', 'player_out': 'Lucas Paquetá'}, {'match_id': '3394748', 'player_in_id': '607223', 'player_in': 'Rayan Cherki', 'player_out_id': '384060', 'player_out': 'Tino Kadewere'}, {'match_id': '3394748', 'player_in_id': '702441', 'player_in': 'Sinaly Diomandé', 'player_out_id': '88682', 'player_out': 'Mattia De Sciglio'}]","[{'match_id': '3394748', 'player_id': '266359', 'player': 'Benjamin Bourigeaud', 'card': 'yellow'}]","[{'match_id': '3394748', 'player_id': '395693', 'player': 'Houssem Aouar', 'card': 'yellow'}, {'match_id': '3394748', 'player_id': '444523', 'player': 'Lucas Paquetá', 'card': 'yellow'}]","{'home_total_shots': None, 'away_total_shots': None, 'home_shots_off_target': None, 'away_shots_off_target': None, 'home_shots_saved': None, 'away_shots_saved': None, 'home_corners': None, 'away_corners': None, 'home_freekicks': None, 'away_freekicks': None, 'home_fouls': None, 'away_fouls': None, 'home_offsides': None, 'away_offsides': None}"
12200,3394892,273,667,Stade Rennais FC,RC Strasbourg Alsace,1:0,29,,"[{'match_id': '3394892', 'scorrer_id': '266359', 'scorrer': 'Benjamin Bourigeaud', 'goal_type': 'Right-footed shot', 'assist_id': '442891', 'assist': 'Martin Terrier'}]",[],"[{'match_id': '3394892', 'player_in_id': '353399', 'player_in': 'Romain Del Castillo', 'player_out_id': '266359', 'player_out': 'Benjamin Bourigeaud'}, {'match_id': '3394892', 'player_in_id': '346291', 'player_in': 'James Léa Siliki', 'player_out_id': '202278', 'player_out': 'Flavien Tait'}, {'match_id': '3394892', 'player_in_id': '357072', 'player_in': 'Faitout Maouassa', 'player_out_id': '486049', 'player_out': 'Jérémy Doku'}, {'match_id': '3394892', 'player_in_id': '270541', 'player_in': 'Serhou Guirassy', 'player_out_id': '442891', 'player_out': 'Martin Terrier'}, {'match_id': '3394892', 'player_in_id': '378953', 'player_in': 'Gerzino Nyamsi', 'player_out_id': '57370', 'player_out': 'Damien Da Silva'}]","[{'match_id': '3394892', 'player_in_id': '146805', 'player_in': 'Majeed Waris', 'player_out_id': '344888', 'player_out': 'Habib Diallo'}, {'match_id': '3394892', 'player_in_id': '524929', 'player_in': 'Kévin Zohi', 'player_out_id': '450050', 'player_out': 'Jean-Ricner Bellegarde'}, {'match_id': '3394892', 'player_in_id': '111057', 'player_in': 'Idriss Saadi', 'player_out_id': '57420', 'player_out': 'Lamine Koné'}]",[],"[{'match_id': '3394892', 'player_id': '57420', 'player': 'Lamine Koné', 'card': 'yellow'}, {'match_id': '3394892', 'player_id': '450050', 'player': 'Jean-Ricner Bellegarde', 'card': 'yellow'}]","{'home_total_shots': None, 'away_total_shots': None, 'home_shots_off_target': None, 'away_shots_off_target': None, 'home_shots_saved': None, 'away_shots_saved': None, 'home_corners': None, 'away_corners': None, 'home_freekicks': None, 'away_freekicks': None, 'home_fouls': None, 'away_fouls': None, 'home_offsides': None, 'away_offsides': None}"
12000,3394645,1421,667,Stade Reims,RC Strasbourg Alsace,2:1,9,,"[{'match_id': '3394645', 'scorrer_id': '333175', 'scorrer': 'Bingourou Kamara', 'goal_type': 'Own-goal', 'assist_id': None, 'assist': None}, {'match_id': '3394645', 'scorrer_id': '292808', 'scorrer': 'Wout Faes', 'goal_type': '1. Goal of the Season', 'assist_id': '145115', 'assist': 'Valon Berisha'}]","[{'match_id': '3394645', 'scorrer_id': '283994', 'scorrer': 'Ludovic Ajorque', 'goal_type': 'Penalty', 'assist_id': None, 'assist': None}]","[{'match_id': '3394645', 'player_in_id': '316137', 'player_in': 'Moussa Doumbia', 'player_out_id': '399383', 'player_out': 'Mathieu Cafaro'}, {'match_id': '3394645', 'player_in_id': '649016', 'player_in': 'El Bilal Touré', 'player_out_id': '315283', 'player_out': 'Kaj Sierhuis'}, {'match_id': '3394645', 'player_in_id': '237669', 'player_in': 'Dereck Kutesa', 'player_out_id': '557614', 'player_out': 'Nathanaël Mbuku'}, {'match_id': '3394645', 'player_in_id': '399551', 'player_in': 'Mouhamadou Drammeh', 'player_out_id': '626913', 'player_out': 'Boulaye Dia'}]","[{'match_id': '3394645', 'player_in_id': '215977', 'player_in': 'Adrien Thomasson', 'player_out_id': '11530', 'player_out': 'Lionel Carole'}, {'match_id': '3394645', 'player_in_id': '146805', 'player_in': 'Majeed Waris', 'player_out_id': '125783', 'player_out': 'Sanjin Prcic'}, {'match_id': '3394645', 'player_in_id': '524929', 'player_in': 'Kévin Zohi', 'player_out_id': '372712', 'player_out': 'Ibrahima Sissoko'}]",[],"[{'match_id': '3394645', 'player_id': '344888', 'player': 'Habib Diallo', 'card': 'yellow'}, {'match_id': '3394645', 'player_id': '125783', 'player': 'Sanjin Prcic', 'card': 'yellow'}]","{'home_total_shots': None, 'away_total_shots': None, 'home_shots_off_target': None, 'away_shots_off_target': None, 'home_shots_saved': None, 'away_shots_saved': None, 'home_corners': None, 'away_corners': None, 'home_freekicks': None, 'away_freekicks': None, 'home_fouls': None, 'away_fouls': None, 'home_offsides': None, 'away_offsides': None}"
12300,3588769,417,1421,OGC Nice,Stade Reims,0:0,1,,[],[],"[{'match_id': '3588769', 'player_in_id': '283196', 'player_in': 'Kasper Dolberg', 'player_out_id': '495667', 'player_out': 'Lucas Da Cunha'}, {'match_id': '3588769', 'player_in_id': '170934', 'player_in': 'Mario Lemina', 'player_out_id': '463618', 'player_out': 'Khéphren Thuram'}, {'match_id': '3588769', 'player_in_id': '532775', 'player_in': 'Melvin Bard', 'player_out_id': '290017', 'player_out': 'Hassane Kamara'}, {'match_id': '3588769', 'player_in_id': '560593', 'player_in': 'Hicham Boudaoui', 'player_out_id': '330659', 'player_out': 'Justin Kluivert'}, {'match_id': '3588769', 'player_in_id': '313094', 'player_in': 'Jordan Lotomba', 'player_out_id': '416108', 'player_out': 'Youcef Atal'}]","[{'match_id': '3588769', 'player_in_id': '709726', 'player_in': 'Hugo Ekitiké', 'player_out_id': '315283', 'player_out': 'Kaj Sierhuis'}, {'match_id': '3588769', 'player_in_id': '739769', 'player_in': 'Ilan Kebbal', 'player_out_id': '399383', 'player_out': 'Mathieu Cafaro'}, {'match_id': '3588769', 'player_in_id': '145115', 'player_in': 'Valon Berisha', 'player_out_id': '557614', 'player_out': 'Nathanaël Mbuku'}]","[{'match_id': '3588769', 'player_id': '605184', 'player': 'Jean-Clair Todibo', 'card': 'yellow'}]","[{'match_id': '3588769', 'player_id': '399383', 'player': 'Mathieu Cafaro', 'card': 'yellow'}]","{'home_total_shots': None, 'away_total_shots': None, 'home_shots_off_target': None, 'away_shots_off_target': None, 'home_shots_saved': None, 'away_shots_saved': None, 'home_corners': None, 'away_corners': None, 'home_freekicks': None, 'away_freekicks': None, 'home_fouls': None, 'away_fouls': None, 'home_offsides': None, 'away_offsides': None}"
12400,3589134,1421,1095,Stade Reims,ESTAC Troyes,1:2,11,,"[{'match_id': '3589134', 'scorrer_id': '199704', 'scorrer': 'Yunis Abdelhamid', 'goal_type': 'Header', 'assist_id': '395242', 'assist': 'Alexis Flips'}]","[{'match_id': '3589134', 'scorrer_id': '325223', 'scorrer': 'Mama Baldé', 'goal_type': 'Header', 'assist_id': None, 'assist': None}, {'match_id': '3589134', 'scorrer_id': '118278', 'scorrer': 'Xavier Chavalerin', 'goal_type': 'Left-footed shot', 'assist_id': None, 'assist': None}]","[{'match_id': '3589134', 'player_in_id': '145115', 'player_in': 'Valon Berisha', 'player_out_id': '243606', 'player_out': 'Anastasios Donis'}, {'match_id': '3589134', 'player_in_id': '393239', 'player_in': 'Mitchell van Bergen', 'player_out_id': '395242', 'player_out': 'Alexis Flips'}, {'match_id': '3589134', 'player_in_id': '522791', 'player_in': 'Sambou Sissoko', 'player_out_id': '739769', 'player_out': 'Ilan Kebbal'}, {'match_id': '3589134', 'player_in_id': '557614', 'player_in': 'Nathanaël Mbuku', 'player_out_id': '290746', 'player_out': 'Moreto Cassamá'}, {'match_id': '3589134', 'player_in_id': '798927', 'player_in': ""N'Dri Koffi"", 'player_out_id': '649016', 'player_out': 'El Bilal Touré'}]","[{'match_id': '3589134', 'player_in_id': '282734', 'player_in': 'Gerson Rodrigues', 'player_out_id': '68718', 'player_out': 'Yoann Touzghar'}, {'match_id': '3589134', 'player_in_id': '126683', 'player_in': 'Tristan Dingomé', 'player_out_id': '325223', 'player_out': 'Mama Baldé'}, {'match_id': '3589134', 'player_in_id': '129990', 'player_in': 'Hyun-jun Suk', 'player_out_id': '234802', 'player_out': 'Renaud Ripart'}, {'match_id': '3589134', 'player_in_id': '508941', 'player_in': 'Dylan Chambost', 'player_out_id': '118278', 'player_out': 'Xavier Chavalerin'}]","[{'match_id': '3589134', 'player_id': '395242', 'player': 'Alexis Flips', 'card': 'yellow'}, {'match_id': '3589134', 'player_id': '395083', 'player': 'Andreaw Gravillon', 'card': 'yellow'}, {'match_id': '3589134', 'player_id': '315145', 'player': 'Azor Matusiwa', 'card': 'yellow'}, {'match_id': '3589134', 'player_id': '395083', 'player': 'Andreaw Gravillon', 'card': 'yellow-red'}]","[{'match_id': '3589134', 'player_id': '649452', 'player': 'Issa Kaboré', 'card': 'yellow'}, {'match_id': '3589134', 'player_id': '193256', 'player': 'Gauthier Gallon', 'card': 'yellow'}]","{'home_total_shots': None, 'away_total_shots': None, 'home_shots_off_target': None, 'away_shots_off_target': None, 'home_shots_saved': None, 'away_shots_saved': None, 'home_corners': None, 'away_corners': None, 'home_freekicks': None, 'away_freekicks': None, 'home_fouls': None, 'away_fouls': None, 'home_offsides': None, 'away_offsides': None}"
12500,3589336,1421,347,Stade Reims,FC Metz,0:1,21,,[],"[{'match_id': '3589336', 'scorrer_id': '490417', 'scorrer': 'Ibrahima Niane', 'goal_type': 'Counter attack goal', 'assist_id': '170961', 'assist': 'Thomas Delaine'}]","[{'match_id': '3589336', 'player_in_id': '395242', 'player_in': 'Alexis Flips', 'player_out_id': '468066', 'player_out': 'Jens Cajuste'}, {'match_id': '3589336', 'player_in_id': '243606', 'player_in': 'Anastasios Donis', 'player_out_id': '814976', 'player_out': 'Martin Adeline'}, {'match_id': '3589336', 'player_in_id': '557614', 'player_in': 'Nathanaël Mbuku', 'player_out_id': '395083', 'player_out': 'Andreaw Gravillon'}, {'match_id': '3589336', 'player_in_id': '388160', 'player_in': 'Fraser Hornby', 'player_out_id': '798927', 'player_out': ""N'Dri Koffi""}, {'match_id': '3589336', 'player_in_id': '671594', 'player_in': 'Kamory Doumbia', 'player_out_id': '739769', 'player_out': 'Ilan Kebbal'}]","[{'match_id': '3589336', 'player_in_id': '620315', 'player_in': 'Lenny Lacroix', 'player_out_id': '57404', 'player_out': 'Jean-Armel Kana-Biyik'}, {'match_id': '3589336', 'player_in_id': '568696', 'player_in': 'Cheikh Sabaly', 'player_out_id': '506009', 'player_out': 'Amine Bassi'}, {'match_id': '3589336', 'player_in_id': '591914', 'player_in': 'Warren Tchimbembé', 'player_out_id': '205587', 'player_out': 'Opa Nguette'}]","[{'match_id': '3589336', 'player_id': '805908', 'player': 'Bradley Locko', 'card': 'yellow'}, {'match_id': '3589336', 'player_id': '649033', 'player': 'Dion Lopy', 'card': 'yellow'}, {'match_id': '3589336', 'player_id': '215114', 'player': 'Thomas Foket', 'card': 'yellow'}, {'match_id': '3589336', 'player_id': '190263', 'player': 'Predrag Rajkovic', 'card': 'yellow'}]","[{'match_id': '3589336', 'player_id': '170961', 'player': 'Thomas Delaine', 'card': 'yellow'}, {'match_id': '3589336', 'player_id': '413118', 'player': 'Sikou Niakaté', 'card': 'yellow'}, {'match_id': '3589336', 'player_id': '126699', 'player': 'Vincent Pajot', 'card': 'yellow'}, {'match_id': '3589336', 'player_id': '490417', 'player': 'Ibrahima Niane', 'card': 'yellow'}]","{'home_total_shots': None, 'away_total_shots': None, 'home_shots_off_target': None, 'away_shots_off_target': None, 'home_shots_saved': None, 'away_shots_saved': None, 'home_corners': None, 'away_corners': None, 'home_freekicks': None, 'away_freekicks': None, 'home_fouls': None, 'away_fouls': None, 'home_offsides': None, 'away_offsides': None}"
12101,3394749,40,1158,FC Girondins Bordeaux,FC Lorient,2:1,19,,"[{'match_id': '3394749', 'scorrer_id': '399543', 'scorrer': 'Rémi Oudin', 'goal_type': 'Right-footed shot', 'assist_id': '260166', 'assist': 'Ui-jo Hwang'}, {'match_id': '3394749', 'scorrer_id': '399543', 'scorrer': 'Rémi Oudin', 'goal_type': 'Left-footed shot', 'assist_id': '135492', 'assist': 'Youssouf Sabaly'}]","[{'match_id': '3394749', 'scorrer_id': '538874', 'scorrer': 'Terem Moffi', 'goal_type': 'Header', 'assist_id': None, 'assist': None}]","[{'match_id': '3394749', 'player_in_id': '395236', 'player_in': 'Yacine Adli', 'player_out_id': '424051', 'player_out': 'Samuel Kalu'}, {'match_id': '3394749', 'player_in_id': '540665', 'player_in': 'Amadou Traoré', 'player_out_id': '122116', 'player_out': 'Nicolas de Préville'}, {'match_id': '3394749', 'player_in_id': '453824', 'player_in': 'Josh Maja', 'player_out_id': '260166', 'player_out': 'Ui-jo Hwang'}, {'match_id': '3394749', 'player_in_id': '540664', 'player_in': 'Dilane Bakwa', 'player_out_id': '399543', 'player_out': 'Rémi Oudin'}]","[{'match_id': '3394749', 'player_in_id': '238626', 'player_in': 'Laurent Abergel', 'player_out_id': '127182', 'player_out': 'Thomas Monconduit'}, {'match_id': '3394749', 'player_in_id': '388165', 'player_in': 'Yoane Wissa', 'player_out_id': '56794', 'player_out': 'Fabien Lemoine'}, {'match_id': '3394749', 'player_in_id': '167342', 'player_in': 'Adrian Grbic', 'player_out_id': '412671', 'player_out': 'Quentin Boisgard'}]","[{'match_id': '3394749', 'player_id': '260166', 'player': 'Ui-jo Hwang', 'card': 'yellow'}, {'match_id': '3394749', 'player_id': '43256', 'player': 'Paul Baysse', 'card': 'yellow'}]",[],"{'home_total_shots': None, 'away_total_shots': None, 'home_shots_off_target': None, 'away_shots_off_target': None, 'home_shots_saved': None, 'away_shots_saved': None, 'home_corners': None, 'away_corners': None, 'home_freekicks': None, 'away_freekicks': None, 'home_fouls': None, 'away_fouls': None, 'home_offsides': None, 'away_offsides': None}"
12301,3588771,618,1158,AS Saint-Étienne,FC Lorient,1:1,1,,"[{'match_id': '3588771', 'scorrer_id': '103565', 'scorrer': 'Wahbi Khazri', 'goal_type': 'Penalty', 'assist_id': '103565', 'assist': 'Wahbi Khazri'}]","[{'match_id': '3588771', 'scorrer_id': '120651', 'scorrer': 'Vincent Le Goff', 'goal_type': 'Left-footed shot', 'assist_id': None, 'assist': None}]","[{'match_id': '3588771', 'player_in_id': '98349', 'player_in': 'Romain Hamouma', 'player_out_id': '418658', 'player_out': 'Charles Abi'}, {'match_id': '3588771', 'player_in_id': '324811', 'player_in': 'Arnaud Nordin', 'player_out_id': '569385', 'player_out': 'Adil Aouchiche'}, {'match_id': '3588771', 'player_in_id': '287635', 'player_in': 'Assane Dioussé', 'player_out_id': '471582', 'player_out': 'Zaydou Youssouf'}, {'match_id': '3588771', 'player_in_id': '77826', 'player_in': 'Ryad Boudebouz', 'player_out_id': '103565', 'player_out': 'Wahbi Khazri'}, {'match_id': '3588771', 'player_in_id': '807128', 'player_in': 'Saïdou Sow', 'player_out_id': '494586', 'player_out': 'Mickaël Nade'}]","[{'match_id': '3588771', 'player_in_id': '127182', 'player_in': 'Thomas Monconduit', 'player_out_id': '56794', 'player_out': 'Fabien Lemoine'}, {'match_id': '3588771', 'player_in_id': '314912', 'player_in': 'Jérôme Hergault', 'player_out_id': '391720', 'player_out': 'Igor Silva'}, {'match_id': '3588771', 'player_in_id': '167342', 'player_in': 'Adrian Grbic', 'player_out_id': '579930', 'player_out': 'Armand Laurienté'}, {'match_id': '3588771', 'player_in_id': '203504', 'player_in': 'Pierre-Yves Hamel', 'player_out_id': '633992', 'player_out': 'Enzo Le Fée'}, {'match_id': '3588771', 'player_in_id': '823231', 'player_in': 'Dango Ouattara', 'player_out_id': '538874', 'player_out': 'Terem Moffi'}]","[{'match_id': '3588771', 'player_id': '84085', 'player': 'Timothée Kolodziejczak', 'card': 'yellow'}, {'match_id': '3588771', 'player_id': '471582', 'player': 'Zaydou Youssouf', 'card': 'yellow'}]","[{'match_id': '3588771', 'player_id': '56794', 'player': 'Fabien Lemoine', 'card': 'yellow'}, {'match_id': '3588771', 'player_id': '391720', 'player': 'Igor Silva', 'card': 'yellow'}, {'match_id': '3588771', 'player_id': '120651', 'player': 'Vincent Le Goff', 'card': 'yellow'}]","{'home_total_shots': None, 'away_total_shots': None, 'home_shots_off_target': None, 'away_shots_off_target': None, 'home_shots_saved': None, 'away_shots_saved': None, 'home_corners': None, 'away_corners': None, 'home_freekicks': None, 'away_freekicks': None, 'home_fouls': None, 'away_fouls': None, 'home_offsides': None, 'away_offsides': None}"
12501,3589339,667,969,RC Strasbourg Alsace,Montpellier HSC,3:1,21,,"[{'match_id': '3589339', 'scorrer_id': '146805', 'scorrer': 'Majeed Waris', 'goal_type': 'Right-footed shot', 'assist_id': '215977', 'assist': 'Adrien Thomasson'}, {'match_id': '3589339', 'scorrer_id': '215977', 'scorrer': 'Adrien Thomasson', 'goal_type': 'Header', 'assist_id': '453016', 'assist': 'Anthony Caci'}, {'match_id': '3589339', 'scorrer_id': '27389', 'scorrer': 'Kévin Gameiro', 'goal_type': 'Right-footed shot', 'assist_id': '372712', 'assist': 'Ibrahima Sissoko'}]","[{'match_id': '3589339', 'scorrer_id': '222859', 'scorrer': 'Florent Mollet', 'goal_type': 'Right-footed shot', 'assist_id': '271455', 'assist': 'Mihailo Ristic'}]","[{'match_id': '3589339', 'player_in_id': '178313', 'player_in': 'Jean-Eudes Aholou', 'player_out_id': '450050', 'player_out': 'Jean-Ricner Bellegarde'}, {'match_id': '3589339', 'player_in_id': '891379', 'player_in': 'Nordine Kandil', 'player_out_id': '314940', 'player_out': 'Dimitri Liénard'}, {'match_id': '3589339', 'player_in_id': '146805', 'player_in': 'Majeed Waris', 'player_out_id': '352392', 'player_out': 'Lucas Perrin'}, {'match_id': '3589339', 'player_in_id': '354352', 'player_in': 'Frédéric Guilbert', 'player_out_id': '385817', 'player_out': 'Karol Fila'}]","[{'match_id': '3589339', 'player_in_id': '659542', 'player_in': 'Elye Wahi', 'player_out_id': '222859', 'player_out': 'Florent Mollet'}, {'match_id': '3589339', 'player_in_id': '335147', 'player_in': 'Junior Sambia', 'player_out_id': '340328', 'player_out': 'Stephy Mavididi'}, {'match_id': '3589339', 'player_in_id': '704156', 'player_in': 'Nicholas Gioacchini', 'player_out_id': '60540', 'player_out': 'Valère Germain'}, {'match_id': '3589339', 'player_in_id': '624920', 'player_in': 'Béni Makouana', 'player_out_id': '127156', 'player_out': 'Téji Savanier'}, {'match_id': '3589339', 'player_in_id': '650350', 'player_in': 'Léo Leroy', 'player_out_id': '118284', 'player_out': 'Jordan Ferri'}]","[{'match_id': '3589339', 'player_id': '450050', 'player': 'Jean-Ricner Bellegarde', 'card': 'yellow'}, {'match_id': '3589339', 'player_id': '891379', 'player': 'Nordine Kandil', 'card': 'yellow'}]","[{'match_id': '3589339', 'player_id': '118284', 'player': 'Jordan Ferri', 'card': 'yellow'}, {'match_id': '3589339', 'player_id': '127156', 'player': 'Téji Savanier', 'card': 'yellow'}, {'match_id': '3589339', 'player_id': '659542', 'player': 'Elye Wahi', 'card': 'red'}]","{'home_total_shots': None, 'away_total_shots': None, 'home_shots_off_target': None, 'away_shots_off_target': None, 'home_shots_saved': None, 'away_shots_saved': None, 'home_corners': None, 'away_corners': None, 'home_freekicks': None, 'away_freekicks': None, 'home_fouls': None, 'away_fouls': None, 'home_offsides': None, 'away_offsides': None}"
12001,3394646,1420,417,Angers SCO,OGC Nice,0:3,9,,[],"[{'match_id': '3394646', 'scorrer_id': '174694', 'scorrer': 'Rony Lopes', 'goal_type': 'Left-footed shot', 'assist_id': '16136', 'assist': 'Dante'}, {'match_id': '3394646', 'scorrer_id': '377393', 'scorrer': 'Pierre Lees-Melou', 'goal_type': 'Penalty', 'assist_id': '326300', 'assist': 'Jeff Reine-Adélaïde'}, {'match_id': '3394646', 'scorrer_id': '560593', 'scorrer': 'Hicham Boudaoui', 'goal_type': 'Right-footed shot', 'assist_id': '418659', 'assist': 'Amine Gouiri'}]","[{'match_id': '3394646', 'player_in_id': '290593', 'player_in': 'Sada Thioub', 'player_out_id': '206912', 'player_out': 'Jimmy Cabot'}, {'match_id': '3394646', 'player_in_id': '170953', 'player_in': 'Stéphane Bahoken', 'player_out_id': '126552', 'player_out': 'Loïs Diony'}, {'match_id': '3394646', 'player_in_id': '386552', 'player_in': 'Lassana Coulibaly', 'player_out_id': '205503', 'player_out': 'Ibrahim Amadou'}, {'match_id': '3394646', 'player_in_id': '424072', 'player_in': 'Mathias Pereira Lage', 'player_out_id': '232271', 'player_out': 'Sofiane Boufal'}, {'match_id': '3394646', 'player_in_id': '670847', 'player_in': 'Momo Cho', 'player_out_id': '250013', 'player_out': 'Angelo Fulgini'}]","[{'match_id': '3394646', 'player_in_id': '322655', 'player_in': 'Flavius Daniliuc', 'player_out_id': '16136', 'player_out': 'Dante'}, {'match_id': '3394646', 'player_in_id': '283196', 'player_in': 'Kasper Dolberg', 'player_out_id': '326300', 'player_out': 'Jeff Reine-Adélaïde'}, {'match_id': '3394646', 'player_in_id': '560593', 'player_in': 'Hicham Boudaoui', 'player_out_id': '174694', 'player_out': 'Rony Lopes'}, {'match_id': '3394646', 'player_in_id': '416108', 'player_in': 'Youcef Atal', 'player_out_id': '313094', 'player_out': 'Jordan Lotomba'}, {'match_id': '3394646', 'player_in_id': '463618', 'player_in': 'Khéphren Thuram', 'player_out_id': '418659', 'player_out': 'Amine Gouiri'}]","[{'match_id': '3394646', 'player_id': '318507', 'player': 'Paul Bernardoni', 'card': 'yellow'}, {'match_id': '3394646', 'player_id': '296356', 'player': 'Souleyman Doumbia', 'card': 'yellow'}, {'match_id': '3394646', 'player_id': '386552', 'player': 'Lassana Coulibaly', 'card': 'yellow'}, {'match_id': '3394646', 'player_id': '57467', 'player': 'Romain Thomas', 'card': 'yellow'}, {'match_id': '3394646', 'player_id': '18934', 'player': 'Thomas Mangani', 'card': 'yellow'}]","[{'match_id': '3394646', 'player_id': '458715', 'player': 'Robson Bambu', 'card': 'yellow'}, {'match_id': '3394646', 'player_id': '174694', 'player': 'Rony Lopes', 'card': 'yellow'}]","{'home_total_shots': None, 'away_total_shots': None, 'home_shots_off_target': None, 'away_shots_off_target': None, 'home_shots_saved': None, 'away_shots_saved': None, 'home_corners': None, 'away_corners': None, 'home_freekicks': None, 'away_freekicks': None, 'home_fouls': None, 'away_fouls': None, 'home_offsides': None, 'away_offsides': None}"
