url_id,match_id,home_team_id,away_team_id,home_team,away_team,result,matchday,match_date,home_goals,away_goals,home_substitutions,away_substitutions,home_cards,away_cards,statistics
2070,3421850,543,29,Wolverhampton Wanderers,FC Everton,1:2,18,12.01.21,"[{'match_id': '3421850', 'scorrer_id': '225161', 'scorrer': 'Rúben Neves', 'goal_type': 'Rechtsschuss', 'assist_id': '578391', 'assist': 'Rayan Aït-Nouri'}]","[{'match_id': '3421850', 'scorrer_id': '242631', 'scorrer': 'Alex Iwobi', 'goal_type': 'Rechtsschuss', 'assist_id': '126664', 'assist': 'Lucas Digne'}, {'match_id': '3421850', 'scorrer_id': '118534', 'scorrer': 'Michael Keane', 'goal_type': 'Kopfball', 'assist_id': '221025', 'assist': 'André Gomes'}]","[{'match_id': '3421850', 'player_in_id': '485583', 'player_in': 'Ki-Jana Hoever', 'player_out_id': '429014', 'player_out': 'Morgan Gibbs-White'}, {'match_id': '3421850', 'player_in_id': '265078', 'player_in': 'Patrick Cutrone', 'player_out_id': '505653', 'player_out': 'Fábio Silva'}, {'match_id': '3421850', 'player_in_id': '487469', 'player_in': 'Vitinha', 'player_out_id': '29364', 'player_out': 'João Moutinho'}]","[{'match_id': '3421850', 'player_in_id': '221025', 'player_in': 'André Gomes', 'player_out_id': '314210', 'player_out': 'Tom Davies'}, {'match_id': '3421850', 'player_in_id': '378710', 'player_in': 'Richarlison', 'player_out_id': '90466', 'player_out': 'Gylfi Sigurdsson'}, {'match_id': '3421850', 'player_in_id': '68390', 'player_in': 'Seamus Coleman', 'player_out_id': '88103', 'player_out': 'James Rodríguez'}]","[{'match_id': '3421850', 'player_id': '231572', 'player': 'Nélson Semedo', 'card': 'yellow'}, {'match_id': '3421850', 'player_id': '485583', 'player': 'Ki-Jana Hoever', 'card': 'yellow'}]","[{'match_id': '3421850', 'player_id': '127187', 'player': 'Abdoulaye Doucouré', 'card': 'yellow'}, {'match_id': '3421850', 'player_id': '348623', 'player': 'Mason Holgate', 'card': 'yellow'}]","{'home_total_shots': '13', 'away_total_shots': '5', 'home_shots_off_target': '7', 'away_shots_off_target': '1', 'home_shots_saved': '1', 'away_shots_saved': '2', 'home_corners': '6', 'away_corners': '5', 'home_freekicks': '9', 'away_freekicks': '6', 'home_fouls': '6', 'away_fouls': '11', 'home_offsides': '0', 'away_offsides': '1'}"
2071,3421852,281,1237,Manchester City,Brighton & Hove Albion,1:0,18,13.01.21,"[{'match_id': '3421852', 'scorrer_id': '406635', 'scorrer': 'Phil Foden', 'goal_type': 'Rechtsschuss', 'assist_id': '88755', 'assist': 'Kevin De Bruyne'}]",[],"[{'match_id': '3421852', 'player_in_id': '363205', 'player_in': 'Gabriel Jesus', 'player_out_id': '171424', 'player_out': 'Riyad Mahrez'}, {'match_id': '3421852', 'player_in_id': '134425', 'player_in': 'Raheem Sterling', 'player_out_id': '406635', 'player_out': 'Phil Foden'}]","[{'match_id': '3421852', 'player_in_id': '217115', 'player_in': 'Neal Maupay', 'player_out_id': '312239', 'player_out': 'Percy Tau'}, {'match_id': '3421852', 'player_in_id': '209212', 'player_in': 'Solly March', 'player_out_id': '79027', 'player_out': 'Davy Pröpper'}, {'match_id': '3421852', 'player_in_id': '405686', 'player_in': 'Reda Khadra', 'player_out_id': '144028', 'player_out': 'Leandro Trossard'}]",[],"[{'match_id': '3421852', 'player_id': '111195', 'player': 'Joël Veltman', 'card': 'yellow'}, {'match_id': '3421852', 'player_id': '212847', 'player': 'Adam Webster', 'card': 'yellow'}]","{'home_total_shots': '16', 'away_total_shots': '5', 'home_shots_off_target': '4', 'away_shots_off_target': '3', 'home_shots_saved': '1', 'away_shots_saved': '5', 'home_corners': '8', 'away_corners': '4', 'home_freekicks': '11', 'away_freekicks': '4', 'home_fouls': '4', 'away_fouls': '12', 'home_offsides': '2', 'away_offsides': '2'}"
2074,3421847,1003,631,Leicester City,FC Chelsea,2:0,18,19.01.21,"[{'match_id': '3421847', 'scorrer_id': '274839', 'scorrer': 'Wilfred Ndidi', 'goal_type': 'Linksschuss', 'assist_id': '398065', 'assist': 'Harvey Barnes'}, {'match_id': '3421847', 'scorrer_id': '294057', 'scorrer': 'James Maddison', 'goal_type': 'Rechtsschuss', 'assist_id': '61560', 'assist': 'Marc Albrighton'}]",[],"[{'match_id': '3421847', 'player_in_id': '246968', 'player_in': 'Ayoze Pérez', 'player_out_id': '294057', 'player_out': 'James Maddison'}, {'match_id': '3421847', 'player_in_id': '215876', 'player_in': 'Ricardo Pereira', 'player_out_id': '61560', 'player_out': 'Marc Albrighton'}, {'match_id': '3421847', 'player_in_id': '295330', 'player_in': 'Kelechi Iheanacho', 'player_out_id': '197838', 'player_out': 'Jamie Vardy'}]","[{'match_id': '3421847', 'player_in_id': '217111', 'player_in': 'Hakim Ziyech', 'player_out_id': '309400', 'player_out': 'Kai Havertz'}, {'match_id': '3421847', 'player_in_id': '170527', 'player_in': 'Timo Werner', 'player_out_id': '392768', 'player_out': 'Callum Hudson-Odoi'}]","[{'match_id': '3421847', 'player_id': '475411', 'player': 'Wesley Fofana', 'card': 'yellow'}]","[{'match_id': '3421847', 'player_id': '309400', 'player': 'Kai Havertz', 'card': 'yellow'}, {'match_id': '3421847', 'player_id': '51471', 'player': 'Mateo Kovacic', 'card': 'yellow'}, {'match_id': '3421847', 'player_id': '217111', 'player': 'Hakim Ziyech', 'card': 'yellow'}]","{'home_total_shots': '8', 'away_total_shots': '9', 'home_shots_off_target': '2', 'away_shots_off_target': '3', 'home_shots_saved': '5', 'away_shots_saved': '4', 'home_corners': '6', 'away_corners': '3', 'home_freekicks': '16', 'away_freekicks': '7', 'home_fouls': '7', 'away_fouls': '16', 'home_offsides': '1', 'away_offsides': '3'}"
2075,3421845,931,985,FC Fulham,Manchester United,1:2,18,20.01.21,"[{'match_id': '3421845', 'scorrer_id': '406040', 'scorrer': 'Ademola Lookman', 'goal_type': 'Rechtsschuss', 'assist_id': '354361', 'assist': 'Frank Anguissa'}]","[{'match_id': '3421845', 'scorrer_id': '48280', 'scorrer': 'Edinson Cavani', 'goal_type': 'Linksschuss', 'assist_id': '240306', 'assist': 'Bruno Fernandes'}, {'match_id': '3421845', 'scorrer_id': '122153', 'scorrer': 'Paul Pogba', 'goal_type': 'Linksschuss', 'assist_id': None, 'assist': None}]","[{'match_id': '3421845', 'player_in_id': '290951', 'player_in': 'Aboubakar Kamara', 'player_out_id': '149716', 'player_out': 'Ivan Cavaleiro'}, {'match_id': '3421845', 'player_in_id': '170934', 'player_in': 'Mario Lemina', 'player_out_id': '354361', 'player_out': 'Frank Anguissa'}, {'match_id': '3421845', 'player_in_id': '4', 'player_in': 'Aleksandar Mitrović', 'player_out_id': '236490', 'player_out': 'Ola Aina'}]","[{'match_id': '3421845', 'player_in_id': '315969', 'player_in': 'Scott McTominay', 'player_out_id': '182877', 'player_out': 'Anthony Martial'}, {'match_id': '3421845', 'player_in_id': '258923', 'player_in': 'Marcus Rashford', 'player_out_id': '532826', 'player_out': 'Mason Greenwood'}, {'match_id': '3421845', 'player_in_id': '74683', 'player_in': 'Nemanja Matic', 'player_out_id': '240306', 'player_out': 'Bruno Fernandes'}]","[{'match_id': '3421845', 'player_id': '354361', 'player': 'Frank Anguissa', 'card': 'yellow'}, {'match_id': '3421845', 'player_id': '194460', 'player': 'Joe Bryan', 'card': 'yellow'}, {'match_id': '3421845', 'player_id': '236490', 'player': 'Ola Aina', 'card': 'yellow'}]","[{'match_id': '3421845', 'player_id': '122153', 'player': 'Paul Pogba', 'card': 'yellow'}]","{'home_total_shots': '12', 'away_total_shots': '15', 'home_shots_off_target': '4', 'away_shots_off_target': '6', 'home_shots_saved': '3', 'away_shots_saved': '4', 'home_corners': '2', 'away_corners': '8', 'home_freekicks': '10', 'away_freekicks': '6', 'home_fouls': '6', 'away_fouls': '10', 'home_offsides': '1', 'away_offsides': '2'}"
2077,3421846,399,180,Leeds United,FC Southampton,3:0,18,23.02.21,"[{'match_id': '3421846', 'scorrer_id': '183334', 'scorrer': 'Patrick Bamford', 'goal_type': 'Linksschuss', 'assist_id': '296986', 'assist': 'Tyler Roberts'}, {'match_id': '3421846', 'scorrer_id': '158764', 'scorrer': 'Stuart Dallas', 'goal_type': 'Linksschuss', 'assist_id': '173900', 'assist': 'Hélder Costa'}, {'match_id': '3421846', 'scorrer_id': '411295', 'scorrer': 'Raphinha', 'goal_type': 'Direkter Freistoß', 'assist_id': None, 'assist': None}]",[],"[{'match_id': '3421846', 'player_in_id': '173900', 'player_in': 'Hélder Costa', 'player_out_id': '417346', 'player_out': 'Jack Harrison'}, {'match_id': '3421846', 'player_in_id': '129604', 'player_in': 'Ezgjan Alioski', 'player_out_id': '92738', 'player_out': 'Mateusz Klich'}, {'match_id': '3421846', 'player_in_id': '46220', 'player_in': 'Pablo Hernández', 'player_out_id': '296986', 'player_out': 'Tyler Roberts'}]","[{'match_id': '3421846', 'player_in_id': '134294', 'player_in': 'Danny Ings', 'player_out_id': '129078', 'player_out': 'Nathan Redmond'}, {'match_id': '3421846', 'player_in_id': '165793', 'player_in': 'Takumi Minamino', 'player_out_id': '340322', 'player_out': 'Nathan Tella'}, {'match_id': '3421846', 'player_in_id': '485424', 'player_in': 'Moussa Djenepo', 'player_out_id': '66100', 'player_out': 'Oriol Romeu'}]","[{'match_id': '3421846', 'player_id': '411295', 'player': 'Raphinha', 'card': 'yellow'}]","[{'match_id': '3421846', 'player_id': '99331', 'player': 'Jannik Vestergaard', 'card': 'yellow'}, {'match_id': '3421846', 'player_id': '485424', 'player': 'Moussa Djenepo', 'card': 'yellow'}]","{'home_total_shots': '11', 'away_total_shots': '13', 'home_shots_off_target': '4', 'away_shots_off_target': '6', 'home_shots_saved': '5', 'away_shots_saved': '4', 'home_corners': '2', 'away_corners': '4', 'home_freekicks': '12', 'away_freekicks': '11', 'home_fouls': '11', 'away_fouls': '13', 'home_offsides': '1', 'away_offsides': '2'}"
2082,3421855,931,631,FC Fulham,FC Chelsea,0:1,19,16.01.21,[],"[{'match_id': '3421855', 'scorrer_id': '346483', 'scorrer': 'Mason Mount', 'goal_type': 'Rechtsschuss', 'assist_id': None, 'assist': None}]","[{'match_id': '3421855', 'player_in_id': '243589', 'player_in': 'Josh Onomah', 'player_out_id': '149716', 'player_out': 'Ivan Cavaleiro'}, {'match_id': '3421855', 'player_in_id': '290951', 'player_in': 'Aboubakar Kamara', 'player_out_id': '186186', 'player_out': 'Bobby De Cordova-Reid'}, {'match_id': '3421855', 'player_in_id': '194460', 'player_in': 'Joe Bryan', 'player_out_id': '236490', 'player_out': 'Ola Aina'}]","[{'match_id': '3421855', 'player_in_id': '331726', 'player_in': 'Tammy Abraham', 'player_out_id': '102017', 'player_out': 'Jorginho'}, {'match_id': '3421855', 'player_in_id': '392768', 'player_in': 'Callum Hudson-Odoi', 'player_out_id': '217111', 'player_out': 'Hakim Ziyech'}, {'match_id': '3421855', 'player_in_id': '170527', 'player_in': 'Timo Werner', 'player_out_id': '82442', 'player_out': 'Olivier Giroud'}]","[{'match_id': '3421855', 'player_id': '349701', 'player': 'Antonee Robinson', 'card': 'red'}, {'match_id': '3421855', 'player_id': '186186', 'player': 'Bobby De Cordova-Reid', 'card': 'yellow'}, {'match_id': '3421855', 'player_id': '406040', 'player': 'Ademola Lookman', 'card': 'yellow'}]","[{'match_id': '3421855', 'player_id': '217111', 'player': 'Hakim Ziyech', 'card': 'yellow'}, {'match_id': '3421855', 'player_id': '29241', 'player': 'Thiago Silva', 'card': 'yellow'}, {'match_id': '3421855', 'player_id': '57500', 'player': 'César Azpilicueta', 'card': 'yellow'}]","{'home_total_shots': '10', 'away_total_shots': '21', 'home_shots_off_target': '5', 'away_shots_off_target': '7', 'home_shots_saved': '5', 'away_shots_saved': '2', 'home_corners': '1', 'away_corners': '12', 'home_freekicks': '10', 'away_freekicks': '11', 'home_fouls': '11', 'away_fouls': '10', 'home_offsides': '1', 'away_offsides': '3'}"
2083,3421857,1003,180,Leicester City,FC Southampton,2:0,19,16.01.21,"[{'match_id': '3421857', 'scorrer_id': '294057', 'scorrer': 'James Maddison', 'goal_type': 'Rechtsschuss', 'assist_id': '249565', 'assist': 'Youri Tielemans'}, {'match_id': '3421857', 'scorrer_id': '398065', 'scorrer': 'Harvey Barnes', 'goal_type': 'Kontertor', 'assist_id': '249565', 'assist': 'Youri Tielemans'}]",[],"[{'match_id': '3421857', 'player_in_id': '320141', 'player_in': 'Caglar Söyüncü', 'player_out_id': '475411', 'player_out': 'Wesley Fofana'}, {'match_id': '3421857', 'player_in_id': '246968', 'player_in': 'Ayoze Pérez', 'player_out_id': '294057', 'player_out': 'James Maddison'}, {'match_id': '3421857', 'player_in_id': '295330', 'player_in': 'Kelechi Iheanacho', 'player_out_id': '197838', 'player_out': 'Jamie Vardy'}]","[{'match_id': '3421857', 'player_in_id': '346482', 'player_in': 'Dan Nlundulu', 'player_out_id': '444211', 'player_out': 'Will Smallbone'}, {'match_id': '3421857', 'player_in_id': '37304', 'player_in': 'Shane Long', 'player_out_id': '346779', 'player_out': 'Ché Adams'}, {'match_id': '3421857', 'player_in_id': '406008', 'player_in': 'Yan Valery', 'player_out_id': '413032', 'player_out': 'Ibrahima Diallo'}]","[{'match_id': '3421857', 'player_id': '475411', 'player': 'Wesley Fofana', 'card': 'yellow'}, {'match_id': '3421857', 'player_id': '61560', 'player': 'Marc Albrighton', 'card': 'yellow'}]","[{'match_id': '3421857', 'player_id': '413032', 'player': 'Ibrahima Diallo', 'card': 'yellow'}, {'match_id': '3421857', 'player_id': '40611', 'player': 'Ryan Bertrand', 'card': 'yellow'}]","{'home_total_shots': '16', 'away_total_shots': '8', 'home_shots_off_target': '9', 'away_shots_off_target': '5', 'home_shots_saved': '3', 'away_shots_saved': '2', 'home_corners': '2', 'away_corners': '5', 'home_freekicks': '10', 'away_freekicks': '9', 'home_fouls': '10', 'away_fouls': '11', 'home_offsides': '5', 'away_offsides': '1'}"
2084,3421860,350,148,Sheffield United,Tottenham Hotspur,1:3,19,17.01.21,"[{'match_id': '3421860', 'scorrer_id': '35416', 'scorrer': 'David McGoldrick', 'goal_type': 'Kopfball', 'assist_id': '54383', 'assist': 'John Fleck'}]","[{'match_id': '3421860', 'scorrer_id': '127032', 'scorrer': 'Serge Aurier', 'goal_type': 'Kopfball', 'assist_id': '91845', 'assist': 'Heung-min Son'}, {'match_id': '3421860', 'scorrer_id': '132098', 'scorrer': 'Harry Kane', 'goal_type': 'Rechtsschuss', 'assist_id': '167799', 'assist': 'Pierre-Emile Höjbjerg'}, {'match_id': '3421860', 'scorrer_id': '450936', 'scorrer': 'Tanguy Ndombélé', 'goal_type': 'Rechtsschuss', 'assist_id': '284165', 'assist': 'Steven Bergwijn'}]","[{'match_id': '3421860', 'player_in_id': '214928', 'player_in': 'Kean Bryan', 'player_out_id': '73547', 'player_out': 'Oliver Norwood'}, {'match_id': '3421860', 'player_in_id': '406560', 'player_in': 'Rhian Brewster', 'player_out_id': '341317', 'player_out': 'Oliver Burke'}, {'match_id': '3421860', 'player_in_id': '49542', 'player_in': 'Billy Sharp', 'player_out_id': '52495', 'player_out': 'Chris Basham'}]","[{'match_id': '3421860', 'player_in_id': '77100', 'player_in': 'Lucas Moura', 'player_out_id': '284165', 'player_out': 'Steven Bergwijn'}, {'match_id': '3421860', 'player_in_id': '525287', 'player_in': 'Carlos Vinícius', 'player_out_id': '91845', 'player_out': 'Heung-min Son'}, {'match_id': '3421860', 'player_in_id': '341429', 'player_in': 'Davinson Sánchez', 'player_out_id': '282429', 'player_out': 'Sergio Reguilón'}]","[{'match_id': '3421860', 'player_id': '73547', 'player': 'Oliver Norwood', 'card': 'yellow'}, {'match_id': '3421860', 'player_id': '156941', 'player': 'John Lundstram', 'card': 'yellow'}, {'match_id': '3421860', 'player_id': '121324', 'player': 'John Egan', 'card': 'yellow'}, {'match_id': '3421860', 'player_id': '392771', 'player': 'Ethan Ampadu', 'card': 'yellow'}]",[],"{'home_total_shots': '15', 'away_total_shots': '14', 'home_shots_off_target': '3', 'away_shots_off_target': '4', 'home_shots_saved': '2', 'away_shots_saved': '4', 'home_corners': '5', 'away_corners': '7', 'home_freekicks': '4', 'away_freekicks': '13', 'home_fouls': '13', 'away_fouls': '4', 'home_offsides': '4', 'away_offsides': '1'}"
2085,3421858,31,985,FC Liverpool,Manchester United,0:0,19,17.01.21,[],[],"[{'match_id': '3421858', 'player_in_id': '433188', 'player_in': 'Curtis Jones', 'player_out_id': '86792', 'player_out': 'Xherdan Shaqiri'}, {'match_id': '3421858', 'player_in_id': '148368', 'player_in': 'Divock Origi', 'player_out_id': '131789', 'player_out': 'Roberto Firmino'}, {'match_id': '3421858', 'player_in_id': '3333', 'player_in': 'James Milner', 'player_out_id': '49499', 'player_out': 'Georginio Wijnaldum'}]","[{'match_id': '3421858', 'player_in_id': '48280', 'player_in': 'Edinson Cavani', 'player_out_id': '182877', 'player_out': 'Anthony Martial'}, {'match_id': '3421858', 'player_in_id': '532826', 'player_in': 'Mason Greenwood', 'player_out_id': '240306', 'player_out': 'Bruno Fernandes'}]","[{'match_id': '3421858', 'player_id': '86792', 'player': 'Xherdan Shaqiri', 'card': 'yellow'}, {'match_id': '3421858', 'player_id': '225693', 'player': 'Fabinho', 'card': 'yellow'}]","[{'match_id': '3421858', 'player_id': '258923', 'player': 'Marcus Rashford', 'card': 'yellow'}]","{'home_total_shots': '17', 'away_total_shots': '8', 'home_shots_off_target': '6', 'away_shots_off_target': '1', 'home_shots_saved': '4', 'away_shots_saved': '3', 'home_corners': '7', 'away_corners': '3', 'home_freekicks': '6', 'away_freekicks': '15', 'home_fouls': '15', 'away_fouls': '6', 'home_offsides': '1', 'away_offsides': '8'}"
2088,3421854,405,29,Aston Villa,FC Everton,0:0,19,13.05.21,[],[],"[{'match_id': '3421854', 'player_in_id': '66333', 'player_in': 'Ahmed Elmohamady', 'player_out_id': '425334', 'player_out': 'Matty Cash'}, {'match_id': '3421854', 'player_in_id': '503749', 'player_in': 'Jacob Ramsey', 'player_out_id': '131978', 'player_out': 'Ross Barkley'}, {'match_id': '3421854', 'player_in_id': '203460', 'player_in': 'Jack Grealish', 'player_out_id': '131996', 'player_out': 'Bertrand Traoré'}]","[{'match_id': '3421854', 'player_in_id': '221025', 'player_in': 'André Gomes', 'player_out_id': '90466', 'player_out': 'Gylfi Sigurdsson'}, {'match_id': '3421854', 'player_in_id': '242631', 'player_in': 'Alex Iwobi', 'player_out_id': '68390', 'player_out': 'Seamus Coleman'}]","[{'match_id': '3421854', 'player_id': '131996', 'player': 'Bertrand Traoré', 'card': 'yellow'}, {'match_id': '3421854', 'player_id': '193116', 'player': 'John McGinn', 'card': 'yellow'}]","[{'match_id': '3421854', 'player_id': '90466', 'player': 'Gylfi Sigurdsson', 'card': 'yellow'}]","{'home_total_shots': '13', 'away_total_shots': '15', 'home_shots_off_target': '7', 'away_shots_off_target': '9', 'home_shots_saved': '5', 'away_shots_saved': '2', 'home_corners': '9', 'away_corners': '1', 'home_freekicks': '12', 'away_freekicks': '8', 'home_fouls': '9', 'away_fouls': '12', 'home_offsides': '0', 'away_offsides': '1'}"
2089,3429689,873,379,Crystal Palace,West Ham United,2:3,20,26.01.21,"[{'match_id': '3429689', 'scorrer_id': '145988', 'scorrer': 'Wilfried Zaha', 'goal_type': 'Rechtsschuss', 'assist_id': '50201', 'assist': 'Christian Benteke'}, {'match_id': '3429689', 'scorrer_id': '179184', 'scorrer': 'Michy Batshuayi', 'goal_type': 'Linksschuss', 'assist_id': '108354', 'assist': 'Jordan Ayew'}]","[{'match_id': '3429689', 'scorrer_id': '283628', 'scorrer': 'Tomas Soucek', 'goal_type': 'Kopfball', 'assist_id': '104124', 'assist': 'Michail Antonio'}, {'match_id': '3429689', 'scorrer_id': '283628', 'scorrer': 'Tomas Soucek', 'goal_type': 'Rechtsschuss', 'assist_id': '92571', 'assist': 'Aaron Cresswell'}, {'match_id': '3429689', 'scorrer_id': '121477', 'scorrer': 'Craig Dawson', 'goal_type': 'Kopfball', 'assist_id': '314875', 'assist': 'Jarrod Bowen'}]","[{'match_id': '3429689', 'player_in_id': '179184', 'player_in': 'Michy Batshuayi', 'player_out_id': '61842', 'player_out': 'Andros Townsend'}, {'match_id': '3429689', 'player_in_id': '241481', 'player_in': 'Jairo Riedewald', 'player_out_id': '74300', 'player_out': 'Luka Milivojevic'}, {'match_id': '3429689', 'player_in_id': '108354', 'player_in': 'Jordan Ayew', 'player_out_id': '50201', 'player_out': 'Christian Benteke'}]","[{'match_id': '3429689', 'player_in_id': '140191', 'player_in': 'Ryan Fredericks', 'player_out_id': '314875', 'player_out': 'Jarrod Bowen'}, {'match_id': '3429689', 'player_in_id': '69015', 'player_in': 'Andriy Yarmolenko', 'player_out_id': '104124', 'player_out': 'Michail Antonio'}, {'match_id': '3429689', 'player_in_id': '31835', 'player_in': 'Mark Noble', 'player_out_id': '290532', 'player_out': 'Saïd Benrahma'}]",[],[],"{'home_total_shots': '6', 'away_total_shots': '17', 'home_shots_off_target': '3', 'away_shots_off_target': '6', 'home_shots_saved': '5', 'away_shots_saved': '1', 'home_corners': '3', 'away_corners': '4', 'home_freekicks': '8', 'away_freekicks': '9', 'home_fouls': '9', 'away_fouls': '8', 'home_offsides': '0', 'away_offsides': '2'}"
2090,3429690,762,399,Newcastle United,Leeds United,1:2,20,26.01.21,"[{'match_id': '3429690', 'scorrer_id': '272999', 'scorrer': 'Miguel Almirón', 'goal_type': 'Linksschuss', 'assist_id': '123682', 'assist': 'Callum Wilson'}]","[{'match_id': '3429690', 'scorrer_id': '411295', 'scorrer': 'Raphinha', 'goal_type': 'Kontertor', 'assist_id': '131505', 'assist': 'Rodrigo'}, {'match_id': '3429690', 'scorrer_id': '417346', 'scorrer': 'Jack Harrison', 'goal_type': 'Linksschuss', 'assist_id': '411295', 'assist': 'Raphinha'}]","[{'match_id': '3429690', 'player_in_id': '272642', 'player_in': 'Allan Saint-Maximin', 'player_out_id': '199527', 'player_out': 'Jacob Murphy'}, {'match_id': '3429690', 'player_in_id': '196522', 'player_in': 'Dwight Gayle', 'player_out_id': '146795', 'player_out': 'Ryan Fraser'}]","[{'match_id': '3429690', 'player_in_id': '410708', 'player_in': 'Pascal Struijk', 'player_out_id': '246291', 'player_out': 'Diego Llorente'}, {'match_id': '3429690', 'player_in_id': '92738', 'player_in': 'Mateusz Klich', 'player_out_id': '129604', 'player_out': 'Ezgjan Alioski'}, {'match_id': '3429690', 'player_in_id': '296986', 'player_in': 'Tyler Roberts', 'player_out_id': '183334', 'player_out': 'Patrick Bamford'}]","[{'match_id': '3429690', 'player_id': '135343', 'player': 'Fabian Schär', 'card': 'yellow'}]","[{'match_id': '3429690', 'player_id': '129604', 'player': 'Ezgjan Alioski', 'card': 'yellow'}, {'match_id': '3429690', 'player_id': '131505', 'player': 'Rodrigo', 'card': 'yellow'}, {'match_id': '3429690', 'player_id': '417346', 'player': 'Jack Harrison', 'card': 'yellow'}]","{'home_total_shots': '22', 'away_total_shots': '9', 'home_shots_off_target': '10', 'away_shots_off_target': '4', 'home_shots_saved': '1', 'away_shots_saved': '4', 'home_corners': '9', 'away_corners': '4', 'home_freekicks': '12', 'away_freekicks': '9', 'home_fouls': '10', 'away_fouls': '15', 'home_offsides': '1', 'away_offsides': '0'}"
2093,3429684,1132,405,FC Burnley,Aston Villa,3:2,20,27.01.21,"[{'match_id': '3429684', 'scorrer_id': '74810', 'scorrer': 'Ben Mee', 'goal_type': 'Kopfball', 'assist_id': '91317', 'assist': 'Ashley Westwood'}, {'match_id': '3429684', 'scorrer_id': '584769', 'scorrer': 'Dwight McNeil', 'goal_type': 'Linksschuss', 'assist_id': '43763', 'assist': 'Erik Pieters'}, {'match_id': '3429684', 'scorrer_id': '108725', 'scorrer': 'Chris Wood', 'goal_type': 'Kopfball', 'assist_id': '584769', 'assist': 'Dwight McNeil'}]","[{'match_id': '3429684', 'scorrer_id': '324358', 'scorrer': 'Ollie Watkins', 'goal_type': 'Rechtsschuss', 'assist_id': '250478', 'assist': 'Matt Targett'}, {'match_id': '3429684', 'scorrer_id': '203460', 'scorrer': 'Jack Grealish', 'goal_type': 'Rechtsschuss', 'assist_id': '447661', 'assist': 'Douglas Luiz'}]","[{'match_id': '3429684', 'player_in_id': '40613', 'player_in': 'Jack Cork', 'player_out_id': '293569', 'player_out': 'Josh Brownhill'}, {'match_id': '3429684', 'player_in_id': '89231', 'player_in': 'Jóhann Berg Gudmundsson', 'player_out_id': '128229', 'player_out': 'Robbie Brady'}, {'match_id': '3429684', 'player_in_id': '101500', 'player_in': 'Matej Vydra', 'player_out_id': '53360', 'player_out': 'Jay Rodríguez'}]","[{'match_id': '3429684', 'player_in_id': '183720', 'player_in': 'Anwar El Ghazi', 'player_out_id': '131978', 'player_out': 'Ross Barkley'}, {'match_id': '3429684', 'player_in_id': '234189', 'player_in': 'Mahmoud Trezeguet', 'player_out_id': '131996', 'player_out': 'Bertrand Traoré'}, {'match_id': '3429684', 'player_in_id': '412660', 'player_in': 'Keinan Davis', 'player_out_id': '447661', 'player_out': 'Douglas Luiz'}]","[{'match_id': '3429684', 'player_id': '173504', 'player': 'James Tarkowski', 'card': 'yellow'}]",[],"{'home_total_shots': '10', 'away_total_shots': '18', 'home_shots_off_target': '3', 'away_shots_off_target': '5', 'home_shots_saved': '8', 'away_shots_saved': '2', 'home_corners': '2', 'away_corners': '4', 'home_freekicks': '6', 'away_freekicks': '16', 'home_fouls': '16', 'away_fouls': '7', 'home_offsides': '3', 'away_offsides': '2'}"
2094,3429688,631,543,FC Chelsea,Wolverhampton Wanderers,0:0,20,27.01.21,[],[],"[{'match_id': '3429688', 'player_in_id': '315779', 'player_in': 'Christian Pulisic', 'player_out_id': '316125', 'player_out': 'Ben Chilwell'}, {'match_id': '3429688', 'player_in_id': '331726', 'player_in': 'Tammy Abraham', 'player_out_id': '82442', 'player_out': 'Olivier Giroud'}, {'match_id': '3429688', 'player_in_id': '346483', 'player_in': 'Mason Mount', 'player_out_id': '217111', 'player_out': 'Hakim Ziyech'}]","[{'match_id': '3429688', 'player_in_id': '485583', 'player_in': 'Ki-Jana Hoever', 'player_out_id': '578391', 'player_out': 'Rayan Aït-Nouri'}, {'match_id': '3429688', 'player_in_id': '122155', 'player_in': 'Willian José', 'player_out_id': '256977', 'player_out': 'Daniel Podence'}, {'match_id': '3429688', 'player_in_id': '29364', 'player_in': 'João Moutinho', 'player_out_id': '204103', 'player_out': 'Adama Traoré'}]","[{'match_id': '3429688', 'player_id': '316125', 'player': 'Ben Chilwell', 'card': 'yellow'}]","[{'match_id': '3429688', 'player_id': '487465', 'player': 'Pedro Neto', 'card': 'yellow'}]","{'home_total_shots': '14', 'away_total_shots': '4', 'home_shots_off_target': '5', 'away_shots_off_target': '4', 'home_shots_saved': '0', 'away_shots_saved': '5', 'home_corners': '12', 'away_corners': '1', 'home_freekicks': '7', 'away_freekicks': '14', 'home_fouls': '14', 'away_fouls': '7', 'home_offsides': '2', 'away_offsides': '0'}"
