,player_name,season,market_value
0,Fraser Forster,2015,"15,00 Mio. €"
1,Maarten Stekelenburg,2015,"1,00 Mio. €"
2,Paulo Gazzaniga,2015,"1,00 Mio. €"
3,Kelvin Davis,2015,250 Tsd. €
4,Virgil van Dijk,2015,"12,00 Mio. €"
5,Steven Caulker,2015,"7,50 Mio. €"
6,José Fonte,2015,"5,00 Mio. €"
7,Florin Gardos,2015,"5,00 Mio. €"
8,Maya Yoshida,2015,"4,00 Mio. €"
9,Cuco Martina,2015,"2,00 Mio. €"
10,Jack Stephens,2015,250 Tsd. €
11,Jordan Turnbull,2015,250 Tsd. €
12,Ryan Bertrand,2015,"14,00 Mio. €"
13,Matt Targett,2015,"3,00 Mio. €"
14,Sam McQueen,2015,-
15,Cédric Soares,2015,"11,00 Mio. €"
16,Jason McCarthy,2015,-
17,Victor Wanyama,2015,"15,00 Mio. €"
18,Jordy Clasie,2015,"11,00 Mio. €"
19,Oriol Romeu,2015,"5,00 Mio. €"
20,James Ward-Prowse,2015,"11,00 Mio. €"
21,Steven Davis,2015,"6,00 Mio. €"
22,Harrison Reed,2015,"1,50 Mio. €"
23,Gastón Ramírez,2015,"5,00 Mio. €"
24,Sadio Mané,2015,"20,00 Mio. €"
25,Dusan Tadic,2015,"15,00 Mio. €"
26,Juanmi,2015,"7,00 Mio. €"
27,Lloyd Isgrove,2015,250 Tsd. €
28,Jay Rodríguez,2015,"13,00 Mio. €"
29,Charlie Austin,2015,"13,00 Mio. €"
30,Graziano Pellè,2015,"11,00 Mio. €"
31,Shane Long,2015,"10,00 Mio. €"
32,Sam Gallagher,2015,500 Tsd. €
33,Ryan Seager,2015,-
34,Olufela Olomola,2015,-
35,Brad Guzan,2015,"3,00 Mio. €"
36,Mark Bunn,2015,750 Tsd. €
37,Jed Steer,2015,500 Tsd. €
38,Benjamin Siegrist,2015,250 Tsd. €
39,Bradley Watkins,2015,-
40,Jores Okore,2015,"5,00 Mio. €"
41,Ciaran Clark,2015,"4,50 Mio. €"
42,Tiago Ilori,2015,"4,00 Mio. €"
43,Nathan Baker,2015,"2,50 Mio. €"
44,Joleon Lescott,2015,"2,00 Mio. €"
45,Aly Cissokho,2015,"2,00 Mio. €"
46,José Crespo,2015,700 Tsd. €
47,Janoi Donacien,2015,250 Tsd. €
48,Kevin Toner,2015,-
49,Easah Suliman,2015,-
50,Niall Mason,2015,-
51,Jordan Amavi,2015,"10,00 Mio. €"
52,Kieran Richardson,2015,"1,50 Mio. €"
53,Joe Bennett,2015,"1,50 Mio. €"
54,Micah Richards,2015,"5,00 Mio. €"
55,Alan Hutton,2015,"2,00 Mio. €"
56,Jordan Veretout,2015,"8,00 Mio. €"
57,Carlos Sánchez,2015,"5,00 Mio. €"
58,Ashley Westwood,2015,"4,00 Mio. €"
59,Jordan Lyden,2015,-
60,Idrissa Gueye,2015,"9,00 Mio. €"
61,Leandro Bacuna,2015,"3,00 Mio. €"
62,Gary Gardner,2015,"2,00 Mio. €"
63,Jerell Sellars,2015,-
64,Carles Gil,2015,"4,00 Mio. €"
65,Joe Cole,2015,500 Tsd. €
66,Jack Grealish,2015,"4,50 Mio. €"
67,Scott Sinclair,2015,"3,50 Mio. €"
68,Andre Green,2015,-
69,Adama Traoré,2015,"8,00 Mio. €"
70,Charles N'Zogbia,2015,"1,00 Mio. €"
71,Corey Blackett-Taylor,2015,-
72,Jordan Ayew,2015,"7,50 Mio. €"
73,Rudy Gestede,2015,"7,00 Mio. €"
74,Gabriel Agbonlahor,2015,"3,00 Mio. €"
75,Libor Kozak,2015,"2,00 Mio. €"
76,Callum Robinson,2015,500 Tsd. €
77,Rushian Hepburn-Murphy,2015,-
78,Keinan Davis,2015,-
79,John Ruddy,2015,"3,00 Mio. €"
80,Declan Rudd,2015,"2,00 Mio. €"
81,Jake Kean,2015,750 Tsd. €
82,Remi Matthews,2015,100 Tsd. €
83,Timm Klose,2015,"5,00 Mio. €"
84,Sébastien Bassong,2015,"3,00 Mio. €"
85,Russell Martin,2015,"3,00 Mio. €"
86,Michael Turner,2015,"2,00 Mio. €"
87,Ryan Bennett,2015,"2,00 Mio. €"
88,Martin Olsson,2015,"3,50 Mio. €"
89,Harry Toffolo,2015,250 Tsd. €
90,Ivo Pinto,2015,"4,00 Mio. €"
91,Andre Wisdom,2015,"4,00 Mio. €"
92,Steven Whittaker,2015,"1,50 Mio. €"
93,Alexander Tettey,2015,"3,50 Mio. €"
94,Youssouf Mulumbu,2015,"3,00 Mio. €"
95,Bradley Johnson,2015,"6,00 Mio. €"
96,Vadis Odjidja-Ofoe,2015,"4,50 Mio. €"
97,Jonathan Howson,2015,"4,00 Mio. €"
98,Graham Dorrans,2015,"3,50 Mio. €"
99,Gary O'Neil,2015,"1,00 Mio. €"
100,Tony Andreu,2015,500 Tsd. €
101,Louis Thompson,2015,500 Tsd. €
102,Conor McGrandles,2015,250 Tsd. €
103,Elliott Bennett,2015,"1,00 Mio. €"
104,Robbie Brady,2015,"6,00 Mio. €"
105,Wes Hoolahan,2015,"2,00 Mio. €"
106,James Maddison,2015,"1,50 Mio. €"
107,Matt Jarvis,2015,"3,00 Mio. €"
108,Josh Murphy,2015,"1,00 Mio. €"
109,Nathan Redmond,2015,"7,50 Mio. €"
110,Jacob Murphy,2015,300 Tsd. €
111,Steven Naismith,2015,"6,00 Mio. €"
112,Dieumerci Mbokani,2015,"7,00 Mio. €"
113,Patrick Bamford,2015,"5,00 Mio. €"
114,Lewis Grabban,2015,"4,00 Mio. €"
115,Gary Hooper,2015,"4,00 Mio. €"
116,Cameron Jerome,2015,"3,00 Mio. €"
117,Ricky van Wolfswinkel,2015,"2,50 Mio. €"
118,Kyle Lafferty,2015,"2,00 Mio. €"
119,Jamar Loza,2015,250 Tsd. €
120,Ben Foster,2015,"4,00 Mio. €"
121,Boaz Myhill,2015,"2,00 Mio. €"
122,Anders Lindegaard,2015,"1,50 Mio. €"
123,Jack Rose,2015,100 Tsd. €
124,Alex Palmer,2015,-
125,Jonny Evans,2015,"6,00 Mio. €"
126,James Chester,2015,"5,00 Mio. €"
127,Craig Dawson,2015,"5,00 Mio. €"
128,Joleon Lescott,2015,"2,00 Mio. €"
129,Jonas Olsson,2015,"1,50 Mio. €"
130,Gareth McAuley,2015,"1,00 Mio. €"
131,Shaun Donnellan,2015,-
132,Sébastien Pocognoli,2015,"1,00 Mio. €"
133,Cristian Gamboa,2015,"2,00 Mio. €"
134,Sandro,2015,"6,00 Mio. €"
135,Claudio Yacob,2015,"4,00 Mio. €"
136,Sam Field,2015,-
137,James Morrison,2015,"5,00 Mio. €"
138,Chris Brunt,2015,"4,00 Mio. €"
139,Craig Gardner,2015,"3,00 Mio. €"
140,Darren Fletcher,2015,"2,00 Mio. €"
141,James McClean,2015,"3,00 Mio. €"
142,Kyle Edwards,2015,-
143,Stéphane Sessègnon,2015,"3,00 Mio. €"
144,Alex Pritchard,2015,"3,00 Mio. €"
145,Joe Ward,2015,-
146,Callum McManaman,2015,"5,00 Mio. €"
147,Serge Gnabry,2015,"3,00 Mio. €"
148,Jonathan Leko,2015,-
149,Salomón Rondón,2015,"15,00 Mio. €"
150,Saido Berahino,2015,"15,00 Mio. €"
151,Brown Ideye,2015,"6,00 Mio. €"
152,Rickie Lambert,2015,"3,00 Mio. €"
153,Victor Anichebe,2015,"2,00 Mio. €"
154,Tyler Roberts,2015,-
155,James Horsfield,2015,-
156,Joe Hart,2015,"17,00 Mio. €"
157,Willy Caballero,2015,"3,00 Mio. €"
158,Richard Wright,2015,250 Tsd. €
159,Nicolás Otamendi,2015,"32,00 Mio. €"
160,Vincent Kompany,2015,"30,00 Mio. €"
161,Eliaquim Mangala,2015,"23,00 Mio. €"
162,Jason Denayer,2015,"4,00 Mio. €"
163,Martín Demichelis,2015,"2,00 Mio. €"
164,Tosin Adarabioyo,2015,-
165,Cameron Humphreys,2015,-
166,Aleksandar Kolarov,2015,"11,00 Mio. €"
167,Gaël Clichy,2015,"9,00 Mio. €"
168,Angeliño,2015,-
169,Jesús Navas,2015,"20,00 Mio. €"
170,Pablo Zabaleta,2015,"14,00 Mio. €"
171,Bacary Sagna,2015,"7,00 Mio. €"
172,Pablo Maffeo,2015,100 Tsd. €
173,Fernandinho,2015,"28,00 Mio. €"
174,Fernando,2015,"16,00 Mio. €"
175,Luke Brattan,2015,500 Tsd. €
176,George Evans,2015,500 Tsd. €
177,George Glendon,2015,-
178,Yaya Touré,2015,"20,00 Mio. €"
179,Fabian Delph,2015,"10,00 Mio. €"
180,Aleix García,2015,-
181,Kevin De Bruyne,2015,"60,00 Mio. €"
182,David Silva,2015,"33,00 Mio. €"
183,Samir Nasri,2015,"21,00 Mio. €"
184,Bersant Celina,2015,-
185,Manu García,2015,-
186,Raheem Sterling,2015,"45,00 Mio. €"
187,Brandon Barker,2015,-
188,Patrick Roberts,2015,"5,00 Mio. €"
189,Sergio Agüero,2015,"60,00 Mio. €"
190,Wilfried Bony,2015,"23,00 Mio. €"
191,Kelechi Iheanacho,2015,"5,00 Mio. €"
192,David Faupala,2015,-
193,Hugo Lloris,2015,"24,00 Mio. €"
194,Michel Vorm,2015,"5,00 Mio. €"
195,Luke McGee,2015,-
196,Toby Alderweireld,2015,"27,00 Mio. €"
197,Jan Vertonghen,2015,"23,00 Mio. €"
198,Eric Dier,2015,"18,00 Mio. €"
199,Federico Fazio,2015,"8,00 Mio. €"
200,Kevin Wimmer,2015,"7,00 Mio. €"
201,Cameron Carter-Vickers,2015,-
202,Danny Rose,2015,"14,00 Mio. €"
203,Ben Davies,2015,"8,00 Mio. €"
204,Kyle Walker,2015,"15,00 Mio. €"
205,Kieran Trippier,2015,"6,00 Mio. €"
206,DeAndre Yedlin,2015,"1,50 Mio. €"
207,Kyle Walker-Peters,2015,-
208,Harry Winks,2015,-
209,Christian Eriksen,2015,"29,00 Mio. €"
210,Mousa Dembélé,2015,"18,00 Mio. €"
211,Nabil Bentaleb,2015,"10,00 Mio. €"
212,Ryan Mason,2015,"7,50 Mio. €"
213,Tom Carroll,2015,"5,00 Mio. €"
214,Josh Onomah,2015,"1,50 Mio. €"
215,Grant Ward,2015,350 Tsd. €
216,Dele Alli,2015,"20,00 Mio. €"
217,Alex Pritchard,2015,"3,00 Mio. €"
218,Heung-min Son,2015,"25,00 Mio. €"
219,Nacer Chadli,2015,"13,00 Mio. €"
220,Erik Lamela,2015,"24,00 Mio. €"
221,Clinton N'Jie,2015,"10,00 Mio. €"
222,Andros Townsend,2015,"9,00 Mio. €"
223,Harry Kane,2015,"40,00 Mio. €"
224,Petr Cech,2015,"12,00 Mio. €"
225,David Ospina,2015,"8,00 Mio. €"
226,Emiliano Martínez,2015,"1,50 Mio. €"
227,Matt Macey,2015,500 Tsd. €
228,Laurent Koscielny,2015,"22,00 Mio. €"
229,Per Mertesacker,2015,"13,00 Mio. €"
230,Gabriel Paulista,2015,"12,00 Mio. €"
231,Calum Chambers,2015,"12,00 Mio. €"
232,Mathieu Debuchy,2015,"7,50 Mio. €"
233,Nacho Monreal,2015,"15,00 Mio. €"
234,Kieran Gibbs,2015,"13,00 Mio. €"
235,Héctor Bellerín,2015,"18,00 Mio. €"
236,Carl Jenkinson,2015,"9,00 Mio. €"
237,Francis Coquelin,2015,"12,00 Mio. €"
238,Mohamed Elneny,2015,"6,00 Mio. €"
239,Mathieu Flamini,2015,"4,00 Mio. €"
240,Krystian Bielik,2015,"1,50 Mio. €"
241,Isaac Hayden,2015,500 Tsd. €
242,Ismaël Bennacer,2015,100 Tsd. €
243,Glen Kamara,2015,-
244,Ben Sheaf,2015,-
245,Aaron Ramsey,2015,"30,00 Mio. €"
246,Santi Cazorla,2015,"24,00 Mio. €"
247,Jack Wilshere,2015,"23,00 Mio. €"
248,Alex Oxlade-Chamberlain,2015,"20,00 Mio. €"
249,Mikel Arteta,2015,"2,00 Mio. €"
250,Mesut Özil,2015,"50,00 Mio. €"
251,Tomas Rosicky,2015,"1,00 Mio. €"
252,Alex Iwobi,2015,"1,00 Mio. €"
253,Jeff Reine-Adélaïde,2015,"1,00 Mio. €"
254,Jon Toral,2015,750 Tsd. €
255,Chris Willock,2015,-
256,Theo Walcott,2015,"25,00 Mio. €"
257,Joel Campbell,2015,"8,00 Mio. €"
258,Serge Gnabry,2015,"3,00 Mio. €"
259,Wellington Silva,2015,"2,00 Mio. €"
260,Alexis Sánchez,2015,"55,00 Mio. €"
261,Olivier Giroud,2015,"25,00 Mio. €"
262,Danny Welbeck,2015,"17,00 Mio. €"
263,Yaya Sanogo,2015,"1,50 Mio. €"
264,Chuba Akpom,2015,"1,00 Mio. €"
265,Tim Krul,2015,"8,00 Mio. €"
266,Karl Darlow,2015,"2,50 Mio. €"
267,Rob Elliot,2015,"1,50 Mio. €"
268,Freddie Woodman,2015,250 Tsd. €
269,Chancel Mbemba,2015,"10,00 Mio. €"
270,Daryl Janmaat,2015,"7,50 Mio. €"
271,Jamaal Lascelles,2015,"3,00 Mio. €"
272,Fabricio Coloccini,2015,"2,00 Mio. €"
273,Mike Williamson,2015,"1,50 Mio. €"
274,Steven Taylor,2015,"1,50 Mio. €"
275,Curtis Good,2015,500 Tsd. €
276,Paul Dummett,2015,"3,50 Mio. €"
277,Massadio Haidara,2015,"1,50 Mio. €"
278,Liam Gibson,2015,-
279,Kevin Mbabu,2015,250 Tsd. €
280,Jamie Sterry,2015,-
281,Callum Williams,2015,-
282,Jack Colback,2015,"7,50 Mio. €"
283,Cheik Tioté,2015,"6,00 Mio. €"
284,Vurnon Anita,2015,"4,00 Mio. €"
285,Georginio Wijnaldum,2015,"20,00 Mio. €"
286,Moussa Sissoko,2015,"13,00 Mio. €"
287,Jonjo Shelvey,2015,"12,00 Mio. €"
288,Gaël Bigirimana,2015,750 Tsd. €
289,Dan Barlaser,2015,-
290,Siem de Jong,2015,"7,00 Mio. €"
291,Henri Saivet,2015,"5,00 Mio. €"
292,Sylvain Marveaux,2015,"1,50 Mio. €"
293,Sammy Ameobi,2015,"5,00 Mio. €"
294,Yoan Gouffran,2015,"4,00 Mio. €"
295,Rolando Aarons,2015,"1,00 Mio. €"
296,Andros Townsend,2015,"9,00 Mio. €"
297,Florian Thauvin,2015,"9,00 Mio. €"
298,Gabriel Obertan,2015,"1,00 Mio. €"
299,Ayoze Pérez,2015,"8,00 Mio. €"
300,Haris Vuckic,2015,750 Tsd. €
301,Aleksandar Mitrović,2015,"14,00 Mio. €"
302,Seydou Doumbia,2015,"12,00 Mio. €"
303,Papiss Cissé,2015,"7,50 Mio. €"
304,Emmanuel Rivière,2015,"5,00 Mio. €"
305,Adam Armstrong,2015,"1,00 Mio. €"
306,Ivan Toney,2015,500 Tsd. €
307,Kasper Schmeichel,2015,"5,00 Mio. €"
308,Mark Schwarzer,2015,500 Tsd. €
309,Ben Hamer,2015,500 Tsd. €
310,Jonny Maddison,2015,-
311,Robert Huth,2015,"6,00 Mio. €"
312,Daniel Amartey,2015,"5,00 Mio. €"
313,Yohan Benalouane,2015,"3,00 Mio. €"
314,Wes Morgan,2015,"2,50 Mio. €"
315,Liam Moore,2015,"2,00 Mio. €"
316,Marcin Wasilewski,2015,500 Tsd. €
317,Christian Fuchs,2015,"6,00 Mio. €"
318,Ben Chilwell,2015,"1,00 Mio. €"
319,Paul Konchesky,2015,500 Tsd. €
320,Danny Simpson,2015,"3,00 Mio. €"
321,Ritchie De Laet,2015,"2,50 Mio. €"
322,N'Golo Kanté,2015,"20,00 Mio. €"
323,Gökhan Inler,2015,"6,00 Mio. €"
324,Danny Drinkwater,2015,"6,00 Mio. €"
325,Andy King,2015,"3,50 Mio. €"
326,Matty James,2015,"1,50 Mio. €"
327,Dean Hammond,2015,500 Tsd. €
328,Marc Albrighton,2015,"4,00 Mio. €"
329,Jeffrey Schlupp,2015,"7,00 Mio. €"
330,Demarai Gray,2015,"6,00 Mio. €"
331,Tom Lawrence,2015,"1,00 Mio. €"
332,Joseph Dodoo,2015,-
333,André Olukanmi,2015,-
334,Riyad Mahrez,2015,"20,00 Mio. €"
335,Nathan Dyer,2015,"4,00 Mio. €"
336,Harry Panayiotou,2015,-
337,Jamie Vardy,2015,"18,00 Mio. €"
338,Shinji Okazaki,2015,"10,00 Mio. €"
339,Leonardo Ulloa,2015,"8,00 Mio. €"
340,Andrej Kramaric,2015,"7,50 Mio. €"
341,Jacob Blyth,2015,100 Tsd. €
342,Adam Federici,2015,"1,00 Mio. €"
343,Artur Boruc,2015,"1,00 Mio. €"
344,Ryan Allsop,2015,250 Tsd. €
345,Marius Adamonis,2015,50 Tsd. €
346,Jordan Holmes,2015,-
347,Tyrone Mings,2015,"6,00 Mio. €"
348,Steve Cook,2015,"3,00 Mio. €"
349,Tommy Elphick,2015,"1,50 Mio. €"
350,Sylvain Distin,2015,750 Tsd. €
351,Elliott Ward,2015,500 Tsd. €
352,Stéphane Zubar,2015,250 Tsd. €
353,Baily Cargill,2015,250 Tsd. €
354,Jack Simpson,2015,-
355,Corey Jordan,2015,-
356,Charlie Daniels,2015,"2,00 Mio. €"
357,Joe Bennett,2015,"1,50 Mio. €"
358,Rhoys Wiggins,2015,750 Tsd. €
359,Filippo Costa,2015,250 Tsd. €
360,Callum Buckley,2015,-
361,Simon Francis,2015,"2,00 Mio. €"
362,Adam Smith,2015,"1,50 Mio. €"
363,Jordan Lee,2015,-
364,Matt Butcher,2015,-
365,Dan Gosling,2015,"2,00 Mio. €"
366,Andrew Surman,2015,"1,50 Mio. €"
367,Harry Arter,2015,"1,50 Mio. €"
368,Eunan O'Kane,2015,"1,50 Mio. €"
369,Shaun MacDonald,2015,500 Tsd. €
370,Josh Wakefield,2015,100 Tsd. €
371,Matt Ritchie,2015,"6,00 Mio. €"
372,Juan Iturbe,2015,"15,00 Mio. €"
373,Max Gradel,2015,"8,00 Mio. €"
374,Junior Stanislas,2015,"4,00 Mio. €"
375,Christian Atsu,2015,"3,50 Mio. €"
376,Marc Pugh,2015,"2,00 Mio. €"
377,Ryan Fraser,2015,500 Tsd. €
378,Jordan Green,2015,-
379,Lee Tomlin,2015,"3,50 Mio. €"
380,Benik Afobe,2015,"9,00 Mio. €"
381,Callum Wilson,2015,"7,00 Mio. €"
382,Lewis Grabban,2015,"4,00 Mio. €"
383,Glenn Murray,2015,"4,00 Mio. €"
384,Joshua King,2015,"2,00 Mio. €"
385,Tokelo Rantie,2015,"1,00 Mio. €"
386,Yann Kermorgant,2015,500 Tsd. €
387,Jayden Stockley,2015,250 Tsd. €
388,Harry Cornick,2015,-
389,Joe Quigley,2015,-
390,Sam Surridge,2015,-
391,Costel Pantilimon,2015,"4,50 Mio. €"
392,Giedrius Arlauskis,2015,"1,50 Mio. €"
393,Heurelho Gomes,2015,"1,00 Mio. €"
394,Rene Gilmartin,2015,250 Tsd. €
395,Luke Simpson,2015,-
396,Mario Suárez,2015,"8,00 Mio. €"
397,Nathan Aké,2015,"4,50 Mio. €"
398,Sebastian Prödl,2015,"4,00 Mio. €"
399,Craig Cathcart,2015,"4,00 Mio. €"
400,Miguel Britos,2015,"3,50 Mio. €"
401,Gabriele Angella,2015,"2,00 Mio. €"
402,Essaïd Belkalem,2015,"1,50 Mio. €"
403,Joel Ekstrand,2015,"1,00 Mio. €"
404,Tommie Hoban,2015,"1,00 Mio. €"
405,Jose Cholevas,2015,"2,00 Mio. €"
406,Daniel Pudil,2015,"1,50 Mio. €"
407,Miguel Layún,2015,"7,00 Mio. €"
408,Allan Nyom,2015,"4,00 Mio. €"
409,Juan Carlos Paredes,2015,"2,00 Mio. €"
410,Étienne Capoue,2015,"9,00 Mio. €"
411,Valon Behrami,2015,"2,50 Mio. €"
412,Almen Abdi,2015,"3,50 Mio. €"
413,Ben Watson,2015,"1,50 Mio. €"
414,Adlène Guédioura,2015,"1,00 Mio. €"
415,Sean Murray,2015,750 Tsd. €
416,Connor Smith,2015,250 Tsd. €
417,Ikechi Anya,2015,"3,00 Mio. €"
418,Lloyd Dyer,2015,500 Tsd. €
419,José Manuel Jurado,2015,"7,00 Mio. €"
420,Steven Berghuis,2015,"4,00 Mio. €"
421,Alessandro Diamanti,2015,"1,50 Mio. €"
422,Nordin Amrabat,2015,"5,00 Mio. €"
423,Víctor Ibarbo,2015,"8,00 Mio. €"
424,Fernando Forestieri,2015,"3,50 Mio. €"
425,Odion Ighalo,2015,"12,00 Mio. €"
426,Troy Deeney,2015,"9,00 Mio. €"
427,Obbi Oulare,2015,"6,00 Mio. €"
428,Matej Vydra,2015,"5,50 Mio. €"
429,Uche Ikpeazu,2015,250 Tsd. €
430,Simon Mignolet,2015,"12,00 Mio. €"
431,Ádám Bogdán,2015,"2,00 Mio. €"
432,Danny Ward,2015,"1,50 Mio. €"
433,Lawrence Vigouroux,2015,100 Tsd. €
434,Ryan Fulton,2015,-
435,Mamadou Sakho,2015,"18,00 Mio. €"
436,Dejan Lovren,2015,"13,00 Mio. €"
437,Martin Skrtel,2015,"10,00 Mio. €"
438,Steven Caulker,2015,"7,50 Mio. €"
439,Tiago Ilori,2015,"4,00 Mio. €"
440,Joe Gomez,2015,"3,50 Mio. €"
441,Kolo Touré,2015,"2,00 Mio. €"
442,Dan Cleary,2015,-
443,Conor Masterson,2015,-
444,Alberto Moreno,2015,"15,00 Mio. €"
445,José Enrique,2015,"1,50 Mio. €"
446,Brad Smith,2015,100 Tsd. €
447,Joe Maguire,2015,-
448,Nathaniel Clyne,2015,"21,00 Mio. €"
449,Jon Flanagan,2015,"7,00 Mio. €"
450,Andre Wisdom,2015,"4,00 Mio. €"
451,Connor Randall,2015,250 Tsd. €
452,Emre Can,2015,"18,00 Mio. €"
453,Lucas Leiva,2015,"12,00 Mio. €"
454,Jordan Rossiter,2015,750 Tsd. €
455,Kevin Stewart,2015,500 Tsd. €
456,Pedro Chirivella,2015,100 Tsd. €
457,Jordan Henderson,2015,"28,00 Mio. €"
458,James Milner,2015,"15,00 Mio. €"
459,Joe Allen,2015,"8,00 Mio. €"
460,Cameron Brannagan,2015,-
461,Adam Lallana,2015,"19,00 Mio. €"
462,João Carlos Teixeira,2015,"1,00 Mio. €"
463,Philippe Coutinho,2015,"32,00 Mio. €"
464,Ryan Kent,2015,100 Tsd. €
465,Jordon Ibe,2015,"7,00 Mio. €"
466,Sergi Canós,2015,750 Tsd. €
467,Sheyi Ojo,2015,500 Tsd. €
468,Roberto Firmino,2015,"35,00 Mio. €"
469,Christian Benteke,2015,"27,00 Mio. €"
470,Daniel Sturridge,2015,"25,00 Mio. €"
471,Danny Ings,2015,"12,00 Mio. €"
472,Divock Origi,2015,"11,00 Mio. €"
473,Jerome Sinclair,2015,100 Tsd. €
474,Wayne Hennessey,2015,"3,50 Mio. €"
475,Alex McCarthy,2015,"3,00 Mio. €"
476,Julián Speroni,2015,500 Tsd. €
477,Scott Dann,2015,"5,00 Mio. €"
478,Damien Delaney,2015,"2,00 Mio. €"
479,Adrian Mariappa,2015,"2,00 Mio. €"
480,Brede Hangeland,2015,"1,00 Mio. €"
481,Patrick McCarthy,2015,500 Tsd. €
482,Luke Croll,2015,-
483,Pape Souaré,2015,"6,00 Mio. €"
484,Zeki Fryers,2015,"2,50 Mio. €"
485,Jerome Binnom-Williams,2015,100 Tsd. €
486,Joel Ward,2015,"5,00 Mio. €"
487,Martin Kelly,2015,"4,00 Mio. €"
488,Mile Jedinak,2015,"6,00 Mio. €"
489,Connor Dymond,2015,-
490,Yohan Cabaye,2015,"18,00 Mio. €"
491,James McArthur,2015,"7,00 Mio. €"
492,Jason Puncheon,2015,"5,00 Mio. €"
493,Jordon Mutch,2015,"4,00 Mio. €"
494,Joe Ledley,2015,"3,50 Mio. €"
495,Hiram Boateng,2015,-
496,Jake Gray,2015,-
497,Luke Dreher,2015,-
498,Jonathan Williams,2015,750 Tsd. €
499,Yannick Bolasie,2015,"12,00 Mio. €"
500,Bakary Sako,2015,"8,00 Mio. €"
501,Wilfried Zaha,2015,"8,00 Mio. €"
502,Sullay Kaikai,2015,100 Tsd. €
503,Chung-yong Lee,2015,"2,00 Mio. €"
504,Connor Wickham,2015,"6,00 Mio. €"
505,Patrick Bamford,2015,"5,00 Mio. €"
506,Glenn Murray,2015,"4,00 Mio. €"
507,Fraizer Campbell,2015,"3,50 Mio. €"
508,Dwight Gayle,2015,"3,00 Mio. €"
509,Emmanuel Adebayor,2015,"2,50 Mio. €"
510,Marouane Chamakh,2015,"2,00 Mio. €"
511,Kwesi Appiah,2015,250 Tsd. €
512,Costel Pantilimon,2015,"4,50 Mio. €"
513,Vito Mannone,2015,"2,50 Mio. €"
514,Jordan Pickford,2015,"1,00 Mio. €"
515,Steve Harper,2015,250 Tsd. €
516,Max Stryjek,2015,-
517,Lamine Koné,2015,"5,00 Mio. €"
518,Younès Kaboul,2015,"3,00 Mio. €"
519,Sebastián Coates,2015,"2,00 Mio. €"
520,Jan Kirchhoff,2015,"1,50 Mio. €"
521,Valentin Roberge,2015,"1,50 Mio. €"
522,John O'Shea,2015,"1,00 Mio. €"
523,Wes Brown,2015,500 Tsd. €
524,Patrick van Aanholt,2015,"4,50 Mio. €"
525,Tommy Robson,2015,-
526,Adam Matthews,2015,"2,50 Mio. €"
527,Billy Jones,2015,"2,00 Mio. €"
528,DeAndre Yedlin,2015,"1,50 Mio. €"
529,Charalampos Mavrias,2015,"1,00 Mio. €"
530,Josh Robson,2015,-
531,Jack Rodwell,2015,"8,00 Mio. €"
532,Yann M'Vila,2015,"7,00 Mio. €"
533,Lee Cattermole,2015,"3,50 Mio. €"
534,Liam Bridcutt,2015,"2,50 Mio. €"
535,Tom Beadling,2015,-
536,Jordi Gómez,2015,"3,00 Mio. €"
537,Sebastian Larsson,2015,"2,50 Mio. €"
538,Emanuele Giaccherini,2015,"4,00 Mio. €"
539,Ola Toivonen,2015,"3,00 Mio. €"
540,George Honeyman,2015,-
541,Rees Greenwood,2015,-
542,Fabio Borini,2015,"6,00 Mio. €"
543,Jeremain Lens,2015,"11,00 Mio. €"
544,Will Buckley,2015,"2,50 Mio. €"
545,Duncan Watmore,2015,"1,50 Mio. €"
546,Adam Johnson,2015,-
547,Lynden Gooch,2015,-
548,Wahbi Khazri,2015,"8,00 Mio. €"
549,Jermain Defoe,2015,"6,00 Mio. €"
550,Dame N'Doye,2015,"4,00 Mio. €"
551,Steven Fletcher,2015,"3,00 Mio. €"
552,Danny Graham,2015,"1,50 Mio. €"
553,Mikael Mandron,2015,-
554,Joel Robles,2015,"3,00 Mio. €"
555,Tim Howard,2015,"2,00 Mio. €"
556,Jindrich Stanek,2015,100 Tsd. €
557,John Stones,2015,"28,00 Mio. €"
558,Ramiro Funes Mori,2015,"10,00 Mio. €"
559,Phil Jagielka,2015,"4,50 Mio. €"
560,Tyias Browning,2015,"1,00 Mio. €"
561,Mason Holgate,2015,"1,00 Mio. €"
562,Matthew Pennington,2015,-
563,Leighton Baines,2015,"17,00 Mio. €"
564,Bryan Oviedo,2015,"3,00 Mio. €"
565,Brendan Galloway,2015,"3,00 Mio. €"
566,Luke Garbutt,2015,"2,00 Mio. €"
567,Seamus Coleman,2015,"17,00 Mio. €"
568,Tony Hibbert,2015,500 Tsd. €
569,Felipe Mattioni,2015,500 Tsd. €
570,Jonjoe Kenny,2015,-
571,Muhamed Besic,2015,"6,00 Mio. €"
572,Gareth Barry,2015,"2,50 Mio. €"
573,Callum Connolly,2015,-
574,Ross Barkley,2015,"22,00 Mio. €"
575,James McCarthy,2015,"17,00 Mio. €"
576,Tom Cleverley,2015,"9,00 Mio. €"
577,Darron Gibson,2015,"2,50 Mio. €"
578,Leon Osman,2015,"1,00 Mio. €"
579,Conor Grant,2015,-
580,Tom Davies,2015,-
581,Steven Pienaar,2015,"1,50 Mio. €"
582,Kevin Mirallas,2015,"13,00 Mio. €"
